Time (msec),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),A/F Sensor #1 (AFR),Coolant Temperature (F),Engine Load* (g/rev),Engine Speed (rpm),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),Turbo Dynamics Proportional* (absolute %)
312883,0.00,0.00,16,14.47,181,0.12,884,14.10,13.00,4.50,-10.15,3.40,1.26,0.00,0.64,0.00
312939,0.00,0.00,16,14.59,181,0.12,884,14.10,14.50,4.50,-10.11,3.43,1.26,0.00,0.64,0.00
313003,0.00,0.00,16,14.59,181,0.12,884,14.10,14.50,4.64,-10.15,3.45,1.26,0.00,0.64,0.00
313075,0.00,0.00,16,14.59,181,0.11,891,14.10,14.50,4.50,-10.11,3.43,1.26,0.00,0.64,0.00
313131,0.00,0.00,16,14.59,181,0.11,890,14.10,14.00,4.64,-10.13,3.40,1.26,0.00,0.64,0.00
313195,0.00,0.00,16,14.70,181,0.11,888,14.10,14.00,4.50,-10.13,3.40,1.26,0.00,0.64,0.00
313259,0.00,0.00,16,14.59,181,0.12,880,14.10,14.00,4.64,-10.13,3.40,1.28,0.00,0.64,0.00
313327,0.00,0.00,16,14.70,181,0.12,880,14.10,15.00,4.50,-10.13,3.43,1.28,0.00,0.64,0.00
313391,0.00,0.00,16,14.47,181,0.12,872,14.10,15.00,4.64,-10.11,3.45,1.26,0.00,0.64,0.00
313455,0.00,0.00,16,14.59,181,0.12,884,14.10,15.50,4.64,-10.11,3.43,1.26,0.00,0.64,0.00
313519,0.00,0.00,16,14.47,181,0.12,883,14.10,14.00,4.64,-10.11,3.43,1.26,0.00,0.64,0.00
313583,0.00,0.00,16,14.47,181,0.11,896,14.10,14.00,4.50,-10.13,3.40,1.26,0.00,0.64,0.00
313647,0.00,0.00,16,14.59,181,0.11,888,14.10,13.00,4.64,-10.13,3.40,1.26,0.00,0.64,0.00
313711,0.00,0.00,16,14.59,181,0.11,893,14.10,14.00,4.50,-10.15,3.40,1.26,0.00,0.64,0.00
313775,0.00,0.00,16,14.59,181,0.11,894,14.10,13.50,4.64,-10.11,3.40,1.24,0.00,0.64,0.00
313839,0.00,0.00,16,14.59,181,0.11,890,14.10,13.50,4.50,-10.15,3.40,1.24,0.00,0.64,0.00
313903,0.00,0.00,16,14.70,181,0.12,890,14.10,14.00,4.50,-10.13,3.40,1.24,0.00,0.64,0.00
313967,0.00,0.00,16,14.59,181,0.12,894,14.10,14.00,4.50,-10.15,3.43,1.24,0.00,0.64,0.00
314029,0.00,0.00,16,14.70,181,0.11,886,14.10,13.50,4.50,-10.13,3.40,1.24,0.00,0.64,0.00
314089,0.00,0.00,16,14.59,181,0.12,894,14.10,13.00,4.50,-10.15,3.40,1.24,0.00,0.64,0.00
314153,0.00,0.00,16,14.70,181,0.12,891,14.10,13.50,4.50,-10.11,3.43,1.26,0.00,0.64,0.00
314220,0.00,0.00,16,14.70,181,0.12,884,14.10,14.00,4.50,-10.13,3.43,1.26,0.00,0.64,0.00
314283,0.00,0.00,16,14.70,181,0.12,884,14.10,14.50,4.50,-10.11,3.43,1.26,0.00,0.64,0.00
314347,0.00,0.00,16,14.70,181,0.12,889,14.10,14.00,4.64,-10.11,3.43,1.26,0.00,0.64,0.00
314411,0.00,0.00,16,14.70,181,0.11,896,14.10,13.00,4.64,-10.13,3.40,1.26,0.00,0.64,0.00
314475,0.00,0.00,16,14.70,181,0.12,896,14.10,13.00,4.50,-10.13,3.40,1.26,0.00,0.64,0.00
314539,0.00,0.00,16,14.70,181,0.11,894,14.10,13.00,4.50,-10.13,3.40,1.26,0.00,0.64,0.00
314607,0.00,0.00,16,14.81,181,0.12,895,14.10,13.00,4.50,-10.11,3.43,1.26,0.00,0.64,0.00
314663,0.00,0.00,16,14.70,181,0.12,890,14.10,13.50,4.64,-10.11,3.43,1.26,0.00,0.64,0.00
314727,0.00,0.00,16,14.81,181,0.12,889,14.10,14.00,4.64,-10.11,3.43,1.26,0.00,0.64,0.00
314799,0.00,0.00,16,14.81,181,0.12,891,14.10,13.50,4.64,-10.13,3.43,1.26,0.00,0.64,0.00
314861,0.00,0.00,16,14.81,181,0.12,897,14.10,13.00,4.50,-10.11,3.43,1.26,0.00,0.64,0.00
314925,0.00,0.00,16,14.70,181,0.12,888,14.10,14.00,4.64,-10.11,3.43,1.26,0.00,0.64,0.00
314988,0.00,0.00,16,14.81,181,0.12,878,14.10,15.00,4.64,-10.11,3.43,1.24,0.00,0.64,0.00
315046,0.00,0.00,16,14.70,181,0.12,880,14.10,14.50,4.64,-10.11,3.43,1.24,0.00,0.64,0.00
315114,0.00,0.00,16,14.70,181,0.12,888,14.10,14.00,4.64,-10.09,3.45,1.26,0.00,0.64,0.00
315178,0.00,0.00,16,14.70,181,0.11,880,14.10,14.50,4.64,-10.11,3.43,1.26,0.00,0.64,0.00
315242,0.00,0.00,16,14.70,181,0.11,886,14.10,14.00,4.64,-10.11,3.40,1.26,0.00,0.64,0.00
315302,0.00,0.00,16,14.59,181,0.12,886,14.10,14.00,4.64,-10.13,3.40,1.26,0.00,0.64,0.00
315366,0.00,0.00,16,14.70,181,0.11,894,14.10,13.00,4.50,-10.11,3.40,1.26,0.00,0.64,0.00
315430,0.00,0.00,16,14.70,181,0.12,888,14.10,13.00,4.64,-10.13,3.43,1.26,0.00,0.64,0.00
315494,0.00,0.00,16,14.70,181,0.11,894,14.10,14.00,4.50,-10.13,3.40,1.28,0.00,0.64,0.00
315562,0.00,0.00,16,14.59,181,0.12,886,14.10,13.00,4.64,-10.13,3.40,1.26,0.00,0.64,0.00
315625,0.00,0.00,16,14.70,181,0.12,881,14.10,14.00,4.50,-10.13,3.43,1.26,0.00,0.64,0.00
315686,0.00,0.00,16,14.47,181,0.12,880,14.10,14.50,4.64,-10.11,3.43,1.26,0.00,0.64,0.00
315750,0.00,0.00,16,14.59,181,0.11,894,14.10,14.50,4.64,-10.11,3.40,1.26,0.00,0.64,0.00
315814,0.00,0.00,16,14.47,181,0.11,888,14.10,13.00,4.64,-10.13,3.40,1.26,0.00,0.64,0.00
315878,0.00,0.00,16,14.59,181,0.11,890,14.10,14.00,4.50,-10.13,3.40,1.26,0.00,0.64,0.00
315942,0.00,0.00,16,14.36,181,0.11,891,14.10,13.50,4.64,-10.13,3.40,1.26,0.00,0.64,0.00
316006,0.00,0.00,16,14.47,181,0.11,892,14.10,13.50,4.50,-10.13,3.40,1.26,0.00,0.64,0.00
316070,0.00,0.00,16,14.36,181,0.12,883,14.10,13.50,4.64,-10.13,3.40,1.24,0.00,0.64,0.00
316134,0.00,0.00,16,14.36,181,0.11,888,14.10,14.50,4.50,-10.15,3.38,1.24,0.00,0.64,0.00
316198,0.00,0.00,16,14.47,181,0.12,885,14.10,14.00,4.64,-10.11,3.40,1.24,0.00,0.64,0.00
316270,0.00,0.00,16,14.36,181,0.11,885,14.10,14.00,4.50,-10.15,3.43,1.26,0.00,0.64,0.00
316326,0.00,0.00,16,14.47,181,0.12,890,14.10,14.00,4.50,-10.13,3.43,1.26,0.00,0.64,0.00
316390,0.00,0.00,16,14.47,181,0.12,895,14.10,14.00,4.50,-10.13,3.40,1.26,0.00,0.64,0.00
316454,0.00,0.00,16,14.47,181,0.11,898,14.10,13.00,4.50,-10.11,3.40,1.26,0.00,0.64,0.00
316518,0.00,0.00,16,14.59,181,0.12,896,14.10,13.00,4.50,-10.15,3.43,1.26,0.00,0.64,0.00
316582,0.00,0.00,16,14.59,181,0.11,888,14.10,13.00,4.50,-10.11,3.40,1.26,0.00,0.64,0.00
316646,0.00,0.00,16,14.70,181,0.12,886,14.10,14.00,4.50,-10.13,3.43,1.26,0.00,0.64,0.00
316710,0.00,0.00,16,14.70,181,0.12,892,14.10,14.00,4.50,-10.13,3.43,1.28,0.00,0.64,0.00
316774,0.00,0.00,16,14.70,181,0.12,896,14.10,13.50,4.50,-10.13,3.43,1.28,0.00,0.64,0.00
316840,0.00,0.00,16,14.70,181,0.11,896,14.10,13.00,4.50,-10.11,3.40,1.26,0.00,0.64,0.00
316904,0.00,0.00,16,14.70,181,0.11,897,14.10,13.00,4.64,-10.13,3.40,1.26,0.00,0.64,0.00
316963,0.00,0.00,16,14.70,181,0.11,897,14.10,13.00,4.50,-10.13,3.40,1.26,0.00,0.64,0.00
317029,0.00,0.00,16,14.81,181,0.11,899,14.10,13.00,4.50,-10.15,3.40,1.26,0.00,0.64,0.00
317095,0.00,0.00,16,14.81,181,0.11,898,14.10,13.00,4.50,-10.13,3.38,1.26,0.00,0.64,0.00
317159,0.00,0.00,16,14.81,181,0.11,896,14.10,13.00,4.50,-10.15,3.40,1.26,0.00,0.64,0.00
317223,0.00,0.00,16,14.81,181,0.12,885,14.10,14.00,4.50,-10.13,3.38,1.24,0.00,0.64,0.00
317287,0.00,0.00,16,14.81,181,0.11,889,14.10,14.00,4.50,-10.13,3.40,1.24,0.00,0.64,0.00
317351,0.00,0.00,16,14.81,181,0.12,885,14.10,14.00,4.50,-10.15,3.40,1.24,0.00,0.64,0.00
317415,0.00,0.00,16,14.81,181,0.12,885,14.10,14.00,4.50,-10.11,3.40,1.24,0.00,0.64,0.00
317479,0.00,0.00,16,14.81,181,0.11,888,14.10,15.00,4.64,-10.11,3.38,1.24,0.00,0.64,0.00
317543,0.00,0.00,16,14.81,181,0.11,885,14.10,14.00,4.64,-10.11,3.40,1.26,0.00,0.64,0.00
317607,0.00,0.00,16,14.81,181,0.11,884,14.10,14.00,4.64,-10.13,3.40,1.26,0.00,0.64,0.00
317671,0.00,0.00,16,14.93,181,0.11,880,14.10,14.50,4.50,-10.11,3.40,1.26,0.00,0.64,0.00
317735,0.00,0.00,16,14.81,181,0.12,878,14.10,14.50,4.64,-10.13,3.40,1.26,0.00,0.64,0.00
317791,0.00,0.00,16,14.81,181,0.12,882,14.10,14.00,4.50,-10.11,3.43,1.26,0.00,0.64,0.00
317863,0.00,0.00,16,14.81,181,0.12,877,14.10,14.50,4.64,-10.11,3.40,1.26,0.00,0.64,0.00
317919,0.00,0.00,16,14.81,181,0.12,882,14.10,14.50,4.64,-10.11,3.40,1.26,0.00,0.64,0.00
317991,0.00,0.00,16,14.81,181,0.12,878,14.10,14.00,4.64,-10.11,3.40,1.26,0.00,0.64,0.00
318050,0.00,0.00,16,14.81,181,0.11,884,14.10,14.50,4.64,-10.11,3.38,1.26,0.00,0.64,0.00
318114,0.00,0.00,16,14.81,181,0.12,878,14.10,14.00,4.64,-10.11,3.40,1.24,0.00,0.64,0.00
318178,0.00,0.00,16,14.81,181,0.12,878,14.10,14.50,4.64,-10.11,3.38,1.24,0.00,0.64,0.00
320218,0.00,0.00,16,14.81,181,0.12,878,14.10,14.50,4.64,-10.11,3.38,1.24,0.00,0.64,0.00
320835,0.00,0.00,16,14.59,181,0.12,878,14.10,14.50,4.50,-10.13,3.38,1.26,0.00,0.64,0.00
320899,0.00,0.00,16,14.59,181,0.11,881,14.10,14.00,4.50,-10.13,3.36,1.26,0.00,0.64,0.00
320963,0.00,0.00,16,14.59,181,0.11,886,14.10,13.50,4.50,-10.15,3.38,1.26,0.00,0.64,0.00
321027,0.00,0.00,16,14.59,181,0.11,891,14.10,13.00,4.50,-10.15,3.36,1.26,0.00,0.64,0.00
321083,0.00,0.00,16,14.59,181,0.11,890,14.10,13.00,4.50,-10.17,3.36,1.24,0.00,0.64,0.00
321147,0.00,0.00,16,14.47,181,0.11,892,14.10,13.00,4.50,-10.17,3.31,1.24,0.00,0.64,0.00
321211,0.00,0.00,16,14.59,181,0.11,888,14.10,13.50,4.50,-10.17,3.31,1.24,0.00,0.64,0.00
321275,0.00,0.00,16,14.47,181,0.11,880,14.10,14.00,4.50,-10.19,3.29,1.24,0.00,0.64,0.00
321342,0.00,0.00,16,14.59,181,0.11,879,14.10,14.00,4.50,-10.15,3.34,1.24,0.00,0.64,0.00
321407,0.00,0.00,16,14.59,181,0.11,885,14.10,14.50,4.50,-10.17,3.31,1.24,0.00,0.64,0.00
321470,0.00,0.00,16,14.59,181,0.11,880,14.10,14.00,4.50,-10.15,3.34,1.24,0.00,0.64,0.00
321534,0.00,0.00,16,14.59,183,0.11,873,14.10,15.00,4.50,-10.19,3.31,1.24,0.00,0.64,0.00
321601,0.00,0.00,16,14.70,183,0.11,872,14.10,15.00,4.50,-10.15,3.31,1.26,0.00,0.64,0.00
321665,0.00,0.00,16,14.59,183,0.11,872,14.10,15.00,4.50,-10.17,3.31,1.26,0.00,0.64,0.00
321729,0.00,0.00,16,14.70,183,0.11,878,14.10,14.00,4.50,-10.15,3.31,1.26,0.00,0.64,0.00
321793,0.00,0.00,16,14.59,183,0.11,880,14.10,14.00,4.50,-10.17,3.31,1.26,0.00,0.64,0.00
321857,0.00,0.00,16,14.70,183,0.11,882,14.10,14.00,4.50,-10.21,3.29,1.26,0.00,0.64,0.00
321921,0.00,0.00,16,14.70,183,0.11,874,14.10,14.00,4.50,-10.21,3.29,1.24,0.00,0.64,0.00
321985,0.00,0.00,16,14.70,183,0.11,871,14.10,14.50,4.50,-10.21,3.31,1.24,0.00,0.64,0.00
322049,0.00,0.00,16,14.70,183,0.11,864,14.10,15.00,4.50,-10.19,3.31,1.24,0.00,0.64,0.00
322113,0.00,0.00,16,14.81,183,0.12,870,14.10,15.50,4.50,-10.17,3.34,1.24,0.00,0.64,0.00
322177,0.00,0.00,16,14.81,183,0.11,870,14.10,15.00,4.50,-10.15,3.31,1.24,0.00,0.64,0.00
322241,0.00,0.00,16,14.70,183,0.11,877,14.10,15.00,4.50,-10.17,3.34,1.24,0.00,0.64,0.00
322297,0.00,0.00,16,14.81,183,0.11,879,14.10,14.00,4.50,-10.15,3.31,1.24,0.00,0.64,0.00
322367,0.00,0.00,16,14.81,183,0.11,878,14.10,14.00,4.50,-10.21,3.29,1.24,0.00,0.64,0.00
322427,0.00,0.00,16,14.81,183,0.11,878,14.10,14.00,4.50,-10.15,3.27,1.26,0.00,0.64,0.00
322492,0.00,0.00,16,14.81,183,0.11,878,14.10,14.00,4.50,-10.21,3.27,1.26,0.00,0.64,0.00
322556,0.00,0.00,16,14.81,183,0.11,880,14.10,14.00,4.50,-10.17,3.27,1.24,0.00,0.64,0.00
322619,0.00,0.00,16,14.81,183,0.11,878,14.10,13.50,4.50,-10.21,3.23,1.24,0.00,0.64,0.00
322683,0.00,0.00,16,14.70,183,0.11,873,14.10,13.50,4.50,-10.15,3.23,1.24,0.00,0.64,0.00
322747,0.00,0.00,16,14.70,183,0.11,873,14.10,14.00,4.50,-10.17,3.23,1.24,0.00,0.64,0.00
322811,0.00,0.00,16,14.59,183,0.11,865,14.10,14.00,4.50,-10.17,3.27,1.24,0.00,0.64,0.00
322875,0.00,0.00,16,14.70,183,0.12,866,14.10,15.00,4.50,-10.15,3.27,1.24,0.00,0.64,0.00
322944,0.00,0.00,16,14.47,183,0.11,860,14.10,16.00,4.50,-10.15,3.27,1.24,0.00,0.64,0.00
323000,0.00,0.00,16,14.59,183,0.11,856,14.10,15.50,4.50,-10.15,3.29,1.24,0.00,0.64,0.00
323064,0.00,0.00,16,14.36,183,0.12,864,14.10,15.50,4.50,-10.15,3.31,1.24,0.00,0.64,0.00
323129,0.00,0.00,16,14.47,183,0.11,858,14.10,14.50,4.50,-10.13,3.27,1.26,0.00,0.64,0.00
323193,0.00,0.00,16,14.36,183,0.11,861,14.10,15.50,4.50,-10.15,3.27,1.26,0.00,0.64,0.00
323257,0.00,0.00,16,14.47,183,0.11,861,14.10,15.00,4.50,-10.15,3.29,1.24,0.00,0.64,0.00
323321,0.00,0.00,16,14.24,183,0.11,859,14.10,15.00,4.50,-10.15,3.27,1.24,0.00,0.64,0.00
323385,0.00,0.00,16,14.47,183,0.11,861,14.10,14.50,4.50,-10.13,3.27,1.24,0.00,0.64,0.00
323449,0.00,0.00,16,14.24,183,0.12,852,14.10,15.50,4.50,-10.15,3.27,1.24,0.00,0.64,0.00
323514,0.00,0.00,16,14.36,183,0.11,856,14.10,15.00,4.50,-10.13,3.23,1.24,0.00,0.64,0.00
323580,0.00,0.00,16,14.36,183,0.11,856,14.10,15.00,4.50,-10.13,3.29,1.24,0.00,0.64,0.00
323644,0.00,0.00,16,14.36,183,0.11,864,14.10,14.00,4.50,-10.13,3.23,1.26,0.00,0.64,0.00
323712,0.00,0.00,16,14.36,183,0.11,869,14.10,13.50,4.50,-10.11,3.27,1.26,0.00,0.64,0.00
323770,0.00,0.00,16,14.36,183,0.11,863,14.10,14.00,4.64,-10.13,3.23,1.24,0.00,0.64,0.00
323834,0.00,0.00,16,14.47,183,0.11,867,14.10,13.50,4.50,-10.13,3.27,1.24,0.00,0.64,0.00
323898,0.00,0.00,16,14.47,183,0.11,858,14.10,14.50,4.50,-10.15,3.23,1.24,0.00,0.64,0.00
323962,0.00,0.00,16,14.59,183,0.11,857,14.10,14.50,4.50,-10.11,3.29,1.24,0.00,0.64,0.00
324026,0.00,0.00,16,14.47,183,0.12,850,14.10,15.50,4.64,-10.11,3.29,1.24,0.00,0.64,0.00
324090,0.00,0.00,16,14.59,183,0.12,851,14.10,15.00,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
324156,0.00,0.00,16,14.59,183,0.12,847,14.10,15.50,4.64,-10.11,3.29,1.26,0.00,0.64,0.00
324216,0.00,0.00,16,14.70,183,0.12,845,14.10,15.50,4.64,-10.09,3.27,1.26,0.00,0.64,0.00
324282,0.00,0.00,16,14.59,183,0.12,844,14.10,15.50,4.64,-10.06,3.29,1.24,0.00,0.64,0.00
324346,0.00,0.00,16,14.70,183,0.12,849,14.10,15.00,4.64,-10.06,3.29,1.24,0.00,0.64,0.00
324414,0.00,0.00,16,14.81,183,0.12,846,14.10,15.00,4.64,-10.06,3.31,1.24,0.00,0.64,0.00
324472,0.00,0.00,16,14.81,183,0.12,856,14.10,15.50,4.64,-10.06,3.29,1.24,0.00,0.64,0.00
324537,0.00,0.00,16,14.81,183,0.12,852,14.10,14.00,4.64,-10.06,3.29,1.24,0.00,0.64,0.00
324601,0.00,0.00,16,14.81,183,0.12,859,14.10,14.00,4.64,-10.06,3.29,1.26,0.00,0.64,0.00
324661,0.00,0.00,16,14.81,183,0.12,863,14.10,13.50,4.64,-10.04,3.31,1.26,0.00,0.64,0.00
324733,0.00,0.00,16,14.81,183,0.12,864,14.10,13.00,4.64,-10.06,3.31,1.26,0.00,0.64,0.00
324797,0.00,0.00,16,14.93,183,0.12,864,14.10,13.00,4.64,-10.06,3.34,1.24,0.00,0.64,0.00
324853,0.00,0.00,16,14.93,183,0.12,864,14.10,13.00,4.64,-10.06,3.29,1.24,0.00,0.64,0.00
324917,0.00,0.00,16,14.81,183,0.12,869,14.10,13.00,4.64,-10.06,3.34,1.24,0.00,0.64,0.00
324983,0.00,0.00,16,14.81,183,0.12,872,14.10,12.50,4.64,-10.09,3.29,1.24,0.00,0.64,0.00
325049,0.00,0.00,16,14.81,183,0.11,864,14.10,13.50,4.64,-10.09,3.31,1.24,0.00,0.64,0.00
325113,0.00,0.00,16,14.81,183,0.12,860,14.10,13.00,4.64,-10.11,3.31,1.26,0.00,0.64,0.00
325177,0.00,0.00,16,14.81,183,0.12,860,14.10,14.00,4.64,-10.11,3.31,1.26,0.00,0.64,0.00
325241,0.00,0.00,16,14.81,183,0.12,866,14.10,14.00,4.64,-10.11,3.31,1.26,0.00,0.64,0.00
325301,0.00,0.00,16,14.81,183,0.11,862,14.10,13.00,4.64,-10.11,3.34,1.26,0.00,0.64,0.00
325365,0.00,0.00,16,14.81,183,0.12,853,14.10,13.50,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
325429,0.00,0.00,16,14.70,183,0.12,850,14.10,14.50,4.64,-10.11,3.34,1.24,0.00,0.64,0.00
325493,0.00,0.00,16,14.70,183,0.12,854,14.10,15.00,4.64,-10.09,3.34,1.24,0.00,0.64,0.00
325560,0.00,0.00,16,14.70,183,0.12,866,14.10,14.00,4.64,-10.09,3.34,1.24,0.00,0.64,0.00
325624,0.00,0.00,16,14.70,183,0.12,869,14.10,13.00,4.64,-10.06,3.34,1.24,0.00,0.64,0.00
325684,0.00,0.00,16,14.81,183,0.12,870,14.10,13.00,4.64,-10.11,3.34,1.24,0.00,0.64,0.00
325749,0.00,0.00,16,14.70,183,0.12,874,14.10,13.00,4.64,-10.11,3.34,1.26,0.00,0.64,0.00
325817,0.00,0.00,16,14.81,183,0.11,874,14.10,12.50,4.64,-10.11,3.34,1.26,0.00,0.64,0.00
325881,0.00,0.00,16,14.81,183,0.11,874,14.10,12.50,4.64,-10.13,3.31,1.26,0.00,0.64,0.00
325944,0.00,0.00,16,14.81,183,0.11,870,14.10,13.00,4.50,-10.11,3.27,1.26,0.00,0.64,0.00
326008,0.00,0.00,16,14.81,183,0.12,872,14.10,13.00,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
328045,0.00,0.00,16,14.81,183,0.12,872,14.10,13.00,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
328648,0.00,0.00,16,14.81,183,0.12,868,14.10,13.50,4.64,-10.11,3.34,1.26,0.00,0.64,0.00
328714,0.00,0.00,16,14.81,183,0.12,862,14.10,13.50,4.64,-10.11,3.34,1.26,0.00,0.64,0.00
328772,0.00,0.00,16,14.81,183,0.11,866,14.10,14.00,4.64,-10.11,3.34,1.26,0.00,0.64,0.00
328839,0.00,0.00,16,14.70,183,0.11,861,14.10,14.00,4.64,-10.11,3.34,1.26,0.00,0.64,0.00
328903,0.00,0.00,16,14.70,183,0.12,863,14.10,14.00,4.64,-10.11,3.34,1.24,0.00,0.64,0.00
328969,0.00,0.00,16,14.70,183,0.12,859,14.10,14.00,4.64,-10.09,3.34,1.24,0.00,0.64,0.00
329033,0.00,0.00,16,14.70,183,0.12,860,14.10,14.50,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
329097,0.00,0.00,16,14.70,183,0.12,861,14.10,14.00,4.64,-10.09,3.34,1.24,0.00,0.64,0.00
329161,0.00,0.00,16,14.70,183,0.12,870,14.10,13.50,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
329225,0.00,0.00,16,14.70,183,0.12,876,14.10,13.00,4.64,-10.11,3.34,1.24,0.00,0.64,0.00
329289,0.00,0.00,16,14.81,183,0.11,876,14.10,13.00,4.64,-10.11,3.34,1.26,0.00,0.64,0.00
329351,0.00,0.00,16,14.70,183,0.12,874,14.10,13.00,4.64,-10.11,3.31,1.26,0.00,0.64,0.00
329411,0.00,0.00,16,14.70,183,0.12,873,14.10,13.00,4.64,-10.11,3.34,1.26,0.00,0.64,0.00
329477,0.00,0.00,16,14.70,183,0.12,870,14.10,13.50,4.64,-10.11,3.34,1.26,0.00,0.64,0.00
329544,0.00,0.00,16,14.70,183,0.12,865,14.10,14.00,4.64,-10.07,3.36,1.26,0.00,0.64,0.00
329608,0.00,0.00,16,14.70,183,0.12,859,14.10,14.50,4.64,-10.09,3.34,1.24,0.00,0.64,0.00
329665,0.00,0.00,16,14.70,183,0.12,862,14.10,14.00,4.64,-10.06,3.34,1.24,0.00,0.64,0.00
329734,0.00,0.00,16,14.59,183,0.11,865,14.10,14.50,4.64,-10.09,3.31,1.24,0.00,0.64,0.00
329794,0.00,0.00,16,14.70,183,0.12,860,14.10,14.00,4.64,-10.06,3.31,1.24,0.00,0.64,0.00
329858,0.00,0.00,16,14.47,183,0.11,859,14.10,14.00,4.64,-10.07,3.31,1.24,0.00,0.64,0.00
329926,0.00,0.00,16,14.59,183,0.11,867,14.10,13.50,4.64,-10.06,3.29,1.26,0.00,0.64,0.00
329991,0.00,0.00,16,14.36,183,0.11,866,14.10,13.50,4.64,-10.11,3.27,1.26,0.00,0.64,0.00
330050,0.00,0.00,16,14.47,183,0.11,862,14.10,14.00,4.64,-10.09,3.29,1.26,0.00,0.64,0.00
330114,0.00,0.00,16,14.24,183,0.12,851,14.10,15.50,4.64,-10.09,3.31,1.24,0.00,0.64,0.00
330178,0.00,0.00,16,14.47,183,0.12,852,14.10,15.00,4.64,-10.07,3.34,1.24,0.00,0.64,0.00
330242,0.00,0.00,16,14.36,183,0.12,850,14.10,15.50,4.64,-10.06,3.34,1.24,0.00,0.64,0.00
330309,0.00,0.00,16,14.36,183,0.12,862,14.10,14.00,4.64,-10.06,3.31,1.24,0.00,0.64,0.00
330371,0.00,0.00,16,14.36,183,0.12,862,14.10,14.00,4.64,-10.06,3.31,1.24,0.00,0.64,0.00
330437,0.00,0.00,16,14.36,183,0.11,862,14.10,14.00,4.64,-10.06,3.29,1.26,0.00,0.64,0.00
330496,0.00,0.00,16,14.47,183,0.12,863,14.10,14.00,4.64,-10.06,3.31,1.26,0.00,0.64,0.00
330559,0.00,0.00,16,14.47,183,0.12,848,14.10,13.50,4.64,-10.06,3.29,1.26,0.00,0.64,0.00
330628,0.00,0.00,16,14.59,183,0.12,852,14.10,15.50,4.64,-10.02,3.34,1.24,0.00,0.64,0.00
330693,0.00,0.00,16,14.59,183,0.12,855,14.10,14.50,4.64,-10.04,3.31,1.24,0.00,0.64,0.00
330758,0.00,0.00,16,14.70,183,0.12,864,14.10,14.00,4.64,-10.02,3.34,1.24,0.00,0.64,0.00
330817,0.00,0.00,16,14.70,183,0.12,852,14.10,14.00,4.64,-10.02,3.31,1.24,0.00,0.64,0.00
330881,0.00,0.00,16,14.81,183,0.12,851,14.10,14.50,4.64,-10.04,3.34,1.26,0.00,0.64,0.00
330945,0.00,0.00,16,14.81,183,0.12,845,14.10,14.50,4.64,-10.04,3.31,1.26,0.00,0.64,0.00
331009,0.00,0.00,16,14.81,183,0.12,852,14.10,15.00,4.64,-10.02,3.29,1.26,0.00,0.64,0.00
331073,0.00,0.00,16,14.81,183,0.12,854,14.10,14.00,4.64,-10.04,3.31,1.24,0.00,0.64,0.00
331137,0.00,0.00,16,14.81,183,0.11,860,14.10,14.00,4.64,-10.04,3.31,1.24,0.00,0.64,0.00
331201,0.00,0.00,16,14.93,183,0.11,859,14.10,13.50,4.64,-10.02,3.31,1.24,0.00,0.64,0.00
331265,0.00,0.00,16,14.93,183,0.11,858,14.10,13.50,4.64,-10.06,3.34,1.24,0.00,0.64,0.00
331329,0.00,0.00,16,14.93,183,0.12,862,14.10,13.00,4.64,-10.04,3.34,1.24,0.00,0.64,0.00
331393,0.00,0.00,16,14.93,183,0.12,856,14.10,13.00,4.64,-10.06,3.34,1.26,0.00,0.64,0.00
331457,0.00,0.00,16,14.93,183,0.12,854,14.10,14.00,4.64,-10.02,3.34,1.26,0.00,0.64,0.00
331521,0.00,0.00,16,14.93,183,0.12,863,14.10,14.00,4.64,-10.04,3.34,1.26,0.00,0.64,0.00
331585,0.00,0.00,16,14.93,183,0.12,868,14.10,13.00,4.64,-10.04,3.31,1.26,0.00,0.64,0.00
331649,0.00,0.00,16,15.04,183,0.12,869,14.10,12.50,4.64,-10.06,3.34,1.24,0.00,0.64,0.00
331713,0.00,0.00,16,14.93,183,0.12,864,14.10,12.50,4.64,-10.06,3.31,1.24,0.00,0.64,0.00
331778,0.00,0.00,16,14.93,183,0.12,864,14.10,13.00,4.64,-10.06,3.34,1.24,0.00,0.64,0.00
331842,0.00,0.00,16,14.81,183,0.11,873,14.10,13.50,4.64,-10.06,3.31,1.24,0.00,0.64,0.00
331907,0.00,0.00,16,14.81,183,0.11,867,14.10,13.00,4.64,-10.07,3.31,1.24,0.00,0.64,0.00
331971,0.00,0.00,16,14.81,183,0.11,864,14.10,13.50,4.64,-10.11,3.31,1.24,0.00,0.64,0.00
