Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Tip-in Throttle* (%),Tip-in Enrichment (Last Calculated)* (raw enrichment value)
1240838,14.59,0.11,832,0.00,0.00,16,14.10,13.00,4.64,3.11,-1.08,0.64,0.0,0
1241039,14.70,0.11,838,0.00,0.00,16,14.10,13.00,4.64,3.11,-1.08,0.64,0.0,0
1241238,14.70,0.11,829,0.00,0.00,16,14.10,14.00,4.64,3.11,-1.08,0.64,0.0,0
1241435,14.70,0.11,824,0.00,0.00,16,14.10,14.00,4.64,3.11,-1.08,0.64,0.0,0
1241634,14.81,0.11,828,0.00,0.00,16,14.10,14.00,4.64,3.13,-1.08,0.64,0.0,0
1241834,14.59,0.11,838,0.00,0.00,16,14.10,13.00,4.64,3.11,-1.08,0.64,0.0,0
1242037,14.47,0.11,821,0.00,0.00,16,14.10,14.50,4.64,3.11,-1.08,0.64,0.0,0
1242236,14.47,0.11,826,0.00,0.00,16,14.10,14.00,4.64,3.11,-1.08,0.64,0.0,0
1242437,14.47,0.11,829,0.00,0.00,16,14.10,14.00,4.64,3.11,-1.08,0.64,0.0,0
1242635,14.70,0.11,825,0.00,0.00,16,14.10,13.50,4.64,3.11,-1.08,0.64,0.0,0
1242834,14.47,0.11,824,0.00,0.00,16,14.10,13.00,4.64,3.08,-1.08,0.64,0.0,0
1243035,14.47,0.11,835,0.00,0.00,16,14.10,14.00,4.64,3.11,-1.08,0.64,0.0,0
1243234,14.59,0.11,813,0.00,0.00,16,14.10,14.00,4.79,3.11,-1.08,0.64,0.0,0
1243433,14.47,0.11,825,0.00,0.00,16,14.10,13.00,4.64,3.11,-1.08,0.64,0.0,0
1243631,14.70,0.11,832,0.00,0.00,16,14.10,13.00,4.64,3.11,-1.08,0.64,0.0,0
1243829,14.81,0.11,827,0.00,0.00,16,14.10,14.00,4.64,3.11,-1.08,0.64,0.0,0
1244031,14.81,0.11,815,0.00,0.00,16,14.10,15.00,4.64,3.11,-1.08,0.64,0.0,0
1244228,14.81,0.11,828,0.00,0.00,16,14.10,13.50,4.64,3.11,-1.08,0.64,0.0,0
1244430,14.70,0.11,831,0.00,0.00,16,14.10,13.00,4.64,3.11,-1.08,0.64,0.0,0
1244625,14.59,0.11,830,0.00,0.00,16,14.10,13.00,4.64,3.11,-1.08,0.64,0.0,0
1244828,14.59,0.11,830,0.00,0.00,16,14.10,13.50,4.64,3.11,-1.08,0.64,0.0,0
1245027,14.59,0.11,836,0.00,0.00,16,14.10,13.00,4.64,3.11,-1.08,0.64,0.0,0
1245224,14.47,0.11,820,0.00,0.00,16,14.10,14.50,4.64,3.11,-1.08,0.64,0.0,0
1245426,14.47,0.11,820,0.00,0.00,16,14.10,14.50,4.64,3.11,-1.08,0.64,0.0,0
1245623,14.59,0.11,834,0.00,0.00,16,14.10,13.00,4.64,3.11,-1.08,0.64,0.0,0
1245824,14.70,0.11,829,0.00,0.00,16,14.10,13.50,4.64,3.08,-1.08,0.64,0.0,0
1246023,14.70,0.11,813,0.00,0.00,16,14.10,15.50,4.64,3.11,-1.08,0.64,0.0,0
1246223,14.70,0.11,819,0.00,0.00,16,14.10,13.50,4.64,3.11,-1.08,0.64,0.0,0
1246421,14.70,0.11,829,0.00,0.00,16,14.10,13.50,4.64,3.08,-1.08,0.64,0.0,0
1246620,14.47,0.11,821,0.00,0.00,16,14.10,14.00,4.64,3.11,-1.08,0.64,0.0,0
1246818,14.59,0.11,819,0.00,0.00,16,14.10,14.00,4.64,3.11,-1.08,0.64,0.0,0
1247021,14.59,0.11,826,0.00,0.00,16,14.10,13.00,4.64,3.08,-1.08,0.64,0.0,0
1247218,14.70,0.11,825,0.00,0.00,16,14.10,14.50,4.64,3.13,-1.08,0.64,0.0,0
1247419,14.59,0.11,824,0.00,0.00,16,14.10,14.00,4.64,3.11,-1.08,0.64,0.0,0
1247613,14.59,0.11,826,0.00,0.00,16,14.10,13.00,4.64,3.11,-1.08,0.64,0.0,0
1247812,14.47,0.11,839,0.00,0.00,16,14.10,13.00,4.64,3.06,-1.08,0.64,0.0,0
1248015,14.59,0.11,822,0.00,0.00,16,14.10,14.00,4.64,3.11,-1.08,0.64,0.0,0
1248215,14.59,0.11,818,0.00,0.00,16,14.10,13.00,4.64,3.11,-1.08,0.64,0.0,0
1248412,14.59,0.11,832,0.00,0.00,16,14.10,13.00,4.64,3.11,-1.08,0.64,0.0,0
1248610,14.59,0.11,820,0.00,0.00,16,14.10,14.00,4.64,3.11,-1.08,0.64,0.0,0
1248814,14.47,0.11,816,0.00,0.00,16,14.10,14.50,4.64,3.08,-1.08,0.64,0.0,0
1249011,14.47,0.11,824,0.00,0.00,16,14.10,14.00,4.64,3.08,-1.08,0.64,0.0,0
1249212,14.70,0.11,812,0.00,0.00,16,14.10,15.00,4.64,3.11,-1.08,0.64,0.0,0
1249413,14.70,0.11,818,0.00,0.00,16,14.10,14.00,4.64,3.08,-1.08,0.64,0.0,0
1249610,14.70,0.11,834,0.00,0.00,16,14.10,12.50,4.64,3.08,-1.08,0.64,0.0,0
1249813,14.70,0.11,829,0.00,0.00,16,14.10,13.00,4.64,3.06,-1.08,0.64,0.0,0
1250011,14.70,0.11,818,0.00,0.00,16,14.10,14.50,4.64,3.08,-1.08,0.64,0.0,0
1250211,14.70,0.12,813,0.00,0.00,16,14.10,14.50,4.64,3.08,-1.08,0.64,0.0,0
1250413,14.81,0.11,834,0.00,0.00,16,14.10,12.50,4.64,3.06,-1.08,0.64,0.0,0
1250606,14.81,0.11,831,0.00,0.00,16,14.10,13.00,4.64,3.08,-1.08,0.64,0.0,0
1250809,14.81,0.11,829,0.00,0.00,16,14.10,13.50,4.64,3.06,-1.08,0.64,0.0,0
1251009,14.81,0.11,822,0.00,0.00,16,14.10,14.00,4.64,3.11,-1.08,0.64,0.0,0
1251209,14.81,0.11,821,0.00,0.00,16,14.10,14.00,4.64,3.11,-1.08,0.64,0.0,0
1251412,14.81,0.11,827,0.00,0.00,16,14.10,13.50,4.64,3.08,-1.08,0.64,0.0,0
1251607,14.81,0.11,836,0.00,0.00,16,14.10,13.00,4.64,3.06,-1.08,0.64,0.0,0
1251806,14.70,0.11,831,0.00,0.00,16,14.10,14.00,4.64,3.06,-1.08,0.64,0.0,0
1252006,14.47,0.11,830,0.00,0.00,16,14.10,13.50,4.64,3.06,-1.08,0.64,0.0,0
1252202,14.47,0.11,813,0.00,0.00,16,14.10,15.00,4.64,3.03,-1.08,0.64,0.0,0
1252400,14.47,0.11,818,0.00,0.00,16,14.10,14.00,4.64,3.06,-1.08,0.64,0.0,0
1252598,14.59,0.11,814,0.00,0.00,16,14.10,14.00,4.64,3.02,-1.08,0.64,0.0,0
1252785,14.70,0.11,820,0.00,0.00,16,14.10,14.00,4.64,3.02,-1.08,0.64,0.0,0
1252988,14.70,0.11,820,0.00,0.00,16,14.10,14.00,4.64,3.02,-1.08,0.64,0.0,0
1253191,14.59,0.11,818,0.00,0.00,16,14.10,14.00,4.64,3.06,-1.08,0.64,0.0,0
1253394,14.59,0.11,814,0.00,0.00,16,14.10,14.50,4.64,3.02,-1.08,0.64,0.0,0
1253593,14.70,0.11,813,0.00,0.00,16,14.10,14.50,4.64,3.02,-1.08,0.64,0.0,0
1253795,14.70,0.11,812,0.00,0.00,16,14.10,14.00,4.64,3.02,-1.08,0.64,0.0,0
1253997,14.70,0.11,810,0.00,0.00,16,14.10,14.50,4.64,2.97,-1.08,0.64,0.0,0
1254193,14.59,0.11,817,0.00,0.00,16,14.10,13.50,4.64,2.97,-1.08,0.64,0.0,0
1254394,14.59,0.11,800,0.00,0.00,16,14.10,15.50,4.64,2.97,-1.08,0.64,0.0,0
1254590,14.47,0.11,789,0.00,0.00,16,14.10,16.50,4.64,2.97,-1.08,0.64,0.0,0
1254794,14.59,0.11,809,0.00,0.00,16,14.10,14.00,4.64,2.97,-1.08,0.64,0.0,0
1254996,14.59,0.11,804,0.00,0.00,16,14.10,14.00,4.64,2.97,-1.08,0.64,0.0,0
1255197,14.47,0.11,801,0.00,0.00,16,14.10,14.50,4.64,2.97,-1.08,0.64,0.0,0
1255397,14.36,0.11,790,0.00,0.00,16,14.10,15.50,4.64,3.00,-1.08,0.64,0.0,0
1255594,14.59,0.11,794,0.00,0.00,16,14.10,14.50,4.64,2.97,-1.08,0.64,0.0,0
1255790,14.59,0.11,799,0.00,0.00,16,14.10,14.00,4.79,3.00,-1.08,0.64,0.0,0
1255995,14.36,0.11,793,0.00,0.00,16,14.10,14.50,4.79,3.02,-1.08,0.64,0.0,0
1256191,14.36,0.11,808,0.00,0.00,16,14.10,14.00,4.79,3.03,-1.08,0.64,0.0,0
1256394,14.59,0.12,803,0.00,0.00,16,14.10,14.00,4.79,3.03,-1.08,0.64,0.0,0
1256591,14.70,0.11,798,0.00,0.00,16,14.10,13.00,4.79,3.02,-1.08,0.64,0.0,0
1256791,14.70,0.11,810,0.00,0.00,16,14.10,13.00,4.79,3.02,-1.08,0.64,0.0,0
1256992,14.81,0.11,802,0.00,0.00,16,14.10,14.00,4.79,3.03,-1.08,0.64,0.0,0
1257189,14.70,0.11,808,0.00,0.00,16,14.10,13.00,4.79,3.03,-1.08,0.64,0.0,0
1257393,14.81,0.11,814,0.00,0.00,16,14.10,12.50,4.64,3.02,-1.08,0.64,0.0,0
1257587,14.81,0.11,803,0.00,0.00,16,14.10,14.00,4.64,3.02,-1.08,0.64,0.0,0
1257790,14.70,0.11,806,0.00,0.00,16,14.10,13.50,4.64,3.02,-1.08,0.64,0.0,0
1257989,14.70,0.11,808,0.00,0.00,16,14.10,13.50,4.64,3.02,-1.08,0.64,0.0,0
1258188,14.70,0.11,800,0.00,0.00,16,14.10,14.00,4.79,3.03,-1.08,0.64,0.0,0
1258384,14.70,0.11,805,0.00,0.00,16,14.10,13.50,4.64,3.03,-1.08,0.64,0.0,0
1258594,14.70,0.11,803,0.00,0.00,16,14.10,14.00,4.64,3.02,-1.08,0.64,0.0,0
1258784,14.47,0.11,802,0.00,0.00,16,14.10,14.00,4.79,3.02,-1.08,0.64,0.0,0
1258987,14.47,0.11,809,0.00,0.00,16,14.10,13.00,4.64,3.02,-1.08,0.64,0.0,0
1259184,14.59,0.11,797,0.00,0.00,16,14.10,14.00,4.64,3.02,-1.08,0.64,0.0,0
1259384,14.70,0.11,800,0.00,0.00,16,14.10,14.00,4.64,3.02,-1.08,0.64,0.0,0
1259588,14.70,0.11,808,0.00,0.00,16,14.10,13.00,4.64,2.97,-1.08,0.64,0.0,0
1259781,14.70,0.11,794,0.00,0.00,16,14.10,14.50,4.64,2.97,-1.08,0.64,0.0,0
1259983,14.59,0.11,801,0.00,0.00,16,14.10,13.50,4.64,3.00,-1.08,0.64,0.0,0
1260183,14.59,0.11,794,0.00,0.00,16,14.10,14.00,4.64,2.97,-1.08,0.64,0.0,0
1260384,14.70,0.11,790,0.00,0.00,16,14.10,13.50,4.64,3.02,-1.08,0.64,0.0,0
1260586,14.81,0.11,802,0.00,0.00,16,14.10,13.50,4.79,3.00,-1.08,0.64,0.0,0
1260781,14.70,0.11,799,0.00,0.00,16,14.10,13.50,4.64,3.00,-1.08,0.64,0.0,0
1260979,14.70,0.11,809,0.00,0.00,16,14.10,13.50,4.64,3.00,-1.08,0.64,0.0,0
1261180,14.70,0.11,809,0.00,0.00,16,14.10,13.00,4.79,2.97,-1.08,0.64,0.0,0
1261376,14.59,0.11,798,0.00,0.00,16,14.10,14.00,4.64,2.95,-1.08,0.64,0.0,0
1261575,14.47,0.11,792,0.00,0.00,16,14.10,15.00,4.64,2.94,-1.08,0.64,0.0,0
1261779,14.59,0.11,781,0.00,0.00,16,14.10,15.50,4.79,2.95,-1.08,0.64,0.0,0
1261976,14.70,0.11,803,0.00,0.00,16,14.10,13.00,4.79,2.94,-1.08,0.64,0.0,0
1262174,14.70,0.11,789,0.00,0.00,16,14.10,14.50,4.64,2.97,-1.08,0.64,0.0,0
1262374,14.81,0.11,796,0.00,0.00,16,14.10,13.50,4.64,2.97,-1.08,0.64,0.0,0
1262571,14.59,0.11,794,0.00,0.00,16,14.10,14.00,4.64,2.97,-1.08,0.64,0.0,0
1262773,14.59,0.11,793,0.00,0.00,16,14.10,14.00,4.79,3.00,-1.08,0.64,0.0,0
1262969,14.70,0.11,794,0.00,0.00,16,14.10,13.50,4.79,2.97,-1.08,0.64,0.0,0
1263174,14.70,0.11,789,0.00,0.00,16,14.10,14.00,4.79,2.95,-1.08,0.64,0.0,0
1263372,14.59,0.11,794,0.00,0.00,16,14.10,13.50,4.64,2.95,-1.08,0.64,0.0,0
1263576,14.70,0.11,790,0.00,0.00,16,14.10,14.00,4.64,2.94,-1.08,0.64,0.0,0
1263773,14.70,0.11,774,0.00,0.00,16,14.10,15.50,4.79,2.94,-1.08,0.64,0.0,0
1263972,14.70,0.11,792,0.00,0.00,16,14.10,13.50,4.79,2.94,-1.08,0.64,0.0,0
1264172,14.70,0.11,780,0.00,0.00,16,14.10,14.50,4.64,2.94,-1.08,0.64,0.0,0
1264373,14.59,0.11,774,0.00,0.00,16,14.10,15.00,4.79,2.95,-1.08,0.64,0.0,0
1264570,14.59,0.11,774,0.00,0.00,16,14.10,15.00,4.79,2.94,-1.08,0.64,0.0,0
1264769,14.59,0.11,786,0.00,0.00,16,14.10,13.50,4.79,2.95,-1.08,0.64,0.0,0
1264971,14.59,0.11,774,0.00,0.00,16,14.10,14.50,4.79,2.95,-1.08,0.64,0.0,0
1265169,14.47,0.11,775,0.00,0.00,16,14.10,13.50,4.79,2.97,-1.08,0.64,0.0,0
1265369,14.70,0.11,782,0.00,0.00,16,14.10,14.00,4.79,2.95,-1.08,0.64,0.0,0
1265571,14.70,0.11,778,0.00,0.00,16,14.10,13.50,4.79,2.95,-1.08,0.64,0.0,0
1265770,14.70,0.12,778,0.00,0.00,16,14.10,13.00,4.79,2.95,-1.08,0.64,0.0,0
1265968,14.59,0.11,778,0.00,0.00,16,14.10,13.50,4.79,2.95,-1.08,0.64,0.0,0
1266168,14.70,0.11,787,0.00,0.00,16,14.10,13.00,4.79,2.95,-1.08,0.64,0.0,0
1266366,14.81,0.11,787,0.00,0.00,16,14.10,13.00,4.79,2.97,-1.08,0.64,0.0,0
1266563,14.81,0.11,796,0.00,0.00,16,14.10,12.50,4.79,2.95,-1.08,0.64,0.0,0
1266762,14.81,0.11,789,0.00,0.00,16,14.10,13.00,4.64,2.97,-1.08,0.64,0.0,0
1266969,14.81,0.11,785,0.00,0.00,16,14.10,14.00,4.79,2.95,-1.08,0.64,0.0,0
1267166,14.81,0.11,788,0.00,0.00,16,14.10,13.50,4.79,2.97,-1.08,0.64,0.0,0
1267361,14.81,0.11,794,0.00,0.00,16,14.10,13.00,4.64,2.94,-1.08,0.64,0.0,0
1267562,14.81,0.11,781,0.00,0.00,16,14.10,14.00,4.79,2.95,-1.08,0.64,0.0,0
1267762,14.59,0.11,787,0.00,0.00,16,14.10,14.00,4.79,2.95,-1.08,0.64,0.0,0
1267957,14.59,0.12,787,0.00,0.00,16,14.10,14.00,4.64,2.97,-1.08,0.94,1.2,0
1268160,14.47,0.37,822,0.00,0.00,16,15.86,14.00,9.14,7.50,-1.08,0.64,0.0,0
1268363,13.67,0.19,1241,0.00,0.00,16,16.56,8.00,5.95,3.13,-1.39,0.64,0.0,0
1268551,11.83,0.10,1336,0.00,0.00,16,14.10,6.00,4.50,2.83,-1.39,0.64,0.0,0
1268762,11.37,0.09,1134,0.00,0.00,16,14.10,6.00,3.92,3.27,-1.08,0.64,0.0,0
1268963,11.71,0.11,959,0.00,0.00,16,14.10,21.00,4.21,3.65,-1.08,0.64,0.0,0
1269160,12.40,0.13,947,0.00,0.00,16,14.10,14.00,4.35,3.45,-1.08,0.82,1.2,0
1269364,13.55,0.45,854,0.00,0.00,16,14.10,14.00,12.77,23.27,0.46,0.78,-2.4,0
1269563,15.85,0.21,1641,0.00,0.00,16,24.30,23.50,6.09,3.88,-1.39,0.64,0.0,0
1269763,12.63,0.08,1885,0.00,0.00,16,14.10,14.00,3.63,3.03,-1.39,0.64,0.0,0
1269957,12.52,0.09,1663,0.00,0.00,16,14.10,14.00,3.34,4.88,-1.39,0.64,0.0,0
1270160,14.13,0.10,1494,0.00,0.00,16,14.10,14.00,3.34,4.73,-1.39,0.64,0.0,0
1270360,14.93,0.27,1366,0.00,0.00,16,29.57,29.00,10.45,30.44,1.08,1.42,2.9,0
1270556,13.90,0.28,2227,0.00,0.00,16,40.47,41.50,7.84,5.68,1.39,0.64,0.0,0
1270756,12.52,0.10,2287,0.00,0.00,16,1.45,2.00,4.35,6.59,-2.63,0.64,0.0,0
1270957,13.44,0.07,1982,0.00,0.00,16,14.10,14.00,3.77,4.75,-2.01,0.64,0.0,0
1271156,18.38,0.09,1727,0.00,0.00,16,14.10,14.00,3.34,5.74,-1.39,0.64,0.0,0
1271354,23.66,0.12,1588,0.00,0.00,16,14.10,14.00,3.05,6.07,-1.39,0.64,0.0,0
1271556,23.08,0.13,1348,0.00,0.00,16,14.10,22.00,3.34,5.85,-1.39,0.64,0.0,0
1271755,18.60,0.15,1176,0.00,0.00,16,14.10,22.00,3.63,5.85,-1.39,0.64,0.0,0
1271954,13.78,0.16,1048,0.00,0.00,16,14.10,22.00,3.92,5.43,-1.08,0.64,0.0,0
1272155,12.40,0.14,1039,0.00,0.00,16,14.10,22.00,4.21,4.86,-1.08,1.04,1.8,0
1272354,11.25,0.49,1224,0.00,0.00,16,16.56,14.00,14.07,24.51,2.32,1.06,-4.1,0
1272553,15.16,0.17,2212,0.00,0.00,16,29.22,33.00,6.53,4.10,-2.63,0.64,0.0,0
1272751,12.29,0.09,2210,0.00,0.00,16,13.40,10.00,3.77,6.07,-2.32,0.64,0.0,0
1272947,12.75,0.10,2005,0.00,0.00,16,14.10,14.00,3.05,6.44,-1.39,0.64,0.0,0
1273150,12.98,0.30,1741,0.00,0.00,16,33.09,27.50,6.53,19.18,-0.77,1.54,2.9,0
1273349,15.39,0.26,2518,0.00,0.00,16,38.71,41.00,7.69,8.19,-3.56,0.64,0.0,0
1273547,11.14,0.11,2479,0.00,0.00,16,-10.16,-9.00,4.50,7.94,-3.56,0.64,0.0,0
1273749,14.36,0.09,2188,0.00,0.00,16,14.10,14.00,3.92,6.77,-2.01,0.64,0.0,0
1273949,23.43,0.28,1883,0.00,0.00,16,34.84,36.00,11.32,11.08,-1.39,1.44,3.5,0
1274146,23.43,0.27,2365,0.00,0.00,16,41.52,34.50,6.24,14.55,-3.25,0.64,0.0,0
1274344,11.14,0.11,2526,0.00,0.00,16,-9.80,-10.50,4.35,7.86,-3.56,0.64,0.0,0
1274544,14.13,0.10,2210,0.00,0.00,16,14.10,14.00,3.92,6.59,-2.01,0.64,0.0,0
1274745,23.43,0.10,1931,0.00,0.00,16,14.10,14.00,3.63,6.51,-1.39,0.64,0.0,0
1274946,23.77,0.11,1765,0.00,0.00,16,14.10,14.00,3.05,6.84,-1.39,0.64,0.0,0
1275145,23.54,0.14,1472,0.00,0.00,16,14.10,14.00,3.05,6.73,-1.39,0.64,0.0,0
1275350,23.08,0.32,1248,0.00,0.00,16,27.81,27.00,8.85,24.05,1.08,1.72,5.9,0
1275549,14.93,0.27,2172,0.00,0.00,16,36.60,35.50,7.40,5.27,-0.46,0.64,0.0,0
1275750,12.40,0.10,2274,0.00,0.00,16,3.55,3.50,4.21,6.44,-2.63,0.64,0.0,0
1275948,12.17,0.10,2086,0.00,0.00,16,14.10,14.00,3.19,7.33,-2.32,0.64,0.0,0
1276148,12.52,0.14,1822,0.00,0.00,16,14.10,14.00,3.19,7.18,-1.39,0.98,2.4,0
1276349,12.86,0.38,2081,0.00,0.00,16,35.20,34.50,11.32,31.29,-2.32,0.64,-5.3,0
1276548,11.94,0.12,2470,0.00,0.00,16,-5.94,-4.50,4.79,7.29,-3.25,0.64,0.0,0
1276747,13.09,0.08,2158,0.00,0.00,16,14.10,14.00,4.06,6.04,-2.01,0.64,0.0,0
1276949,20.10,0.09,1872,0.00,0.00,16,14.10,14.00,3.63,5.74,-1.39,0.64,0.0,0
1277149,23.31,0.11,1716,0.00,0.00,16,14.10,14.00,3.05,6.29,-1.39,0.64,0.0,0
1277345,23.66,0.13,1518,0.00,0.00,16,14.10,14.00,2.90,6.48,-1.39,0.64,0.0,0
1277547,23.08,0.16,1254,0.00,0.00,16,14.10,22.00,3.48,6.40,-1.39,0.64,0.0,0
1277745,19.41,0.17,1073,0.00,0.00,16,14.10,22.00,4.06,5.98,-1.08,0.64,0.0,0
1277945,15.04,0.36,991,0.00,0.00,16,21.13,17.00,13.20,14.31,2.32,1.52,3.5,0
1278146,11.94,0.28,1782,0.00,0.00,16,35.90,34.00,7.25,7.60,-1.39,0.64,0.0,0
1278348,13.21,0.09,2243,0.00,0.00,16,11.29,10.50,4.06,5.07,-2.32,0.70,0.0,0
1278545,12.63,0.42,2102,0.00,0.00,16,35.20,35.50,10.16,23.19,7.58,0.64,-5.3,0
1278746,13.09,0.13,2705,0.00,0.00,16,-2.07,-6.00,4.79,8.27,-3.87,0.64,0.0,0
1278944,12.17,0.10,2286,0.00,0.00,16,7.07,14.00,4.21,7.94,-3.25,0.90,0.0,0
1279140,18.38,0.41,2457,0.00,0.00,16,36.60,38.00,10.01,22.25,1.39,0.64,-6.5,0
1279345,12.86,0.13,2637,0.00,0.00,16,-4.88,-7.00,4.64,8.44,-4.18,0.64,0.0,0
1279544,12.29,0.11,2328,0.00,0.00,16,7.07,7.00,4.06,8.44,-2.94,0.64,0.0,0
1279743,22.85,0.09,2026,0.00,0.00,16,14.10,14.00,3.77,6.04,-2.01,0.64,0.0,0
1279941,23.43,0.11,1800,0.00,0.00,16,14.10,14.00,3.48,6.62,-1.39,0.98,0.6,0
1280144,23.43,0.31,2109,0.00,0.00,16,40.82,38.00,8.42,11.10,-2.32,0.64,0.0,0
1280341,11.37,0.11,2169,0.00,0.00,16,14.80,14.50,4.35,5.01,-2.32,0.64,0.0,0
1280544,11.25,0.10,1891,0.00,0.00,16,14.10,14.00,3.63,5.81,-1.39,0.64,0.0,0
1280742,12.75,0.11,1720,0.00,0.00,16,14.10,14.00,2.90,6.77,-1.39,0.64,0.0,0
1280942,15.62,0.14,1480,0.00,0.00,16,14.10,14.00,3.05,6.92,-1.39,0.64,0.0,0
1281143,15.39,0.17,1178,0.00,0.00,16,14.10,22.00,3.63,6.70,-1.39,0.64,0.0,0
1281339,15.16,0.17,974,0.00,0.00,16,14.10,22.00,4.21,5.85,-1.08,0.64,0.0,0
1281538,13.78,0.13,923,0.00,0.00,16,14.10,22.00,4.64,4.24,-1.08,0.64,0.0,0
1281737,12.29,0.12,981,0.00,0.00,16,14.10,19.00,4.79,3.67,-1.08,0.64,0.0,0
1281939,11.14,0.11,1012,0.00,0.00,16,14.10,14.50,4.35,3.43,-1.08,0.64,0.0,0
1282139,11.02,0.10,1006,0.00,0.00,16,14.10,17.00,4.21,3.43,-1.08,0.64,0.0,0
1282338,11.25,0.11,980,0.00,0.00,16,14.10,19.00,4.21,3.43,-1.08,0.64,0.0,0
1282541,11.83,0.11,959,0.00,0.00,16,14.10,19.00,4.35,3.38,-1.08,0.64,0.0,0
1282740,12.75,0.11,946,0.00,0.00,16,14.10,19.00,4.35,3.34,-1.08,0.64,0.0,0
1282943,13.44,0.11,928,0.00,0.00,16,14.10,19.50,4.35,3.27,-1.08,0.64,0.0,0
1283143,13.67,0.11,918,0.00,0.00,16,14.10,19.50,4.35,3.22,-1.08,0.64,0.0,0
1283342,13.67,0.10,908,0.00,0.00,16,14.10,19.00,4.35,3.13,-1.08,0.64,0.0,0
1283545,13.67,0.10,900,0.00,0.00,16,14.10,19.00,4.21,3.11,-1.08,0.64,0.0,0
1283743,13.78,0.10,883,0.00,0.00,16,14.10,19.50,4.21,3.06,-1.08,0.64,0.0,0
1283943,13.78,0.11,858,0.00,0.00,16,14.10,21.00,4.35,3.08,-1.08,0.64,0.0,0
1284142,13.78,0.11,859,0.00,0.00,16,14.10,20.00,4.35,3.06,-1.08,0.64,0.0,0
1284343,14.01,0.11,859,0.00,0.00,16,14.10,19.00,4.35,3.02,-1.08,0.64,0.0,0
1284543,14.01,0.11,852,0.00,0.00,16,14.10,19.00,4.35,2.99,-1.08,0.64,0.0,0
1284739,14.01,0.11,850,0.00,0.00,16,14.10,17.50,4.35,3.02,-1.08,0.64,0.0,0
1284941,14.01,0.11,834,0.00,0.00,16,14.10,19.00,4.35,2.97,-1.08,0.64,0.0,0
1285139,13.90,0.11,838,0.00,0.00,16,14.10,17.50,4.50,2.97,-1.08,0.64,0.0,0
1285343,14.01,0.11,838,0.00,0.00,16,14.10,17.00,4.50,2.97,-1.08,0.64,0.0,0
1285544,14.13,0.11,820,0.00,0.00,16,14.10,17.50,4.50,3.00,-1.08,0.64,0.0,0
1285739,14.13,0.11,813,0.00,0.00,16,14.10,18.00,4.50,2.97,-1.08,0.64,0.0,0
1285942,14.36,0.11,814,0.00,0.00,16,14.10,16.50,4.50,2.95,-1.08,0.64,0.0,0
1286142,14.36,0.11,816,0.00,0.00,16,14.10,16.50,4.50,2.94,-1.08,0.64,0.0,0
1286345,14.24,0.11,803,0.00,0.00,16,14.10,17.00,4.50,2.97,-1.08,0.64,0.0,0
1286541,14.36,0.11,802,0.00,0.00,16,14.10,16.50,4.64,2.95,-1.08,0.64,0.0,0
1286743,14.47,0.11,798,0.00,0.00,16,14.10,16.50,4.64,2.94,-1.08,0.64,0.0,0
1286944,14.47,0.11,797,0.00,0.00,16,14.10,16.50,4.64,2.94,-1.08,0.64,0.0,0
1287140,14.59,0.11,793,0.00,0.00,16,14.10,16.50,4.64,2.95,-1.08,0.64,0.0,0
1287342,14.70,0.11,789,0.00,0.00,16,14.10,16.50,4.64,2.97,-1.08,0.64,0.0,0
1287547,14.70,0.11,803,0.00,0.00,16,14.10,14.50,4.64,2.95,-1.08,0.64,0.0,0
1287741,14.81,0.11,804,0.00,0.00,16,14.10,14.00,4.64,2.95,-1.08,0.64,0.0,0
1287940,14.81,0.11,807,0.00,0.00,16,14.10,14.00,4.64,2.97,-1.08,0.64,0.0,0
1288142,14.70,0.11,803,0.00,0.00,16,14.10,14.00,4.64,2.97,-1.08,0.64,0.0,0
1288337,14.70,0.11,781,0.00,0.00,16,14.10,16.00,4.64,2.95,-1.08,0.64,0.0,0
1288541,14.81,0.11,794,0.00,0.00,16,14.10,14.00,4.79,2.97,-1.08,0.64,0.0,0
1288737,14.81,0.11,791,0.00,0.00,16,14.10,14.50,4.79,2.95,-1.08,0.64,0.0,0
1288936,14.81,0.11,782,0.00,0.00,16,14.10,15.50,4.79,3.00,-1.08,0.64,0.0,0
1289140,14.81,0.12,786,0.00,0.00,16,14.10,14.50,4.79,3.02,-1.08,0.64,0.0,0
1289340,14.81,0.12,788,0.00,0.00,16,14.10,14.00,4.79,3.03,-1.08,0.64,0.0,0
1289540,14.81,0.11,803,0.00,0.00,16,14.10,13.00,4.79,3.02,-1.08,0.64,0.0,0
1289740,14.93,0.11,798,0.00,0.00,16,14.10,13.50,4.79,2.97,-1.08,0.64,0.0,0
1289941,14.81,0.11,790,0.00,0.00,16,14.10,13.00,4.79,3.02,-1.08,0.64,0.0,0
1290138,14.93,0.11,806,0.00,0.00,16,14.10,13.00,4.79,3.02,-1.08,0.64,0.0,0
1290336,14.93,0.11,802,0.00,0.00,16,14.10,13.50,4.79,3.02,-1.08,0.64,0.0,0
