Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),CL/OL Fueling* (status),Primary Open Loop Map Enrichment* (estimated AFR),Tip-in Enrichment (Last Calculated)* (raw enrichment value),Tip-in Throttle* (%)
631963,23.54,0.20,1864,0.00,0.00,16,21.84,17.50,4.64,11.35,-1.39,0.84,10,14.70,416,0.6
632182,15.73,0.24,2266,0.00,0.00,16,42.58,40.00,7.11,17.27,-2.01,0.92,10,14.56,416,0.0
632416,14.24,0.32,2221,0.00,0.00,16,41.88,41.50,8.56,21.71,-2.01,1.06,10,14.63,416,1.2
632635,13.32,0.45,2269,0.00,0.00,16,34.49,35.00,12.33,33.71,4.18,1.22,8,14.70,416,0.0
632853,14.59,0.46,2360,0.00,0.00,16,33.09,34.00,13.06,35.69,4.80,1.24,8,14.70,416,0.0
633088,14.59,0.46,2472,0.00,0.00,16,34.14,33.50,13.35,37.29,4.80,1.16,8,14.70,416,-1.8
633306,13.09,0.30,2534,0.00,0.00,16,44.69,44.00,9.43,21.62,-3.25,0.88,10,14.55,416,0.0
633541,13.67,0.22,2582,0.00,0.00,16,43.98,44.00,7.84,18.95,-3.56,0.78,10,14.47,416,-0.6
633760,12.52,0.14,2539,0.00,0.00,16,7.42,8.00,5.22,10.89,-3.56,0.74,10,14.47,416,0.0
633994,13.32,0.15,2585,0.00,0.00,16,12.34,10.50,4.79,12.75,-3.56,0.74,10,14.47,416,0.0
634213,12.29,0.15,2526,0.00,0.00,16,10.23,13.00,4.64,12.26,-3.25,0.70,10,14.47,416,0.0
634431,11.94,0.13,2516,0.00,0.00,16,1.80,-1.00,4.21,10.64,-3.25,0.70,10,14.47,416,0.0
634666,12.75,0.13,2478,0.00,0.00,16,0.39,2.00,4.06,11.09,-3.25,0.68,10,14.47,416,0.0
634884,14.13,0.13,2448,0.00,0.00,16,-7.34,-6.50,4.21,10.23,-3.25,0.66,10,14.47,416,0.0
635119,22.16,0.11,2417,0.00,0.00,16,-10.16,-10.50,4.21,8.56,-2.94,0.64,10,14.47,416,0.0
635338,23.77,0.11,2378,0.00,0.00,16,-2.77,-5.00,4.06,9.04,-2.94,0.66,10,14.49,416,0.0
635572,23.77,0.13,2347,0.00,0.00,16,4.26,5.00,4.50,10.69,-2.63,0.72,10,14.50,416,0.0
635791,19.75,0.11,2290,0.00,0.00,16,2.50,1.50,3.92,7.54,-2.63,0.64,10,14.54,416,0.0
636025,14.36,0.10,2244,0.00,0.00,16,15.51,15.50,3.63,8.06,-2.32,0.64,10,14.56,416,0.0
636244,18.03,0.10,2216,0.00,0.00,16,15.16,15.00,3.77,7.37,-2.32,0.64,10,14.58,416,0.0
636478,23.66,0.09,2172,0.00,0.00,16,15.16,15.00,3.63,6.99,-2.32,0.64,10,14.60,416,0.0
636697,24.00,0.09,2134,0.00,0.00,16,14.80,14.50,3.63,6.26,-2.01,0.64,10,14.62,416,0.0
636916,23.66,0.09,2101,0.00,0.00,16,14.45,14.00,3.48,6.04,-2.01,0.64,10,14.64,416,0.0
637150,23.54,0.08,2055,0.00,0.00,16,14.45,14.00,3.48,5.74,-1.70,0.64,10,14.66,416,0.0
637369,23.66,0.08,2019,0.00,0.00,16,14.10,14.00,3.34,5.23,-1.70,0.64,10,14.70,416,0.0
637603,23.66,0.08,1976,0.00,0.00,16,14.10,14.00,3.48,5.10,-1.39,0.64,10,14.70,416,0.0
637822,24.00,0.06,1927,0.00,0.00,16,14.10,14.00,3.48,3.99,-1.39,0.64,10,14.70,416,0.0
638056,23.77,0.08,1885,0.00,0.00,16,14.10,14.00,3.34,4.82,-1.39,0.64,10,14.70,416,0.0
638275,24.00,0.08,1842,0.00,0.00,16,14.10,14.00,3.34,4.91,-1.39,0.64,10,14.70,416,0.0
638509,23.77,0.08,1780,0.00,0.00,16,14.10,14.00,3.34,4.79,-1.39,0.64,10,14.70,416,0.0
638728,23.77,0.09,1728,0.00,0.00,16,14.10,14.00,3.19,5.23,-1.39,0.64,10,14.70,416,0.0
638947,23.77,0.10,1660,0.00,0.00,16,14.10,14.00,3.19,5.36,-1.39,0.64,10,14.70,416,0.0
639181,23.66,0.11,1368,0.00,0.00,16,14.10,14.00,3.34,5.43,-1.39,0.64,10,14.70,416,0.0
639400,23.66,0.12,1254,0.00,0.00,16,14.10,22.00,3.63,5.17,-1.39,0.64,8,14.70,416,0.0
639634,23.77,0.12,1157,0.00,0.00,16,14.10,22.00,3.48,4.82,-1.39,0.64,8,14.70,416,0.0
639853,23.66,0.15,970,0.00,0.00,16,14.10,22.00,3.92,4.86,-1.08,0.64,8,14.70,416,0.0
640087,17.34,0.17,720,0.00,0.00,16,14.10,22.00,4.50,4.40,-1.08,0.64,8,14.70,416,0.0
640306,15.73,0.17,594,0.00,0.00,16,14.10,22.00,5.66,3.36,-1.08,0.64,8,14.70,416,0.0
640540,12.75,0.18,683,0.00,0.00,16,14.10,21.00,6.38,3.96,-1.08,0.64,8,14.70,416,0.0
640759,11.14,0.15,838,0.00,0.00,16,14.10,6.00,6.38,3.80,-1.08,0.64,8,14.70,416,0.0
640978,11.14,0.14,880,0.00,0.00,16,14.10,6.00,5.95,3.75,-1.08,0.64,8,14.70,416,0.0
641212,11.94,0.14,856,0.00,0.00,16,14.10,6.00,5.66,4.04,-1.08,0.64,8,14.70,416,0.0
641431,13.44,0.14,855,0.00,0.00,16,14.10,6.00,5.66,4.13,-1.08,0.64,8,14.70,416,0.0
641665,14.70,0.14,858,0.00,0.00,16,14.10,6.00,5.51,3.96,-1.08,0.64,8,14.70,416,0.0
641884,14.70,0.14,866,0.00,0.00,16,14.10,7.50,5.51,3.96,-1.08,0.64,8,14.70,416,0.0
642118,14.70,0.13,875,0.00,0.00,16,14.10,7.50,5.37,3.91,-1.08,0.64,8,14.70,416,0.0
642337,14.47,0.13,881,0.00,0.00,16,14.10,9.00,5.37,3.85,-1.08,0.64,8,14.70,416,0.0
642571,14.47,0.13,889,0.00,0.00,16,14.10,9.50,5.37,3.91,-1.08,0.64,8,14.70,416,0.0
642790,14.59,0.12,910,0.00,0.00,16,14.10,8.00,5.22,3.75,-1.08,0.64,8,14.70,416,0.0
643009,14.70,0.13,896,0.00,0.00,16,14.10,10.50,5.22,3.85,-1.08,0.64,8,14.70,416,0.0
643243,14.70,0.13,901,0.00,0.00,16,14.10,10.00,5.22,3.78,-1.08,0.64,8,14.70,416,0.0
643461,14.81,0.12,905,0.00,0.00,16,14.10,10.50,5.08,3.75,-1.08,0.64,8,14.70,416,0.0
643695,14.81,0.12,912,0.00,0.00,16,14.10,10.50,5.08,3.67,-1.08,0.64,8,14.70,416,0.0
643930,14.59,0.12,892,0.00,0.00,16,14.10,13.00,4.93,3.70,-1.08,0.64,8,14.70,416,0.0
644148,14.47,0.12,920,0.00,0.00,16,14.10,11.50,4.93,3.62,-1.08,0.64,8,14.70,416,0.0
644383,14.24,0.12,872,0.00,0.00,16,14.10,16.00,4.93,3.50,-1.08,0.64,8,14.70,416,0.0
644602,14.13,0.12,893,0.00,0.00,16,14.10,13.50,4.93,3.60,-1.08,0.64,8,14.70,416,0.0
644836,14.24,0.11,901,0.00,0.00,16,14.10,13.00,4.79,3.45,-1.08,0.64,8,14.70,416,0.0
645055,14.13,0.12,887,0.00,0.00,16,14.10,14.00,4.79,3.45,-1.08,0.64,8,14.70,416,0.0
645289,14.24,0.12,883,0.00,0.00,16,14.10,15.00,4.79,3.45,-1.08,0.64,8,14.70,416,0.0
645508,14.59,0.11,885,0.00,0.00,16,14.10,14.00,4.79,3.40,-1.08,0.64,8,14.70,416,0.0
645726,14.59,0.11,888,0.00,0.00,16,14.10,14.00,4.79,3.40,-1.08,0.64,8,14.70,416,0.0
645961,14.59,0.12,874,0.00,0.00,16,14.10,15.50,4.79,3.38,-1.08,0.64,8,14.70,416,0.0
646180,14.59,0.12,875,0.00,0.00,16,14.10,15.00,4.79,3.38,-1.08,0.64,8,14.70,416,0.0
646414,14.36,0.11,872,0.00,0.00,16,14.10,15.00,4.79,3.31,-1.08,0.64,8,14.70,416,0.0
646633,14.36,0.12,856,0.00,0.00,16,14.10,15.50,4.64,3.31,-1.08,0.64,8,14.70,416,0.0
646867,14.36,0.11,858,0.00,0.00,16,14.10,15.50,4.64,3.29,-1.08,0.64,8,14.70,416,0.0
647086,14.24,0.11,862,0.00,0.00,16,14.10,15.50,4.64,3.29,-1.08,0.64,8,14.70,416,0.0
647320,14.36,0.11,862,0.00,0.00,16,14.10,14.50,4.64,3.19,-1.08,0.64,8,14.70,416,0.0
647539,14.36,0.11,838,0.00,0.00,16,14.10,17.00,4.64,3.19,-1.08,0.64,8,14.70,416,0.0
647773,14.47,0.12,815,0.00,0.00,16,14.10,17.50,4.79,3.19,-1.08,0.64,8,14.70,416,0.0
647992,14.59,0.12,823,0.00,0.00,16,14.10,16.50,4.79,3.19,-1.08,0.64,8,14.70,416,0.0
648211,14.70,0.12,816,0.00,0.00,16,14.10,17.00,4.79,3.19,-1.08,0.64,8,14.70,416,0.0
648445,14.70,0.12,815,0.00,0.00,16,14.10,16.50,4.93,3.19,-1.08,0.64,8,14.70,416,0.0
648679,14.70,0.12,826,0.00,0.00,16,14.10,15.50,4.93,3.23,-1.08,0.64,8,14.70,416,0.0
648898,14.70,0.12,818,0.00,0.00,16,14.10,15.50,4.93,3.19,-1.08,0.64,8,14.70,416,0.0
649132,14.59,0.12,819,0.00,0.00,16,14.10,14.50,4.93,3.19,-1.08,0.64,8,14.70,416,0.0
649351,14.70,0.12,811,0.00,0.00,16,14.10,15.50,4.93,3.23,-1.08,0.64,8,14.70,416,0.0
649585,14.81,0.12,807,0.00,0.00,16,14.10,15.50,5.08,3.29,-1.08,0.64,8,14.70,416,0.0
649804,14.81,0.13,778,0.00,0.00,16,14.10,17.50,5.08,3.31,-1.08,0.64,8,14.70,416,0.0
650039,14.70,0.13,774,0.00,0.00,16,14.10,18.50,5.22,3.43,-1.08,0.64,8,14.70,416,0.0
650257,14.70,0.13,806,0.00,0.00,16,14.10,16.00,5.37,3.62,-1.08,0.64,8,14.70,416,0.0
650492,14.47,0.12,860,0.00,0.00,16,14.10,9.00,5.37,3.50,-1.08,0.64,8,14.70,416,0.0
650710,14.36,0.12,834,0.00,0.00,16,14.10,11.00,5.08,3.47,-1.08,0.64,8,14.70,416,0.0
650929,14.59,0.13,832,0.00,0.00,16,14.10,12.50,5.22,3.58,-1.08,0.64,8,14.70,416,0.0
651164,14.81,0.12,853,0.00,0.00,16,14.10,11.00,5.22,3.50,-1.08,0.64,8,14.70,416,0.0
651382,15.27,0.12,853,0.00,0.00,16,14.10,11.50,5.08,3.50,-1.08,0.64,8,14.70,416,0.0
651617,15.27,0.12,858,0.00,0.00,16,14.10,11.50,5.08,3.50,-1.08,0.64,8,14.70,416,0.0
651835,15.27,0.12,870,0.00,0.00,16,14.10,10.50,5.08,3.45,-1.08,0.64,8,14.70,416,0.0
652070,15.16,0.12,877,0.00,0.00,16,14.10,10.50,5.08,3.36,-1.08,0.64,8,14.70,416,0.0
652289,15.04,0.12,844,0.00,0.00,16,14.10,13.00,5.08,3.40,-1.08,0.64,8,14.70,416,0.0
652523,15.16,0.12,876,0.00,0.00,16,14.10,12.00,4.93,3.45,-1.08,0.64,8,14.70,416,0.0
652742,15.27,0.11,874,0.00,0.00,16,14.10,11.00,4.93,3.36,-1.08,0.64,8,14.70,416,0.0
652976,15.04,0.12,876,0.00,0.00,16,14.10,13.00,4.93,3.38,-1.08,0.64,8,14.70,416,0.0
653195,14.70,0.11,876,0.00,0.00,16,14.10,11.00,4.93,3.34,-1.08,0.64,8,14.70,416,0.0
653429,14.59,0.11,879,0.00,0.00,16,14.10,12.50,4.79,3.31,-1.08,0.64,8,14.70,416,0.0
653648,14.70,0.11,891,0.00,0.00,16,14.10,11.50,4.79,3.29,-1.08,0.64,8,14.70,416,0.0
653867,14.70,0.11,888,0.00,0.00,16,14.10,12.00,4.79,3.31,-1.08,0.66,8,14.70,416,0.0
654101,14.59,0.15,903,0.00,0.00,16,14.45,14.00,5.08,4.35,-1.08,0.70,8,14.70,416,0.6
654320,14.70,0.18,1004,0.00,0.00,16,16.56,15.50,6.09,6.04,-1.08,0.74,8,14.70,416,0.0
654554,12.98,0.20,1096,0.00,0.00,16,20.08,19.00,6.53,7.21,-1.08,0.76,8,14.70,416,0.6
654773,12.98,0.30,1097,0.00,0.00,16,27.11,28.00,8.13,10.99,-1.08,0.84,8,14.70,416,0.0
655007,14.01,0.31,1385,0.00,0.00,16,29.57,28.50,9.58,13.39,-1.39,0.90,8,14.70,416,0.0
655226,14.70,0.32,1542,0.00,0.00,16,32.03,31.00,9.87,16.22,-1.39,0.94,8,14.70,416,0.0
655460,16.08,0.32,1663,0.00,0.00,16,34.84,34.00,10.16,18.18,-1.08,0.98,8,14.70,416,0.0
655679,14.93,0.32,1789,0.00,0.00,16,36.60,36.00,10.01,19.04,-0.77,0.98,8,14.70,416,0.0
655913,14.93,0.32,1806,0.00,0.00,16,36.95,36.50,10.01,19.81,-0.77,0.98,8,14.70,416,0.0
656132,14.47,0.33,1817,0.00,0.00,16,37.30,37.00,10.16,20.06,-0.77,0.98,8,14.70,416,0.0
656366,14.59,0.34,1818,0.00,0.00,16,37.30,37.00,10.16,20.40,-0.77,0.98,8,14.70,416,0.0
656585,14.24,0.29,2016,0.00,0.00,16,39.41,37.00,9.43,16.00,-1.39,0.88,8,14.70,416,-0.6
656819,13.21,0.12,2444,0.00,0.00,16,-4.88,-2.50,4.93,7.22,-2.63,0.64,10,14.47,416,0.0
657038,12.52,0.12,2078,0.00,0.00,16,14.80,14.50,3.92,8.73,-2.32,0.64,10,14.63,416,0.0
657273,15.73,0.12,1776,0.00,0.00,16,14.10,14.00,3.77,7.33,-1.39,0.64,10,14.70,416,0.0
657491,20.10,0.26,1461,0.00,0.00,16,22.19,14.00,4.06,8.96,-1.08,0.98,10,14.70,400,1.2
657726,19.18,0.23,2023,0.00,0.00,16,31.68,36.00,5.95,5.33,-1.39,0.64,10,14.69,400,0.0
657944,11.37,0.09,1895,0.00,0.00,16,14.10,14.00,3.92,5.17,-1.70,0.64,10,14.70,400,0.0
658179,11.94,0.13,1604,0.00,0.00,16,14.10,14.00,3.48,6.95,-1.39,0.64,10,14.70,400,0.0
658397,13.21,0.15,1307,0.00,0.00,16,14.10,22.00,3.77,6.70,-1.39,0.64,8,14.70,400,0.0
658632,18.83,0.14,1198,0.00,0.00,16,14.10,22.00,4.06,5.87,-1.39,0.64,8,14.70,400,0.0
658851,22.85,0.15,1104,0.00,0.00,16,14.10,22.00,4.06,5.30,-1.08,0.64,8,14.70,400,0.0
659085,17.34,0.17,911,0.00,0.00,16,14.10,22.00,4.21,5.43,-1.08,0.64,8,14.70,400,0.0
659304,11.83,0.16,742,0.00,0.00,16,14.10,22.00,4.79,4.15,-1.08,0.64,8,14.70,400,0.0
659538,11.14,0.15,815,0.00,0.00,16,14.10,21.50,5.51,3.99,-1.08,0.64,8,14.70,400,0.0
659757,11.14,0.12,931,0.00,0.00,16,14.10,7.00,5.37,3.55,-1.08,0.64,8,14.70,400,0.0
659975,11.14,0.12,862,0.00,0.00,16,14.10,11.50,5.22,3.62,-1.08,0.64,8,14.70,400,0.0
660210,11.37,0.13,886,0.00,0.00,16,14.10,12.50,5.22,3.82,-1.08,0.64,8,14.70,400,0.0
660444,12.98,0.12,897,0.00,0.00,16,14.10,11.00,5.08,3.62,-1.08,0.64,8,14.70,400,0.0
660663,14.47,0.12,880,0.00,0.00,16,14.10,13.00,5.08,3.65,-1.08,0.64,8,14.70,400,0.0
660897,14.70,0.12,904,0.00,0.00,16,14.10,11.00,4.93,3.62,-1.08,0.64,8,14.70,400,0.0
661116,14.59,0.12,891,0.00,0.00,16,14.10,13.00,4.93,3.55,-1.08,0.64,8,14.70,400,0.0
661350,14.70,0.12,896,0.00,0.00,16,14.10,13.00,4.79,3.55,-1.08,0.64,8,14.70,400,0.0
661569,14.36,0.12,896,0.00,0.00,16,14.10,13.00,4.79,3.50,-1.08,0.64,8,14.70,400,0.0
661803,14.36,0.12,888,0.00,0.00,16,14.10,14.00,4.79,3.40,-1.08,0.64,8,14.70,400,0.0
662022,14.36,0.12,903,0.00,0.00,16,14.10,13.00,4.79,3.45,-1.08,0.64,8,14.70,400,0.0
662241,14.36,0.11,896,0.00,0.00,16,14.10,13.00,4.64,3.34,-1.08,0.64,8,14.70,400,0.0
662475,14.47,0.12,886,0.00,0.00,16,14.10,15.00,4.64,3.36,-1.08,0.64,8,14.70,400,0.0
662709,14.59,0.12,894,0.00,0.00,16,14.10,13.00,4.64,3.45,-1.08,0.64,8,14.70,400,0.0
662928,14.70,0.13,894,0.00,0.00,16,14.10,14.00,4.79,3.75,-1.08,0.66,8,14.70,400,0.0
663147,14.70,0.13,945,0.00,0.00,16,14.10,11.50,4.93,4.13,-1.08,0.68,8,14.70,400,0.0
663381,14.47,0.14,962,0.00,0.00,16,14.10,7.50,5.22,4.43,-1.08,0.68,8,14.70,400,0.0
663600,14.36,0.15,975,0.00,0.00,16,14.80,14.00,5.51,4.73,-1.08,0.70,8,14.70,400,0.0
663834,14.47,0.17,1008,0.00,0.00,16,16.91,16.50,5.80,5.62,-1.08,0.72,8,14.70,400,0.0
664053,14.59,0.20,1112,0.00,0.00,16,21.13,19.50,6.38,7.22,-1.08,0.78,8,14.70,400,0.0
664287,14.01,0.24,1264,0.00,0.00,16,26.41,24.50,7.55,9.99,-1.08,0.82,8,14.70,400,0.6
664506,14.13,0.23,1504,0.00,0.00,16,28.16,28.00,7.98,11.29,-1.39,0.84,8,14.70,400,0.0
664740,15.50,0.24,1634,0.00,0.00,16,30.27,29.50,7.98,13.32,-1.39,0.88,8,14.70,400,0.0
664959,15.73,0.25,1797,0.00,0.00,16,33.79,33.00,7.98,14.66,-1.39,0.90,8,14.70,400,0.0
665178,14.81,0.25,1842,0.00,0.00,16,35.55,34.50,7.98,15.77,-1.39,0.90,8,14.70,400,0.0
665412,14.59,0.26,1827,0.00,0.00,16,34.84,34.50,8.27,15.92,-1.39,0.90,8,14.70,400,0.0
665647,14.70,0.28,1756,0.00,0.00,16,33.79,34.00,8.42,16.36,-1.39,0.90,8,14.70,400,0.0
665865,14.59,0.28,1724,0.00,0.00,16,33.44,33.50,8.71,16.16,-1.39,0.92,8,14.70,400,0.0
666100,14.59,0.29,1725,0.00,0.00,16,33.79,33.00,8.71,16.51,-1.39,0.92,8,14.70,400,0.6
666319,14.70,0.29,1719,0.00,0.00,16,33.79,33.00,8.85,16.36,-1.39,0.92,8,14.70,400,0.0
666537,14.93,0.14,1702,0.00,0.00,16,22.19,27.00,5.37,4.24,-1.39,0.64,10,14.70,400,0.0
666772,13.44,0.11,1558,0.00,0.00,16,14.10,14.50,3.77,6.22,-1.39,0.64,10,14.70,400,0.0
666990,14.13,0.16,1187,0.00,0.00,16,14.10,22.00,3.92,6.29,-1.39,0.64,10,14.70,400,0.0
667225,17.00,0.15,1186,0.00,0.00,16,14.10,22.00,4.06,5.85,-1.08,0.64,10,14.70,400,0.0
667443,18.03,0.16,1075,0.00,0.00,16,14.10,22.00,4.06,5.68,-1.08,0.64,10,14.70,400,0.0
667678,13.90,0.17,963,0.00,0.00,16,14.10,22.00,4.21,5.36,-1.08,0.64,8,14.70,400,0.0
667897,11.37,0.14,901,0.00,0.00,16,14.10,22.00,4.64,4.26,-1.08,0.64,8,14.70,400,0.0
668131,11.14,0.11,970,0.00,0.00,16,14.10,19.50,4.79,3.67,-1.08,0.64,8,14.70,400,0.0
668350,11.14,0.11,942,0.00,0.00,16,14.10,19.50,4.50,3.43,-1.08,0.64,8,14.70,400,0.0
668584,11.14,0.12,897,0.00,0.00,16,14.10,21.00,4.50,3.50,-1.08,0.64,8,14.70,400,0.0
668803,11.83,0.12,890,0.00,0.00,16,14.10,22.00,4.64,3.65,-1.08,0.64,8,14.70,400,0.0
669037,13.32,0.12,910,0.00,0.00,16,14.10,19.50,4.79,3.70,-1.08,0.66,8,14.70,400,0.0
669256,14.81,0.14,893,0.00,0.00,16,14.10,19.50,5.08,4.15,-1.08,0.68,8,14.70,400,0.0
669475,15.27,0.14,939,0.00,0.00,16,14.10,14.00,5.22,4.29,-1.08,0.68,8,14.70,400,0.0
669709,15.73,0.14,952,0.00,0.00,16,14.10,13.50,5.37,4.43,-1.08,0.68,8,14.70,400,0.0
669928,15.73,0.15,966,0.00,0.00,16,14.45,14.00,5.51,4.85,-1.08,0.70,8,14.70,400,0.0
670162,15.85,0.16,1071,0.00,0.00,16,16.56,15.50,5.80,5.62,-1.08,0.72,8,14.70,400,0.0
670381,15.85,0.17,1139,0.00,0.00,16,18.67,18.00,5.95,6.33,-1.08,0.74,8,14.70,400,0.0
670615,15.73,0.18,1257,0.00,0.00,16,22.54,21.00,6.24,7.26,-1.39,0.76,8,14.70,400,0.6
670834,15.50,0.18,1327,0.00,0.00,16,23.95,23.50,6.24,7.98,-1.39,0.76,8,14.70,400,0.0
671068,15.27,0.18,1389,0.00,0.00,16,25.00,24.50,6.24,8.19,-1.39,0.78,8,14.70,400,0.0
671287,15.04,0.19,1327,0.00,0.00,16,23.95,24.50,6.38,8.44,-1.39,0.78,8,14.70,400,0.0
671521,15.16,0.18,1266,0.00,0.00,16,22.54,22.50,6.53,7.75,-1.39,0.64,8,14.70,400,0.0
671740,14.81,0.11,1288,0.00,0.00,16,15.51,13.00,4.64,3.28,-1.39,0.64,8,14.70,400,0.0
671959,14.13,0.10,1205,0.00,0.00,16,14.10,19.50,3.77,4.10,-1.39,0.64,8,14.70,400,0.0
672193,13.78,0.12,1108,0.00,0.00,16,14.10,22.00,3.77,4.40,-1.08,0.64,8,14.70,400,0.0
672412,13.44,0.12,1062,0.00,0.00,16,14.10,22.00,3.92,4.29,-1.08,0.64,8,14.70,400,0.0
672646,12.86,0.12,1024,0.00,0.00,16,14.10,22.00,3.92,4.10,-1.08,0.64,8,14.70,400,0.0
672865,12.17,0.12,1008,0.00,0.00,16,14.10,22.00,3.92,4.02,-1.08,0.64,8,14.70,400,0.0
673099,11.83,0.12,982,0.00,0.00,16,14.10,22.00,3.92,3.99,-1.08,0.64,8,14.70,400,0.0
673318,11.60,0.12,973,0.00,0.00,16,14.10,22.00,4.06,3.91,-1.08,0.64,8,14.70,400,0.0
673552,11.71,0.12,961,0.00,0.00,16,14.10,22.00,4.06,3.82,-1.08,0.64,8,14.70,400,0.0
673771,11.94,0.12,940,0.00,0.00,16,14.10,22.00,4.21,3.72,-1.08,0.64,8,14.70,400,0.0
674005,12.06,0.12,895,0.00,0.00,16,14.10,22.00,4.35,3.58,-1.08,0.64,8,14.70,400,0.0
674224,12.40,0.12,849,0.00,0.00,16,14.10,22.00,4.35,3.45,-1.08,0.64,8,14.70,400,0.0
674458,12.86,0.13,800,0.00,0.00,16,14.10,22.00,4.64,3.34,-1.08,0.64,8,14.70,400,0.0
674677,13.21,0.13,778,0.00,0.00,16,14.10,22.00,4.79,3.25,-1.08,0.64,8,14.70,400,0.0
674912,13.67,0.13,766,0.00,0.00,16,14.10,22.00,4.93,3.25,-1.08,0.64,8,14.70,400,0.0
675130,14.47,0.13,765,0.00,0.00,16,14.10,22.00,5.08,3.36,-1.08,0.64,8,14.70,400,0.0
675365,14.93,0.13,775,0.00,0.00,16,14.10,20.50,5.22,3.43,-1.08,0.64,8,14.70,400,0.0
675584,15.27,0.14,758,0.00,0.00,16,14.10,21.00,5.37,3.53,-1.08,0.64,8,14.70,400,0.0
675818,16.08,0.14,797,0.00,0.00,16,14.10,17.50,5.51,3.60,-1.08,0.64,8,14.70,400,0.0
676037,16.65,0.13,818,0.00,0.00,16,14.10,14.00,5.51,3.60,-1.08,0.64,8,14.70,400,0.0
676271,17.00,0.13,812,0.00,0.00,16,14.10,15.00,5.37,3.55,-1.08,0.64,8,14.70,400,0.0
676490,16.77,0.13,820,0.00,0.00,16,14.10,13.00,5.37,3.58,-1.08,0.64,8,14.70,400,0.0
676724,16.65,0.13,826,0.00,0.00,16,14.10,13.00,5.37,3.55,-1.08,0.64,8,14.70,400,0.0
676943,16.31,0.12,849,0.00,0.00,16,14.10,10.50,5.22,3.50,-1.08,0.64,8,14.70,400,0.0
677162,16.08,0.12,838,0.00,0.00,16,14.10,11.50,5.08,3.50,-1.08,0.64,8,14.70,400,0.0
677396,15.96,0.13,828,0.00,0.00,16,14.10,13.50,5.22,3.58,-1.08,0.64,8,14.70,400,0.0
677615,15.96,0.12,855,0.00,0.00,16,14.10,11.50,5.08,3.50,-1.08,0.64,8,14.70,400,0.0
677849,15.50,0.12,862,0.00,0.00,16,14.10,11.00,5.08,3.47,-1.08,0.64,8,14.70,400,0.0
678068,15.27,0.12,850,0.00,0.00,16,14.10,13.00,4.93,3.49,-1.08,0.64,8,14.70,400,0.0
678302,15.39,0.12,860,0.00,0.00,16,14.10,12.00,4.93,3.45,-1.08,0.64,8,14.70,400,0.0
678521,15.27,0.12,854,0.00,0.00,16,14.10,13.00,4.93,3.40,-1.08,0.64,8,14.70,400,0.0
678755,15.04,0.12,866,0.00,0.00,16,14.10,12.50,4.93,3.38,-1.08,0.64,8,14.70,400,0.0
678974,14.81,0.12,866,0.00,0.00,16,14.10,12.00,4.79,3.33,-1.08,0.64,8,14.70,400,0.0
679208,14.70,0.12,866,0.00,0.00,16,14.10,12.50,4.79,3.33,-1.08,0.64,8,14.70,400,0.0
679427,14.70,0.12,859,0.00,0.00,16,14.10,13.50,4.79,3.33,-1.08,0.64,8,14.70,400,0.0
679661,14.70,0.11,847,0.00,0.00,16,14.10,14.00,4.79,3.28,-1.08,0.64,8,14.70,400,0.0
679880,14.59,0.12,851,0.00,0.00,16,14.10,14.00,4.79,3.28,-1.08,0.64,8,14.70,400,0.0
680114,14.59,0.11,854,0.00,0.00,16,14.10,13.00,4.79,3.23,-1.08,0.64,8,14.70,400,0.0
680333,14.59,0.12,830,0.00,0.00,16,14.10,15.00,4.79,3.21,-1.08,0.64,8,14.70,400,0.0
680552,14.59,0.12,828,0.00,0.00,16,14.10,15.50,4.79,3.21,-1.08,0.64,8,14.70,400,0.0
680786,14.36,0.11,834,0.00,0.00,16,14.10,15.00,4.79,3.17,-1.08,0.64,8,14.70,400,0.0
681020,14.36,0.12,806,0.00,0.00,16,14.10,16.50,4.79,3.17,-1.08,0.64,8,14.70,400,0.0
681239,14.36,0.12,819,0.00,0.00,16,14.10,16.00,4.79,3.19,-1.08,0.64,8,14.70,400,0.0
681458,14.47,0.12,822,0.00,0.00,16,14.10,15.00,4.79,3.17,-1.08,0.64,8,14.70,400,0.0
681692,14.59,0.12,799,0.00,0.00,16,14.10,17.50,4.79,3.19,-1.08,0.64,8,14.70,400,0.0
681911,14.59,0.12,816,0.00,0.00,16,14.10,14.50,4.79,3.19,-1.08,0.64,8,14.70,400,0.0
682145,14.59,0.12,809,0.00,0.00,16,14.10,14.00,4.79,3.17,-1.08,0.64,8,14.70,400,0.0
682364,14.47,0.12,802,0.00,0.00,16,14.10,15.50,4.79,3.17,-1.08,0.64,8,14.70,400,0.0
682598,14.59,0.12,812,0.00,0.00,16,14.10,14.00,4.79,3.19,-1.08,0.64,8,14.70,400,0.0
685530,14.59,0.12,802,0.00,0.00,16,14.10,14.00,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
685749,14.70,0.12,810,0.00,0.00,16,14.10,13.00,4.93,3.17,-1.08,0.64,8,14.70,400,0.0
