Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Fueling Final Base* (estimated AFR),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Throttle Sensor Voltage (V),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Defogger Switch (On/Off)
1457179,0.00,-0.78,23.54,10,0.25,1283,0.00,0.00,16,14.69,10.94,19.00,0.70,4.06,5.33,1.42,0.00,-10.64,1
1457251,0.00,-0.78,22.85,10,0.25,1278,0.00,0.00,16,14.69,10.94,19.00,0.68,4.06,5.33,1.42,0.00,-10.60,1
1457323,0.00,-0.78,20.56,10,0.25,1272,0.00,0.00,16,14.69,10.94,19.00,0.70,4.21,5.27,1.42,0.00,-10.54,1
1457387,0.00,-0.78,17.00,10,0.24,1255,0.00,0.00,16,14.70,10.94,19.00,0.70,4.21,5.14,1.40,0.00,-10.50,1
1457459,-0.78,-0.78,14.81,8,0.24,1275,0.00,0.00,16,14.70,10.94,17.00,0.70,4.21,5.14,1.40,0.00,-10.48,1
1457539,-3.12,-0.78,13.90,8,0.24,1282,0.00,0.00,16,14.70,10.94,16.50,0.70,4.21,5.10,1.40,0.00,-10.46,1
1457603,-3.91,-0.78,12.86,8,0.24,1274,0.00,0.00,16,14.70,10.94,16.50,0.70,4.21,5.08,1.42,0.00,-10.44,1
1457675,-4.69,-0.78,12.52,8,0.25,1252,0.00,0.00,16,14.70,10.94,18.50,0.70,4.35,5.14,1.42,0.00,-10.38,1
1457747,-5.47,-0.78,12.40,8,0.25,1251,0.00,0.00,16,14.70,10.59,17.50,0.70,4.35,5.14,1.40,0.00,-10.31,1
1457816,-5.47,-0.78,12.29,8,0.24,1251,0.00,0.00,16,14.70,10.59,17.50,0.70,4.35,5.14,1.42,0.00,-10.27,1
1457883,-5.47,-0.78,12.40,8,0.24,1246,0.00,0.00,16,14.70,10.59,16.50,0.70,4.50,5.08,1.42,0.00,-10.21,1
1457955,-6.25,-0.78,12.52,8,0.24,1252,0.00,0.00,16,14.70,10.94,10.50,0.70,4.50,5.08,1.40,0.00,-10.15,1
1458029,-6.25,-0.78,12.98,8,0.25,1226,0.00,0.00,16,14.69,11.99,11.00,0.70,4.64,5.10,1.40,0.00,-10.07,1
1458097,-6.25,-0.78,13.09,8,0.25,1218,0.00,0.00,16,14.70,12.70,11.50,0.70,4.64,5.10,1.40,0.00,-10.02,1
1458169,-6.25,-0.78,13.44,8,0.25,1235,0.00,0.00,16,14.70,13.40,12.50,0.70,4.79,5.10,1.40,0.00,-9.96,1
1458241,-6.25,-0.78,13.67,8,0.26,1219,0.00,0.00,16,14.69,14.45,13.00,0.72,4.79,5.21,1.42,0.00,-9.90,1
1458313,-6.25,-0.78,13.78,8,0.26,1218,0.00,0.00,16,14.69,15.16,14.00,0.72,4.93,5.27,1.42,0.00,-9.80,1
1458381,-5.47,-0.78,14.01,8,0.27,1206,0.00,0.00,16,14.69,15.86,15.50,0.72,4.93,5.40,1.42,0.00,-9.73,1
1458450,-5.47,-0.78,14.24,8,0.27,1200,0.00,0.00,16,14.69,16.91,16.50,0.72,5.08,5.43,1.44,0.00,-9.59,1
1458522,-5.47,-0.78,14.36,8,0.27,1216,0.00,0.00,16,14.69,18.32,17.50,0.74,5.22,5.52,1.44,0.00,-9.49,1
1458594,-5.47,-0.78,14.70,8,0.28,1208,0.00,0.00,16,14.69,19.38,18.50,0.74,5.22,5.65,1.46,0.00,-9.42,1
1458664,-5.47,-0.78,14.70,8,0.29,1210,0.00,0.00,16,14.69,20.08,19.00,0.74,5.37,5.78,1.46,0.00,-9.30,1
1458736,-4.69,-0.78,14.81,8,0.30,1217,0.00,0.00,16,14.69,21.48,20.50,0.74,5.51,5.91,1.48,0.00,-9.20,1
1458808,-3.91,-0.78,14.93,8,0.30,1220,0.00,0.00,16,14.69,21.84,21.00,0.74,5.66,6.00,1.48,0.00,-9.13,1
1458880,-3.91,1.56,15.16,8,0.31,1214,0.00,0.00,16,14.69,21.48,21.50,0.74,5.66,6.11,1.48,0.00,-9.03,1
1458946,-3.12,1.56,15.27,8,0.31,1206,0.00,0.00,16,14.69,21.48,21.00,0.74,5.80,6.18,1.48,0.00,-8.89,1
1459018,-1.56,1.56,15.27,8,0.31,1202,0.00,0.00,16,14.69,21.48,21.00,0.76,5.95,6.29,1.50,0.00,-8.78,1
1459090,-1.56,1.56,15.27,8,0.31,1210,0.00,0.00,16,14.69,22.19,21.00,0.76,5.95,6.44,1.50,0.00,-8.74,1
1459162,-2.34,1.56,15.39,8,0.31,1236,0.00,0.00,16,14.69,21.84,22.00,0.76,5.95,6.48,1.52,0.00,-8.70,1
1459228,-1.56,1.56,15.27,8,0.32,1242,0.00,0.00,16,14.69,21.84,21.50,0.76,6.09,6.59,1.52,0.00,-8.62,1
1459300,-1.56,1.56,15.16,8,0.33,1226,0.00,0.00,16,14.69,21.84,21.50,0.76,6.09,6.66,1.52,0.00,-8.59,1
1459374,-1.56,1.56,15.16,8,0.33,1244,0.00,0.00,16,14.69,22.54,22.00,0.76,6.24,6.77,1.54,0.00,-8.53,1
1459446,-1.56,1.56,15.16,8,0.33,1270,0.00,0.00,16,14.69,22.89,22.50,0.78,6.24,6.99,1.54,0.00,-8.49,1
1459510,-0.78,1.56,15.04,8,0.34,1277,0.00,0.00,16,14.69,22.89,22.50,0.78,6.24,7.06,1.56,0.00,-8.45,1
1459584,-0.78,1.56,15.04,8,0.34,1267,0.00,0.00,16,14.69,22.89,22.50,0.78,6.24,7.14,1.56,0.00,-8.43,1
1459656,-0.78,1.56,15.04,8,0.34,1280,0.00,0.00,16,14.69,23.24,22.50,0.78,6.38,7.21,1.56,0.00,-8.39,1
1459728,0.00,1.56,15.16,8,0.34,1290,0.00,0.00,16,14.69,23.24,23.00,0.78,6.38,7.33,1.56,0.00,-8.33,1
1459794,0.00,1.56,15.16,8,0.34,1292,0.00,0.00,16,14.69,23.59,23.00,0.78,6.38,7.41,1.56,0.00,-8.35,1
1459868,0.78,1.56,15.16,8,0.34,1313,0.00,0.00,16,14.69,23.59,23.50,0.78,6.38,7.50,1.58,0.00,-8.33,1
1459934,0.78,1.56,15.04,8,0.34,1315,0.00,0.00,16,14.69,23.95,23.50,0.78,6.38,7.54,1.58,0.00,-8.37,1
1460007,0.78,1.56,15.04,8,0.34,1340,0.00,0.00,16,14.69,23.95,23.50,0.78,6.24,7.57,1.58,0.00,-8.41,1
1460079,0.78,1.56,15.04,8,0.34,1337,0.00,0.00,16,14.69,24.30,23.50,0.78,6.24,7.57,1.58,0.00,-8.43,1
1460145,0.78,1.56,14.93,8,0.34,1356,0.00,0.00,16,14.69,24.30,24.00,0.78,6.24,7.66,1.58,0.00,-8.43,1
1460217,1.56,1.56,14.93,8,0.34,1367,0.00,0.00,16,14.69,24.30,24.00,0.78,6.24,7.74,1.58,0.00,-8.41,1
1460291,0.78,1.56,14.93,8,0.34,1370,0.00,0.00,16,14.69,25.00,24.50,0.78,6.24,7.78,1.60,0.00,-8.41,1
1460363,0.78,1.56,14.93,8,0.34,1404,0.00,0.00,16,14.69,25.00,25.00,0.78,6.24,7.82,1.60,0.00,-8.43,1
1460435,0.78,1.56,14.81,8,0.34,1398,0.00,0.00,16,14.72,25.00,25.00,0.78,6.24,7.90,1.60,0.00,-8.41,1
1460507,0.78,1.56,14.81,8,0.34,1404,0.00,0.00,16,14.72,25.35,25.00,0.80,6.24,7.94,1.60,0.00,-8.41,1
1460571,1.56,1.56,14.81,8,0.35,1402,0.00,0.00,16,14.72,25.35,25.00,0.80,6.38,8.11,1.62,0.00,-8.35,1
1460647,0.78,1.56,14.70,8,0.36,1426,0.00,0.00,16,14.71,25.70,25.50,0.82,6.38,8.60,1.64,0.00,-8.28,1
1460719,0.78,1.56,14.70,8,0.37,1432,0.00,0.00,16,14.71,26.41,25.50,0.82,6.53,9.13,1.68,0.00,-8.10,1
1460791,0.78,1.56,14.70,8,0.39,1452,0.00,0.00,16,14.71,26.76,26.00,0.82,6.82,9.48,1.70,0.00,-7.97,1
1460859,0.78,1.56,14.70,8,0.40,1459,0.00,0.00,16,14.71,26.76,26.00,0.84,6.96,9.75,1.70,0.00,-7.77,1
1460931,0.78,1.56,14.70,8,0.40,1462,0.00,0.00,16,14.71,27.11,26.50,0.84,7.11,9.93,1.72,0.00,-7.64,1
1461003,0.00,1.56,14.59,8,0.42,1480,0.00,0.00,16,14.71,27.81,27.50,0.86,7.25,10.43,1.76,0.00,-7.39,1
1461067,0.00,1.56,14.47,8,0.43,1488,0.00,0.00,16,14.71,28.16,28.00,0.86,7.40,10.85,1.76,0.00,-7.19,1
1461139,0.00,1.56,14.47,8,0.44,1529,0.00,0.00,16,14.70,28.52,28.50,0.86,7.69,11.15,1.78,0.00,-6.96,1
1461211,0.78,1.56,14.47,8,0.44,1532,0.00,0.00,16,14.71,28.87,28.50,0.86,7.84,11.40,1.80,0.00,-6.81,1
1461283,0.78,1.56,14.59,8,0.43,1579,0.00,0.00,16,14.71,29.57,29.00,0.88,7.98,11.51,1.80,0.00,-6.75,1
1461355,0.78,1.56,14.70,8,0.43,1626,0.00,0.00,16,14.71,30.27,30.00,0.88,7.98,11.51,1.80,0.00,-6.79,1
1461427,1.56,1.56,14.81,8,0.45,1628,0.00,0.00,16,14.11,29.57,30.00,0.88,7.98,11.99,1.82,0.00,-6.71,1
1461499,2.34,1.56,14.81,8,0.47,1590,0.00,0.00,16,14.71,29.57,29.50,0.88,8.13,12.37,1.84,0.00,-6.57,1
1461563,2.34,1.56,15.04,8,0.45,1603,0.00,0.00,16,14.71,30.98,29.50,0.88,8.13,12.37,1.82,0.00,-6.54,1
1461635,1.56,1.56,14.81,8,0.44,1658,0.00,0.00,16,14.71,32.03,30.50,0.88,7.98,12.25,1.82,0.00,-6.65,1
1461707,1.56,1.56,14.81,8,0.44,1716,0.00,0.00,16,14.71,32.38,32.00,0.90,7.98,12.59,1.84,0.00,-6.73,1
1461779,2.34,1.56,14.81,8,0.45,1726,0.00,0.00,16,14.71,32.38,32.00,0.90,7.98,12.75,1.86,0.00,-6.73,1
1461851,3.12,1.56,14.93,8,0.44,1712,0.00,0.00,16,14.71,33.09,32.00,0.90,7.98,12.96,1.86,0.00,-6.79,1
1461917,3.91,1.56,15.04,8,0.43,1744,0.00,0.00,16,14.71,34.14,33.50,0.90,7.84,13.01,1.86,0.00,-6.85,1
1461997,4.69,1.56,15.16,8,0.43,1822,0.00,0.00,16,14.71,34.49,34.00,0.90,7.84,13.01,1.86,0.00,-6.90,1
1462061,4.69,1.56,15.16,8,0.44,1824,0.00,0.00,16,14.71,34.49,34.00,0.90,7.69,13.32,1.88,0.00,-6.96,1
1462133,5.47,1.56,15.16,8,0.43,1846,0.00,0.00,16,14.72,35.20,34.50,0.90,7.69,13.39,1.88,0.00,-7.00,1
1462205,4.69,1.56,15.04,8,0.42,1895,0.00,0.00,16,14.72,36.60,35.50,0.90,7.69,13.39,1.88,0.00,-7.06,1
1462271,4.69,1.56,14.93,8,0.42,1949,0.00,0.00,16,14.72,36.95,36.50,0.90,7.55,13.52,1.88,0.00,-7.14,1
1462343,4.69,1.56,14.81,8,0.40,1962,0.00,0.00,16,14.73,36.95,36.50,0.90,7.55,13.39,1.86,0.00,-7.17,1
1462415,3.91,1.56,14.59,8,0.41,1966,0.00,0.00,16,14.73,37.30,36.50,0.90,7.55,13.39,1.88,0.00,-7.19,1
1462487,3.91,1.56,14.47,8,0.41,1984,0.00,0.00,16,14.73,38.01,37.00,0.90,7.40,13.58,1.88,0.00,-7.23,1
1462559,3.91,1.56,14.59,8,0.40,2023,0.00,0.00,16,14.73,38.36,38.00,0.90,7.40,13.52,1.88,0.00,-7.31,1
1462623,4.69,1.56,14.59,8,0.39,2064,0.00,0.00,16,14.76,38.71,38.00,0.90,7.25,13.78,1.90,0.00,-7.39,1
1462697,3.91,1.56,14.70,8,0.40,2104,0.00,0.00,16,14.76,38.71,38.50,0.90,7.40,13.95,1.90,0.00,-7.37,1
1462766,3.91,1.56,14.59,8,0.40,2108,0.00,0.00,16,14.76,39.06,39.00,0.90,7.25,14.15,1.90,0.00,-7.39,1
1462837,3.91,1.56,14.47,8,0.39,2108,0.00,0.00,16,14.76,39.41,39.00,0.90,7.25,14.08,1.90,0.00,-7.43,1
1462909,3.12,1.56,14.47,8,0.40,2179,0.00,0.00,16,14.76,39.77,39.50,0.90,7.25,14.22,1.92,0.00,-7.41,1
1462977,3.12,1.56,14.47,8,0.40,2176,0.00,0.00,16,14.76,40.12,39.50,0.90,7.25,14.53,1.92,0.00,-7.41,1
1463049,3.91,1.56,14.47,8,0.39,2213,0.00,0.00,16,14.76,40.12,40.00,0.90,7.25,14.40,1.92,0.00,-7.43,1
1463124,3.12,1.56,14.59,8,0.40,2230,0.00,0.00,16,14.76,40.82,40.00,0.90,7.25,14.79,1.92,0.00,-7.44,1
1463188,3.12,1.56,14.47,8,0.39,2268,0.00,0.00,16,14.76,40.82,40.50,0.88,7.11,14.86,1.92,0.00,-7.50,1
1463260,3.91,1.56,14.47,8,0.38,2272,0.00,0.00,16,14.76,40.47,40.00,0.88,7.11,14.66,1.92,0.00,-7.56,1
1463332,2.34,1.56,14.59,8,0.38,2305,0.00,0.00,16,14.76,40.82,40.50,0.86,6.96,14.40,1.92,0.00,-7.75,1
1463404,2.34,1.56,14.36,8,0.37,2312,0.00,0.00,16,14.76,40.47,40.00,0.86,6.82,14.15,1.90,0.00,-7.87,1
1463479,2.34,1.56,14.36,8,0.36,2348,0.00,0.00,16,14.76,40.47,40.00,0.86,6.67,14.02,1.90,0.00,-8.01,1
1463544,2.34,1.56,14.47,8,0.36,2346,0.00,0.00,16,14.76,40.47,40.00,0.84,6.53,13.90,1.90,0.00,-8.14,1
1463616,3.12,1.56,14.47,8,0.35,2379,0.00,0.00,16,14.76,40.47,40.00,0.84,6.53,13.90,1.90,0.00,-8.24,1
1463688,2.34,1.56,14.47,8,0.34,2410,0.00,0.00,16,14.76,40.12,40.00,0.82,6.38,13.58,1.88,0.00,-8.39,1
1463760,2.34,1.56,14.59,8,0.32,2431,0.00,0.00,16,15.18,39.41,40.00,0.82,6.24,12.90,1.86,0.00,-8.57,1
1463826,1.56,1.56,14.59,8,0.32,2422,0.00,0.00,16,14.76,39.41,39.00,0.80,6.09,12.75,1.86,0.00,-8.72,1
1463900,1.56,1.56,14.36,8,0.31,2444,0.00,0.00,16,14.76,39.06,39.00,0.80,5.80,12.64,1.84,0.00,-8.89,1
1463973,2.34,1.56,14.59,8,0.30,2472,0.00,0.00,16,14.76,38.71,39.00,0.80,5.66,12.31,1.82,0.00,-9.05,1
1464044,2.34,1.56,14.59,8,0.30,2456,0.00,0.00,16,14.76,38.71,38.50,0.80,5.51,12.25,1.84,0.00,-9.18,1
1464109,1.56,1.56,14.59,8,0.29,2460,0.00,0.00,16,14.76,38.36,38.50,0.78,5.37,12.25,1.82,0.00,-9.28,1
1464181,0.78,1.56,14.36,8,0.29,2483,0.00,0.00,16,14.76,38.01,38.00,0.78,5.37,11.50,1.80,0.00,-9.38,1
1464254,0.78,1.56,14.24,8,0.28,2493,0.00,0.00,16,14.76,38.01,38.00,0.78,5.22,11.35,1.80,0.00,-9.48,1
1464326,0.00,1.56,14.24,8,0.27,2483,0.00,0.00,16,14.76,37.66,38.00,0.78,5.08,11.19,1.78,0.00,-9.59,1
1464398,0.78,1.56,14.36,8,0.27,2499,0.00,0.00,16,14.76,37.66,37.50,0.78,5.08,11.09,1.78,0.00,-9.67,1
1464470,0.78,1.56,14.59,8,0.26,2518,0.00,0.00,16,14.76,37.66,37.50,0.78,4.93,11.09,1.78,0.00,-4.81,1
1464534,0.78,1.56,14.70,8,0.26,2520,0.00,0.00,16,14.76,37.30,37.50,0.76,4.93,10.99,1.76,0.00,-9.78,1
1464608,0.78,0.78,14.59,8,0.26,2497,0.00,0.00,16,14.76,37.30,37.00,0.76,4.79,10.89,1.76,0.00,-9.84,1
1464680,0.78,0.78,14.70,8,0.26,2528,0.00,0.00,16,14.76,37.30,37.00,0.76,4.79,10.79,1.76,0.00,-9.90,1
1464744,0.00,0.78,14.59,8,0.25,2497,0.00,0.00,16,14.76,37.30,37.00,0.76,4.79,10.64,1.76,0.00,-9.98,1
1464816,-0.78,0.78,14.47,8,0.24,2490,0.00,0.00,16,14.76,36.60,36.50,0.74,4.64,10.38,1.72,0.00,-10.07,1
1464888,-0.78,-0.78,14.36,8,0.23,2492,0.00,0.00,16,14.76,36.25,36.50,0.72,4.50,9.66,1.70,0.00,-10.21,1
1464960,-1.56,-0.78,14.13,8,0.22,2488,0.00,0.00,16,14.76,35.90,35.50,0.72,4.35,9.44,1.68,0.00,-10.33,1
1465032,-1.56,-0.78,14.24,8,0.22,2467,0.00,0.00,16,14.76,35.55,35.50,0.70,4.21,9.21,1.66,0.00,-10.42,1
1465104,-1.56,-0.78,14.36,8,0.21,2444,0.00,0.00,16,14.76,35.55,35.50,0.70,4.21,8.65,1.66,0.00,-10.52,1
1465176,0.00,-0.78,14.47,10,0.20,2449,0.00,0.00,16,14.76,33.79,35.50,0.68,4.06,8.11,1.60,0.00,-10.65,1
1465240,0.00,-0.78,14.70,10,0.19,2433,0.00,0.00,16,14.76,29.92,33.50,0.68,3.92,7.90,1.60,0.00,-10.79,1
1465312,0.00,-0.78,14.81,10,0.20,2418,0.00,0.00,16,14.73,25.00,30.50,0.68,3.92,7.86,1.60,0.00,-10.83,1
1465384,0.00,-0.78,15.16,10,0.20,2417,0.00,0.00,16,14.70,21.84,26.00,0.68,3.77,7.90,1.60,0.00,-10.91,1
1465458,0.00,-0.78,15.73,10,0.20,2410,0.00,0.00,16,14.70,16.21,18.00,0.68,3.77,7.86,1.60,0.00,-10.87,1
1465525,0.00,-0.78,17.46,10,0.20,2393,0.00,0.00,16,14.70,11.99,14.00,0.68,3.92,7.90,1.60,0.00,-10.69,1
1465598,0.00,-0.78,19.29,10,0.19,2312,0.00,0.00,16,14.70,11.99,11.50,0.68,4.06,7.37,1.56,0.00,-10.65,1
1465670,0.00,-0.78,21.02,10,0.18,2311,0.00,0.00,16,14.70,11.99,11.50,0.68,4.06,7.03,1.54,0.00,-10.67,1
1465750,0.00,-0.78,22.05,10,0.18,2284,0.00,0.00,16,14.70,11.99,11.50,0.68,4.06,6.81,1.52,0.00,-10.67,1
1465814,0.00,-0.78,24.12,10,0.18,2268,0.00,0.00,16,14.70,11.99,11.50,0.68,4.06,6.84,1.52,0.00,-10.71,1
1465878,0.00,-0.78,25.61,10,0.18,2223,0.00,0.00,16,14.70,11.99,11.50,0.68,3.92,6.59,1.52,0.00,-10.75,1
1465950,0.00,-0.78,25.61,10,0.17,2194,0.00,0.00,16,14.70,11.99,11.50,0.68,3.92,5.91,1.48,0.00,-10.79,1
1466022,0.00,-0.78,24.00,10,0.16,2178,0.00,0.00,16,14.70,11.99,11.50,0.68,3.77,5.68,1.46,0.00,-10.83,1
1466096,0.00,-0.78,23.66,10,0.16,2143,0.00,0.00,16,14.70,11.99,11.50,0.68,3.77,5.62,1.44,0.00,-10.89,1
1466168,0.00,-0.78,23.66,10,0.16,2126,0.00,0.00,16,14.70,11.99,11.50,0.68,3.77,5.52,1.44,0.00,-10.93,1
1466234,0.00,-0.78,23.77,10,0.16,2103,0.00,0.00,16,14.70,11.99,11.50,0.68,3.77,5.49,1.44,0.00,-10.93,1
1466306,0.00,-0.78,24.00,10,0.16,2048,0.00,0.00,16,14.70,11.99,11.50,0.68,3.77,5.42,1.44,0.00,-10.93,1
1466378,0.00,-0.78,23.77,10,0.16,2019,0.00,0.00,16,14.70,11.99,11.50,0.68,3.77,5.42,1.44,0.00,-10.96,1
1466450,0.00,-0.78,23.77,10,0.16,1992,0.00,0.00,16,14.70,11.99,11.50,0.68,3.77,5.36,1.44,0.00,-10.96,1
1466520,0.00,-0.78,24.00,10,0.16,1972,0.00,0.00,16,14.70,11.99,11.50,0.68,3.77,5.36,1.42,0.00,-10.98,1
1466588,0.00,-0.78,23.89,10,0.17,1945,0.00,0.00,16,14.70,11.99,11.50,0.68,3.77,5.36,1.44,0.00,-11.00,1
1466660,0.00,-0.78,23.66,10,0.17,1902,0.00,0.00,16,14.70,11.99,11.50,0.68,3.63,5.36,1.42,0.00,-11.02,1
1466733,0.00,-0.78,23.77,10,0.17,1879,0.00,0.00,16,14.70,11.99,11.50,0.68,3.63,5.36,1.44,0.00,-11.02,1
1466805,0.00,-0.78,24.00,10,0.18,1859,0.00,0.00,16,14.70,11.99,11.50,0.68,3.63,5.52,1.44,0.00,-11.02,1
1466871,0.00,-0.78,24.12,10,0.18,1836,0.00,0.00,16,14.70,11.99,11.50,0.68,3.63,5.62,1.44,0.00,-11.00,1
1466943,0.00,-0.78,23.89,10,0.19,1811,0.00,0.00,16,14.70,11.99,11.50,0.68,3.77,5.74,1.46,0.00,-10.96,1
1467015,0.00,-0.78,24.12,10,0.20,1780,0.00,0.00,16,14.70,11.99,11.50,0.70,3.77,5.85,1.46,0.00,-10.93,1
1467083,0.00,-0.78,24.00,10,0.20,1756,0.00,0.00,16,14.70,11.99,11.50,0.70,3.77,5.98,1.48,0.00,-10.87,1
1467155,0.00,-0.78,24.12,10,0.21,1750,0.00,0.00,16,14.70,12.34,11.50,0.70,3.92,6.15,1.48,0.00,-10.77,1
1467227,0.00,-0.78,24.00,10,0.22,1725,0.00,0.00,16,14.70,13.40,12.50,0.72,3.92,6.07,1.48,0.00,-10.69,1
1467299,0.00,-0.78,23.89,10,0.22,1685,0.00,0.00,16,14.70,14.45,13.50,0.72,3.92,6.15,1.48,0.00,-10.75,1
1467371,0.00,-0.78,23.89,10,0.22,1692,0.00,0.00,16,14.70,16.21,14.50,0.74,3.92,6.33,1.50,0.00,-10.73,1
1467435,0.00,-0.78,23.77,10,0.23,1682,0.00,0.00,16,14.69,17.62,16.50,0.74,3.92,6.55,1.52,0.00,-10.71,1
1467507,0.00,-0.78,23.43,10,0.24,1646,0.00,0.00,16,14.69,18.67,17.50,0.74,3.92,6.66,1.52,0.00,-10.69,1
1467587,0.00,-0.78,23.77,10,0.25,1629,0.00,0.00,16,14.69,20.08,18.50,0.74,4.21,6.66,1.52,0.00,-10.60,1
1467651,0.00,-0.78,23.31,10,0.25,1600,0.00,0.00,16,14.69,20.78,19.50,0.74,4.21,6.66,1.52,0.00,-10.48,1
1467723,0.00,-0.78,22.62,10,0.25,1586,0.00,0.00,16,14.69,22.19,20.50,0.74,4.35,6.51,1.52,0.00,-10.38,1
1467795,0.00,-0.78,19.41,10,0.24,1604,0.00,0.00,16,14.70,23.95,21.50,0.74,4.35,6.48,1.50,0.00,-10.33,1
1467859,0.00,-0.78,15.85,10,0.23,1638,0.00,0.00,16,14.70,25.70,23.50,0.74,4.35,6.33,1.50,0.00,-10.33,1
1467931,-3.91,-0.78,14.47,8,0.23,1651,0.00,0.00,16,14.70,27.11,25.00,0.74,4.35,6.40,1.50,0.00,-10.33,1
1468003,-5.47,-0.78,13.78,8,0.24,1640,0.00,0.00,16,14.70,27.46,26.00,0.74,4.35,6.44,1.50,0.00,-10.33,1
1468075,-7.03,-0.78,13.44,8,0.25,1620,0.00,0.00,16,14.69,27.11,26.50,0.74,4.50,6.51,1.50,0.00,-10.25,1
1468143,-7.03,-0.78,13.44,8,0.25,1608,0.00,0.00,16,14.69,26.76,26.00,0.74,4.50,6.51,1.50,0.00,-10.17,1
1468215,-6.25,-0.78,13.55,8,0.25,1570,0.00,0.00,16,14.69,26.76,26.00,0.74,4.64,6.48,1.50,0.00,-10.07,1
1468287,-5.47,-0.78,13.90,8,0.24,1579,0.00,0.00,16,14.70,26.76,26.00,0.76,4.64,6.44,1.50,0.00,-10.04,1
1468359,-5.47,-0.78,14.13,8,0.24,1600,0.00,0.00,16,14.70,27.11,26.50,0.76,4.64,6.37,1.50,0.00,-9.98,1
1468431,-4.69,-0.78,14.47,8,0.24,1606,0.00,0.00,16,14.70,27.46,26.50,0.76,4.79,6.48,1.50,0.00,-9.94,1
1468503,-4.69,-0.78,14.59,8,0.25,1612,0.00,0.00,16,14.70,27.46,27.00,0.76,4.79,6.55,1.52,0.00,-9.92,1
1468575,-3.91,-0.78,14.93,8,0.25,1615,0.00,0.00,16,14.70,27.81,27.00,0.76,4.79,6.70,1.52,0.00,-9.90,1
1468639,-2.34,-0.78,15.16,8,0.25,1630,0.00,0.00,16,14.69,27.81,27.00,0.76,4.79,6.81,1.52,0.00,-9.86,1
1468711,-1.56,-0.78,15.39,8,0.25,1636,0.00,0.00,16,14.69,27.46,27.00,0.76,4.79,6.84,1.54,0.00,-9.86,1
1468783,0.00,-0.78,15.73,8,0.26,1622,0.00,0.00,16,14.69,27.46,27.00,0.76,4.93,6.92,1.54,0.00,-9.82,1
1468855,0.78,-0.78,15.73,8,0.26,1593,0.00,0.00,16,14.69,27.11,27.00,0.76,4.93,6.95,1.54,0.00,-14.70,1
1468921,2.34,-0.78,15.85,8,0.26,1596,0.00,0.00,16,14.69,27.46,27.00,0.76,5.08,6.95,1.54,0.00,-9.69,1
1468991,2.34,-0.78,15.73,8,0.26,1610,0.00,0.00,16,14.69,27.81,27.00,0.76,5.08,7.06,1.54,0.00,-9.65,1
1469063,3.12,-0.78,15.62,8,0.26,1646,0.00,0.00,16,14.69,28.16,27.50,0.78,5.08,7.14,1.56,0.00,-9.67,1
1469135,3.12,-0.78,15.50,8,0.26,1641,0.00,0.00,16,14.69,28.16,27.50,0.78,5.08,7.17,1.56,0.00,-9.67,1
1469207,2.34,-0.78,15.39,8,0.27,1622,0.00,0.00,16,14.69,27.46,27.00,0.78,5.08,7.17,1.56,0.00,-9.63,1
1469287,2.34,-0.78,15.16,8,0.27,1600,0.00,0.00,16,14.69,27.81,27.00,0.78,5.08,7.24,1.56,0.00,-9.55,1
1469351,2.34,-0.78,15.04,8,0.27,1605,0.00,0.00,16,14.69,28.16,27.00,0.78,5.22,7.33,1.56,0.00,-9.49,1
1469423,3.12,-0.78,15.04,8,0.27,1634,0.00,0.00,16,14.69,28.52,27.50,0.78,5.22,7.29,1.56,0.00,-9.51,1
1469503,2.34,-0.78,14.93,8,0.27,1659,0.00,0.00,16,14.69,28.52,28.00,0.78,5.22,7.41,1.58,0.00,-9.51,1
1469561,2.34,1.56,14.81,8,0.27,1663,0.00,0.00,16,14.69,28.52,28.00,0.78,5.22,7.50,1.58,0.00,-9.51,1
1469633,3.12,1.56,14.81,8,0.27,1656,0.00,0.00,16,14.69,28.16,28.00,0.78,5.22,7.50,1.58,0.00,-9.51,1
1469705,3.12,1.56,14.81,8,0.27,1639,0.00,0.00,16,14.69,28.52,27.50,0.78,5.22,7.57,1.58,0.00,-9.48,1
1469771,3.12,1.56,14.81,8,0.28,1646,0.00,0.00,16,14.69,28.52,28.00,0.78,5.22,7.62,1.58,0.00,-9.48,1
1469843,3.12,1.56,14.70,8,0.28,1660,0.00,0.00,16,14.69,28.52,28.00,0.78,5.22,7.66,1.58,0.00,-9.46,1
1469915,3.12,1.56,14.70,8,0.28,1660,0.00,0.00,16,14.69,28.52,28.00,0.78,5.37,7.74,1.58,0.00,-9.42,1
1469987,3.12,1.56,14.70,8,0.28,1662,0.00,0.00,16,14.69,28.87,28.50,0.78,5.22,7.74,1.60,0.00,-9.42,1
1470059,2.34,1.56,14.70,8,0.27,1684,0.00,0.00,16,14.70,29.22,28.50,0.78,5.22,7.74,1.58,0.00,-9.44,1
