Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Alternator Duty (%),Battery Voltage (V)
695262,14.70,0.13,822,0.00,0.00,16,14.10,14.50,5.37,3.67,-1.18,0.64,0.00,13.44
695449,14.70,0.13,830,0.00,0.00,16,14.10,13.50,5.37,3.65,-1.18,0.64,0.00,13.28
695652,14.47,0.13,840,0.00,0.00,16,14.10,13.00,5.37,3.65,-1.18,0.64,0.00,13.44
695840,14.36,0.13,819,0.00,0.00,16,14.10,14.00,5.37,3.65,-1.18,0.64,0.00,13.36
696028,14.47,0.13,824,0.00,0.00,16,14.10,14.00,5.37,3.67,-1.18,0.64,0.00,13.44
696215,14.59,0.13,838,0.00,0.00,16,14.10,13.00,5.37,3.62,-1.18,0.64,0.00,13.44
696403,14.70,0.13,827,0.00,0.00,16,14.10,14.00,5.37,3.65,-1.18,0.64,0.00,13.44
696605,14.81,0.13,827,0.00,0.00,16,14.10,14.00,5.37,3.65,-1.18,0.64,0.00,13.44
696791,14.59,0.13,826,0.00,0.00,16,14.10,14.00,5.37,3.65,-1.18,0.64,0.00,13.52
696978,14.47,0.13,831,0.00,0.00,16,14.10,13.00,5.37,3.62,-1.18,0.64,0.00,13.44
697166,14.47,0.13,829,0.00,0.00,16,14.10,13.50,5.37,3.62,-1.18,0.64,0.00,13.36
697369,14.59,0.13,825,0.00,0.00,16,14.10,14.00,5.37,3.65,-1.18,0.64,0.00,13.28
697556,14.70,0.13,840,0.00,0.00,16,14.10,12.50,5.37,3.65,-1.18,0.64,0.00,13.44
697744,14.81,0.13,830,0.00,0.00,16,14.10,13.50,5.37,3.65,-1.18,0.64,0.00,13.28
697931,14.70,0.13,816,0.00,0.00,16,14.10,14.50,5.37,3.65,-1.18,0.64,0.00,13.44
698119,14.59,0.13,826,0.00,0.00,16,14.10,14.00,5.37,3.65,-1.18,0.64,0.00,13.28
698321,14.59,0.13,832,0.00,0.00,16,14.10,13.00,5.37,3.65,-1.18,0.64,0.00,13.44
698509,14.70,0.13,830,0.00,0.00,16,14.10,13.50,5.37,3.60,-1.18,0.64,0.00,13.28
698696,14.59,0.13,817,0.00,0.00,16,14.10,15.00,5.37,3.65,-1.18,0.64,0.00,13.44
698899,14.47,0.13,824,0.00,0.00,16,14.10,14.00,5.37,3.62,-1.18,0.64,0.00,13.44
699089,14.47,0.13,827,0.00,0.00,16,14.10,13.50,5.37,3.62,-1.18,0.64,0.00,13.44
699280,14.47,0.13,822,0.00,0.00,16,14.10,14.00,5.37,3.60,-1.18,0.64,0.00,13.36
699469,14.59,0.13,823,0.00,0.00,16,14.10,14.00,5.37,3.65,-1.18,0.64,0.00,13.44
699662,14.70,0.13,827,0.00,0.00,16,14.10,13.50,5.37,3.65,-1.18,0.64,0.00,13.52
699852,14.70,0.13,815,0.00,0.00,16,14.10,14.50,5.37,3.60,-1.18,0.64,0.00,13.44
700045,14.70,0.13,814,0.00,0.00,16,14.10,15.00,5.37,3.65,-1.18,0.64,0.00,13.44
700232,14.70,0.13,825,0.00,0.00,16,14.10,13.00,5.37,3.62,-1.18,0.64,0.00,13.44
700420,14.70,0.13,815,0.00,0.00,16,14.10,14.00,5.37,3.65,-1.18,0.64,0.00,13.28
700608,14.70,0.13,812,0.00,0.00,16,14.10,14.50,5.37,3.62,-1.18,0.64,0.00,13.44
700811,14.70,0.13,827,0.00,0.00,16,14.10,13.00,5.37,3.60,-1.18,0.64,0.00,13.28
700998,14.59,0.13,831,0.00,0.00,16,14.10,13.00,5.37,3.62,-1.18,0.64,0.00,13.36
701186,14.47,0.13,820,0.00,0.00,16,14.10,14.00,5.37,3.62,-1.18,0.64,0.00,13.28
701389,14.59,0.13,824,0.00,0.00,16,14.10,13.50,5.37,3.65,-1.18,0.64,0.00,13.44
701576,14.70,0.13,822,0.00,0.00,16,14.10,13.50,5.37,3.60,-1.18,0.64,0.00,13.28
701767,14.70,0.13,815,0.00,0.00,16,14.10,14.50,5.37,3.65,-1.18,0.64,0.00,13.44
701949,14.81,0.13,824,0.00,0.00,16,14.10,13.50,5.37,3.60,-1.18,0.64,0.00,13.28
702152,14.81,0.13,826,0.00,0.00,16,14.10,13.00,5.37,3.62,-1.18,0.64,0.00,13.44
702339,14.59,0.13,815,0.00,0.00,16,14.10,14.50,5.37,3.65,-1.18,0.64,0.00,13.36
702527,14.47,0.13,820,0.00,0.00,16,14.10,13.50,5.37,3.65,-1.18,0.64,0.00,13.36
702714,14.59,0.13,831,0.00,0.00,16,14.10,13.50,5.37,3.65,-1.18,0.64,0.00,13.44
702902,14.59,0.13,833,0.00,0.00,16,14.10,13.00,5.37,3.62,-1.18,0.64,0.00,13.44
703105,14.70,0.13,824,0.00,0.00,16,14.10,14.00,5.37,3.62,-1.18,0.64,0.00,13.44
703292,14.70,0.13,818,0.00,0.00,16,14.10,14.00,5.37,3.65,-1.18,0.64,0.00,13.44
703480,14.59,0.13,827,0.00,0.00,16,14.10,13.00,5.37,3.65,-1.18,0.64,0.00,13.36
706327,14.93,0.13,849,0.00,0.00,16,14.10,11.50,5.22,3.60,-1.18,0.64,0.00,13.44
706514,15.04,0.20,856,0.00,0.00,16,15.16,14.00,5.95,5.52,-1.18,0.76,0.00,13.44
706702,15.04,0.24,1041,0.00,0.00,16,20.43,20.00,7.25,8.39,-1.18,0.78,0.00,13.36
706887,12.98,0.20,1409,0.00,0.00,16,27.11,25.00,7.25,8.56,-1.49,0.78,0.00,13.44
707075,13.32,0.18,1586,0.00,0.00,16,28.52,28.50,6.53,8.95,-1.49,0.78,0.00,13.36
707278,15.50,0.17,1603,0.00,0.00,16,28.52,28.50,6.09,8.91,-1.49,0.78,0.00,13.44
707465,15.73,0.17,1565,0.00,0.00,16,27.81,28.00,5.95,8.82,-1.49,0.78,0.00,13.36
707653,15.16,0.18,1516,0.00,0.00,16,27.11,27.00,6.09,9.04,-1.49,0.78,0.00,13.44
707840,14.70,0.19,1464,0.00,0.00,16,26.76,26.00,6.24,9.18,-1.49,0.78,0.00,13.44
708043,14.24,0.21,1424,0.00,0.00,16,26.76,26.50,6.82,9.66,-1.49,0.82,0.00,13.36
708231,14.13,0.22,1422,0.00,0.00,16,28.16,27.50,7.25,11.05,-1.49,0.84,0.00,13.44
708418,14.24,0.24,1458,0.00,0.00,16,28.52,28.50,7.84,11.88,-1.49,0.84,0.00,13.36
708605,14.70,0.25,1480,0.00,0.00,16,28.87,28.50,7.98,11.99,-1.49,0.84,0.00,13.44
708793,14.93,0.25,1488,0.00,0.00,16,28.87,28.50,8.13,12.42,-1.49,0.86,0.00,13.44
711602,13.90,0.22,1232,0.00,0.00,16,20.08,19.00,6.38,9.04,-1.49,0.80,21.00,13.36
711787,12.86,0.25,1179,0.00,0.00,16,27.11,27.00,7.40,9.84,-1.49,0.80,19.00,13.44
711975,12.17,0.27,1279,0.00,0.00,16,29.57,29.50,8.27,11.66,-1.49,0.84,18.00,13.36
712168,13.90,0.29,1357,0.00,0.00,16,29.57,29.50,8.85,12.70,-1.49,0.86,16.00,13.44
712361,15.39,0.28,1435,0.00,0.00,16,29.92,29.50,9.14,13.20,-1.49,0.88,15.00,13.44
712550,15.73,0.27,1555,0.00,0.00,16,29.57,29.50,9.14,14.02,-1.49,0.88,13.00,13.44
712743,15.50,0.27,1631,0.00,0.00,16,31.33,30.00,8.85,14.47,-1.49,0.88,11.00,13.44
712927,15.16,0.25,1726,0.00,0.00,16,33.44,32.50,8.42,14.28,-1.49,0.88,9.00,13.44
713115,14.81,0.24,1829,0.00,0.00,16,35.55,34.50,7.98,14.60,-1.49,0.88,8.00,13.44
713302,14.93,0.23,1898,0.00,0.00,16,36.95,36.00,7.69,14.34,-1.49,0.86,6.00,13.44
713505,14.81,0.21,1986,0.00,0.00,16,37.30,37.50,7.11,12.85,-1.49,0.84,4.00,13.36
713696,14.24,0.18,2040,0.00,0.00,16,35.55,36.00,6.53,11.56,-1.80,0.82,2.00,13.44
713884,14.36,0.16,2075,0.00,0.00,16,32.73,33.00,5.95,10.69,-1.80,0.82,1.00,13.36
714065,14.01,0.14,2107,0.00,0.00,16,27.46,27.50,5.51,9.93,-2.11,0.80,0.00,13.44
714268,14.13,0.14,2121,0.00,0.00,16,27.11,26.50,5.37,10.23,-2.11,0.80,0.00,13.44
714456,14.36,0.14,2123,0.00,0.00,16,26.41,26.00,5.22,9.66,-2.11,0.80,0.00,13.36
714643,14.13,0.13,2130,0.00,0.00,16,23.59,26.50,5.08,9.70,-2.11,0.78,0.00,13.44
714831,14.24,0.14,2109,0.00,0.00,16,24.65,25.50,5.08,9.43,-2.11,0.78,0.00,13.36
715020,14.24,0.14,2116,0.00,0.00,16,26.41,26.00,5.08,9.75,-2.11,0.80,0.00,13.44
715223,14.36,0.14,2112,0.00,0.00,16,25.35,26.00,5.08,9.70,-2.11,0.80,0.00,13.36
715410,14.13,0.14,2118,0.00,0.00,16,26.76,27.00,5.08,10.28,-2.11,0.80,0.00,13.44
715598,14.36,0.16,2132,0.00,0.00,16,34.49,30.50,5.51,12.04,-2.11,0.86,0.00,13.36
715785,13.78,0.23,2181,0.00,0.00,16,41.17,40.50,6.82,16.36,-2.42,0.90,0.00,13.44
715981,13.09,0.24,2246,0.00,0.00,16,42.93,42.00,7.55,17.94,-2.42,0.92,0.00,13.44
716175,13.44,0.27,2343,0.00,0.00,16,44.69,44.50,8.13,20.92,-2.73,0.96,0.00,13.36
716369,14.24,0.29,2452,0.00,0.00,16,45.04,45.00,8.71,22.68,-2.42,0.98,0.00,13.44
716558,14.47,0.29,2540,0.00,0.00,16,44.69,44.00,8.85,24.51,-2.42,0.98,0.00,13.44
716751,14.59,0.25,2662,0.00,0.00,16,44.69,44.00,8.71,23.83,-3.04,0.94,0.00,13.36
716936,14.70,0.24,2741,0.00,0.00,16,44.34,43.50,7.98,22.07,-4.25,0.90,0.00,13.44
717120,14.01,0.22,2785,0.00,0.00,16,44.34,44.00,7.11,19.97,-4.25,0.86,0.00,13.36
717323,13.32,0.17,2864,0.00,0.00,16,27.81,31.00,6.24,16.74,-4.25,0.82,0.00,13.44
717511,13.67,0.16,2861,0.00,0.00,16,20.78,22.50,5.66,15.70,-4.25,0.80,0.00,13.36
717699,13.55,0.13,2866,0.00,0.00,16,9.88,12.50,5.22,13.71,-4.25,0.78,0.00,13.44
717886,14.13,0.14,2804,0.00,0.00,16,5.31,5.50,4.93,12.79,-4.25,0.76,0.00,13.36
718074,14.24,0.13,2802,0.00,0.00,16,1.45,-0.50,4.50,11.99,-4.25,0.74,0.00,13.44
718277,14.70,0.13,2714,0.00,0.00,16,-5.94,0.00,4.35,11.10,-3.94,0.70,0.00,13.36
718463,13.67,0.12,2633,0.00,0.00,16,-9.45,-9.50,3.92,10.13,-3.94,0.64,0.00,13.44
718651,15.04,0.12,2540,0.00,0.00,16,-10.16,-10.50,3.92,9.79,-3.64,0.66,0.00,13.44
718838,20.21,0.13,2471,0.00,0.00,16,-9.10,-9.50,4.21,10.54,-3.35,0.70,0.00,13.36
719041,25.04,0.14,2395,0.00,0.00,16,-4.88,-6.00,4.35,11.35,-3.04,0.72,0.00,13.44
719229,16.08,0.13,2377,0.00,0.00,16,6.72,2.50,4.35,10.74,-3.04,0.72,0.00,13.44
719420,12.40,0.13,2304,0.00,0.00,16,9.53,9.50,4.35,10.03,-2.73,0.74,0.00,13.44
719607,12.40,0.14,2287,0.00,0.00,16,15.51,13.00,4.50,10.33,-2.73,0.74,0.00,13.44
719795,12.29,0.14,2247,0.00,0.00,16,15.86,14.00,4.50,9.84,-2.42,0.76,0.00,13.44
719982,12.06,0.13,2219,0.00,0.00,16,15.16,15.50,4.64,9.61,-2.42,0.76,0.00,13.44
720185,12.17,0.13,2212,0.00,0.00,16,16.91,15.50,4.50,9.31,-2.42,0.76,0.00,13.44
720373,12.29,0.12,2189,0.00,0.00,16,16.91,16.00,4.64,8.99,-2.42,0.76,0.00,13.44
720561,12.40,0.13,2159,0.00,0.00,16,22.54,20.00,4.79,9.22,-2.11,0.78,0.00,13.36
720748,12.63,0.14,2149,0.00,0.00,16,23.24,22.50,4.93,9.88,-2.11,0.80,0.00,13.36
720936,12.75,0.17,2155,0.00,0.00,16,32.03,32.00,5.66,11.66,-2.11,0.84,0.00,13.44
721138,12.40,0.20,2206,0.00,0.00,16,39.06,36.50,6.09,13.90,-2.42,0.86,0.00,13.36
721326,12.52,0.20,2221,0.00,0.00,16,40.47,40.00,6.67,15.11,-2.42,0.86,0.00,13.44
721514,12.75,0.21,2265,0.00,0.00,16,41.52,41.00,6.82,15.63,-2.73,0.88,0.00,13.36
721701,12.98,0.22,2320,0.00,0.00,16,42.58,42.00,6.96,16.44,-2.73,0.88,0.00,13.44
721889,13.09,0.22,2383,0.00,0.00,16,43.63,43.00,7.11,17.48,-3.04,0.88,0.00,13.36
722090,13.32,0.23,2452,0.00,0.00,16,44.34,43.50,7.25,18.80,-3.04,0.90,0.00,13.44
722277,13.44,0.26,2529,0.00,0.00,16,45.04,45.00,7.69,21.98,-3.35,0.96,0.00,13.36
722465,13.55,0.30,2605,0.00,0.00,16,43.98,43.50,8.85,26.31,-2.11,1.02,0.00,13.44
722652,13.55,0.32,2736,0.00,0.00,16,43.28,43.00,9.29,28.85,-2.42,1.04,0.00,13.36
722855,13.90,0.31,2847,0.00,0.00,16,43.28,43.00,9.43,28.74,-2.11,1.04,0.00,13.36
723043,14.01,0.31,2990,0.00,0.00,16,43.63,43.00,9.29,29.82,-2.11,1.04,0.00,13.36
723231,13.90,0.28,3129,0.00,0.00,16,43.63,43.50,9.29,30.72,-2.11,1.04,0.00,13.44
723418,13.67,0.28,3198,0.00,0.00,16,43.98,43.50,9.14,30.05,-2.11,1.02,0.00,13.44
723605,13.32,0.14,3274,0.00,0.00,16,-9.10,19.50,5.80,9.88,-4.25,0.64,0.00,13.44
723809,13.32,0.12,2942,0.00,0.00,16,-10.16,-10.50,4.21,11.51,-4.25,0.64,0.00,13.44
723996,18.72,0.14,2593,0.00,0.00,16,-10.16,-10.50,3.92,11.93,-3.64,0.64,0.00,13.44
724184,23.77,0.13,2284,0.00,0.00,16,15.16,15.50,4.06,10.13,-2.73,0.64,0.00,13.36
724371,23.77,0.12,1954,0.00,0.00,16,14.10,14.00,3.92,7.94,-1.49,0.64,0.00,13.44
724574,23.54,0.16,1617,0.00,0.00,16,14.45,14.00,4.06,8.69,-1.49,0.70,0.00,13.36
724762,23.89,0.19,1530,0.00,0.00,16,20.78,18.00,5.22,9.04,-1.49,0.82,0.00,13.44
724949,23.77,0.22,2007,0.00,0.00,16,38.36,38.00,6.82,14.22,-1.49,0.88,0.00,13.36
725137,13.78,0.27,1884,0.00,0.00,16,37.30,36.00,7.69,15.70,-1.49,0.90,0.00,13.44
725324,12.98,0.34,1953,0.00,0.00,16,37.30,39.00,9.72,19.20,0.04,1.06,0.00,13.44
725527,14.01,0.44,1994,0.00,0.00,16,32.73,33.00,11.75,29.60,3.73,1.22,0.00,13.36
725715,13.55,0.44,2074,0.00,0.00,16,31.68,33.00,13.06,30.49,5.88,1.30,0.00,13.44
725902,14.81,0.45,2143,0.00,0.00,16,31.68,32.00,13.49,32.62,6.79,1.36,0.00,13.28
726090,14.81,0.48,2249,0.00,0.00,16,30.98,31.50,13.93,35.57,8.02,1.38,0.00,13.44
726293,14.81,0.48,2322,0.00,0.00,16,31.33,32.00,14.07,36.81,8.02,1.34,0.00,13.44
726480,14.93,0.47,2422,0.00,0.00,16,33.79,32.50,13.93,37.79,4.64,1.26,0.00,13.36
726668,14.93,0.46,2500,0.00,0.00,16,33.79,33.00,13.49,38.66,4.02,1.22,0.00,13.44
726855,14.70,0.45,2580,0.00,0.00,16,34.84,35.00,13.20,38.53,2.19,1.18,0.00,13.36
727043,14.81,0.44,2654,0.00,0.00,16,37.66,36.50,12.48,35.57,0.66,1.08,0.00,13.44
727244,13.78,0.39,2751,0.00,0.00,16,39.77,39.50,11.75,35.44,0.04,1.08,0.00,13.28
727431,14.70,0.37,2797,0.00,0.00,16,41.17,41.00,11.17,34.83,-1.49,1.04,0.00,13.28
727619,14.24,0.36,2862,0.00,0.00,16,42.58,42.50,10.59,33.47,-1.49,1.04,0.00,13.44
727806,13.78,0.32,2934,0.00,0.00,16,42.93,42.50,10.30,32.06,-2.73,1.02,0.00,13.36
728009,13.78,0.31,2960,0.00,0.00,16,43.63,43.00,9.72,30.49,-2.73,1.00,0.00,13.44
728197,13.44,0.23,3008,0.00,0.00,16,37.66,44.00,8.27,21.81,-4.25,0.66,0.00,13.36
728384,11.37,0.11,2840,0.00,0.00,16,-4.18,-8.00,4.50,11.99,-4.25,0.64,0.00,13.44
728571,12.63,0.15,2501,0.00,0.00,16,-10.16,-10.50,3.92,12.85,-3.35,0.64,0.00,13.36
728774,15.16,0.14,2156,0.00,0.00,16,14.45,14.50,4.06,10.64,-2.42,0.64,0.00,13.44
728960,22.97,0.14,1894,0.00,0.00,16,14.10,14.00,3.92,8.82,-1.49,0.64,0.00,13.44
729153,23.89,0.16,1590,0.00,0.00,16,14.10,14.00,3.92,8.78,-1.49,0.64,0.00,13.44
729343,23.89,0.13,1295,0.00,0.00,16,14.10,22.00,4.35,5.40,-1.49,0.64,35.00,13.44
729537,23.77,0.13,1264,0.00,0.00,16,14.10,19.50,4.50,5.14,-1.49,0.70,33.00,13.44
729727,23.77,0.24,1336,0.00,0.00,16,22.89,20.50,6.53,8.12,-1.49,0.86,31.00,13.44
729905,16.19,0.22,2044,0.00,0.00,16,39.06,33.00,7.55,13.13,-1.49,0.90,30.00,13.44
730092,12.86,0.25,2034,0.00,0.00,16,39.77,40.00,7.98,17.64,-2.11,0.94,28.00,13.44
730296,13.55,0.30,2042,0.00,0.00,16,40.12,40.00,8.85,19.27,0.04,1.04,27.00,13.44
730483,14.01,0.41,2068,0.00,0.00,16,34.84,34.50,11.61,29.16,3.11,1.18,25.00,13.36
730671,12.86,0.43,2096,0.00,0.00,16,34.49,34.00,12.77,30.26,4.95,1.26,23.00,13.44
730873,14.81,0.39,2142,0.00,0.00,16,40.12,36.50,11.75,23.48,1.57,0.92,21.00,13.28
731061,12.75,0.17,2133,0.00,0.00,16,27.81,35.00,6.24,6.99,-2.11,0.68,19.00,13.44
731249,11.37,0.09,2110,0.00,0.00,16,16.21,20.50,4.35,5.62,-2.11,0.66,18.00,13.36
731436,11.37,0.10,2133,0.00,0.00,16,14.80,14.00,3.63,7.46,-2.11,0.64,16.00,13.44
731624,13.21,0.10,2105,0.00,0.00,16,14.45,14.00,3.63,7.18,-2.11,0.64,14.00,13.44
731827,15.96,0.10,2078,0.00,0.00,16,14.45,14.00,3.63,7.21,-1.80,0.64,12.00,13.36
732014,22.85,0.09,2054,0.00,0.00,16,14.45,14.00,3.48,6.48,-1.80,0.64,11.00,13.52
732202,23.54,0.09,2045,0.00,0.00,16,14.10,14.00,3.48,5.59,-1.80,0.64,10.00,13.36
732389,24.00,0.08,2019,0.00,0.00,16,14.10,14.00,3.48,5.97,-1.80,0.64,8.00,13.44
732592,23.77,0.09,2017,0.00,0.00,16,14.10,14.00,3.48,6.04,-1.80,0.64,6.00,13.44
732780,23.77,0.09,1986,0.00,0.00,16,14.10,14.00,3.48,6.04,-1.49,0.64,4.00,13.44
732967,24.12,0.09,1971,0.00,0.00,16,14.10,14.00,3.48,5.91,-1.49,0.64,2.00,13.52
733170,23.66,0.09,1941,0.00,0.00,16,14.10,14.00,3.48,5.74,-1.49,0.64,1.00,13.44
733358,24.00,0.08,1935,0.00,0.00,16,14.10,14.00,3.48,5.52,-1.49,0.64,0.00,13.44
733545,24.00,0.09,1908,0.00,0.00,16,14.10,14.00,3.48,5.74,-1.49,0.64,0.00,13.44
733733,24.23,0.09,1880,0.00,0.00,16,14.10,14.00,3.48,5.55,-1.49,0.64,0.00,13.44
733920,23.66,0.09,1876,0.00,0.00,16,14.10,14.00,3.48,5.40,-1.49,0.64,0.00,13.44
734108,24.00,0.08,1855,0.00,0.00,16,14.10,14.00,3.48,4.91,-1.49,0.64,0.00,13.44
734311,24.12,0.08,1844,0.00,0.00,16,14.10,14.00,3.48,5.33,-1.49,0.64,0.00,13.44
734498,23.77,0.09,1799,0.00,0.00,16,14.10,14.00,3.48,5.27,-1.49,0.64,0.00,13.36
734686,23.77,0.09,1812,0.00,0.00,16,14.10,14.00,3.34,5.40,-1.49,0.64,0.00,13.44
734873,24.23,0.09,1788,0.00,0.00,16,14.10,14.00,3.48,5.14,-1.49,0.64,0.00,13.44
735061,23.77,0.09,1752,0.00,0.00,16,14.10,14.00,3.48,5.40,-1.49,0.64,0.00,13.44
735264,24.12,0.10,1768,0.00,0.00,16,14.10,14.00,3.48,5.52,-1.49,0.64,0.00,13.44
735451,24.00,0.08,1735,0.00,0.00,16,14.10,14.00,3.34,4.91,-1.49,0.64,0.00,13.44
735639,24.12,0.10,1709,0.00,0.00,16,14.10,14.00,3.34,5.59,-1.49,0.64,0.00,13.44
735826,23.89,0.10,1700,0.00,0.00,16,14.10,14.00,3.34,5.46,-1.49,0.64,0.00,13.52
736029,24.00,0.10,1669,0.00,0.00,16,14.10,14.00,3.48,5.46,-1.49,0.64,0.00,13.52
736217,24.23,0.10,1666,0.00,0.00,16,14.10,14.00,3.48,5.43,-1.49,0.64,0.00,13.52
736404,24.00,0.10,1634,0.00,0.00,16,14.10,14.00,3.48,5.55,-1.49,0.64,0.00,13.52
736592,23.77,0.10,1636,0.00,0.00,16,14.10,14.00,3.48,5.33,-1.49,0.64,0.00,13.52
736795,24.23,0.10,1615,0.00,0.00,16,14.10,14.00,3.63,5.49,-1.49,0.64,0.00,13.52
736983,23.77,0.10,1589,0.00,0.00,16,14.10,14.00,3.63,5.49,-1.49,0.64,0.00,13.52
737170,23.77,0.10,1595,0.00,0.00,16,14.10,14.00,3.63,5.43,-1.49,0.64,0.00,13.36
737355,24.00,0.11,1571,0.00,0.00,16,14.10,14.00,3.77,5.55,-1.49,0.64,0.00,13.52
737558,24.00,0.10,1545,0.00,0.00,16,14.10,14.00,3.92,5.43,-1.49,0.66,0.00,13.36
737745,24.00,0.12,1529,0.00,0.00,16,14.10,14.00,4.06,5.94,-1.49,0.66,0.00,13.52
737933,24.00,0.11,1518,0.00,0.00,16,14.10,14.00,4.21,5.55,-1.49,0.68,0.00,13.36
738121,23.89,0.11,1488,0.00,0.00,16,14.10,14.00,4.35,5.55,-1.49,0.68,0.00,13.44
738324,24.00,0.10,1468,0.00,0.00,16,14.10,14.00,4.35,4.88,-1.49,0.68,0.00,13.36
738511,23.77,0.12,1450,0.00,0.00,16,15.16,14.00,4.50,5.59,-1.49,0.72,0.00,13.44
738698,24.00,0.13,1465,0.00,0.00,16,18.32,17.50,4.93,6.48,-1.49,0.74,0.00,13.44
738885,23.77,0.14,1430,0.00,0.00,16,21.48,20.50,5.08,6.88,-1.49,0.74,0.00,13.44
739086,21.71,0.17,1415,0.00,0.00,16,25.70,23.50,5.22,7.14,-1.49,0.78,0.00,13.44
739279,14.70,0.20,1440,0.00,0.00,16,26.76,26.00,6.24,9.35,-1.49,0.80,0.00,13.44
739469,13.67,0.21,1426,0.00,0.00,16,27.46,26.00,6.67,9.66,-1.49,0.84,0.00,13.44
739658,13.21,0.30,1455,0.00,0.00,16,30.98,30.00,8.27,14.47,-1.49,0.94,0.00,13.44
739848,13.90,0.37,1484,0.00,0.00,16,29.57,32.00,10.30,17.57,-0.58,1.02,0.00,13.44
740030,14.13,0.38,1498,0.00,0.00,16,30.62,30.50,11.61,18.88,-0.27,1.02,0.00,13.44
740217,15.04,0.30,1508,0.00,0.00,16,29.57,30.50,9.14,8.27,-1.49,0.74,0.00,13.44
740420,14.24,0.18,1526,0.00,0.00,16,27.46,27.50,6.82,7.29,-1.49,0.74,0.00,13.44
740608,13.78,0.15,1544,0.00,0.00,16,27.11,27.00,5.80,6.44,-1.49,0.74,0.00,13.44
740795,14.24,0.13,1532,0.00,0.00,16,26.41,26.00,5.37,6.77,-1.49,0.74,0.00,13.36
740994,15.27,0.14,1556,0.00,0.00,16,26.76,27.00,5.22,7.17,-1.49,0.74,0.00,13.44
741184,16.42,0.13,1558,0.00,0.00,16,26.76,26.00,5.08,6.95,-1.49,0.74,0.00,13.36
741377,16.19,0.13,1560,0.00,0.00,16,26.76,26.00,5.08,6.88,-1.49,0.74,0.00,13.44
741566,15.62,0.14,1523,0.00,0.00,16,26.41,26.00,5.08,6.92,-1.49,0.74,0.00,13.36
741759,15.39,0.14,1532,0.00,0.00,16,26.76,26.50,5.08,7.06,-1.49,0.74,0.00,13.44
741940,15.27,0.14,1535,0.00,0.00,16,26.41,26.00,5.08,6.73,-1.49,0.74,0.00,13.36
742143,15.16,0.12,1542,0.00,0.00,16,26.41,26.00,5.08,6.37,-1.49,0.74,0.00,13.44
742331,15.16,0.14,1564,0.00,0.00,16,27.11,26.50,5.08,7.03,-1.49,0.74,0.00,13.44
742516,15.39,0.13,1534,0.00,0.00,16,26.41,26.00,5.08,6.40,-1.49,0.70,0.00,13.44
742719,15.39,0.12,1512,0.00,0.00,16,24.65,25.00,4.50,5.62,-1.49,0.68,0.00,13.44
742907,15.16,0.11,1529,0.00,0.00,16,21.13,21.50,4.50,5.59,-1.49,0.68,0.00,13.44
743099,14.70,0.10,1497,0.00,0.00,16,15.51,16.50,4.21,5.01,-1.49,0.66,0.00,13.52
743289,13.78,0.09,1502,0.00,0.00,16,14.10,14.00,3.92,4.40,-1.49,0.66,0.00,13.44
743482,13.44,0.10,1491,0.00,0.00,16,14.10,14.00,3.63,4.57,-1.49,0.64,0.00,13.52
743672,13.32,0.10,1473,0.00,0.00,16,14.10,14.00,3.48,4.91,-1.49,0.64,0.00,13.44
743861,12.98,0.10,1473,0.00,0.00,16,14.10,14.00,3.48,4.88,-1.49,0.64,0.00,13.44
744052,12.52,0.10,1452,0.00,0.00,16,14.10,14.00,3.34,4.91,-1.49,0.64,0.00,13.52
744239,11.83,0.10,1453,0.00,0.00,16,14.10,14.00,3.34,4.91,-1.49,0.64,0.00,13.36
744427,11.25,0.10,1440,0.00,0.00,16,14.10,14.00,3.34,4.82,-1.49,0.64,0.00,13.52
744630,11.25,0.10,1418,0.00,0.00,16,14.10,14.00,3.34,4.91,-1.49,0.64,0.00,13.36
744817,11.25,0.10,1398,0.00,0.00,16,14.10,19.00,3.34,4.79,-1.49,0.64,0.00,13.52
745001,11.37,0.11,1280,0.00,0.00,16,14.10,22.00,3.48,4.51,-1.49,0.64,34.00,13.36
745189,11.37,0.11,1176,0.00,0.00,16,14.10,22.00,3.63,4.32,-1.49,0.64,32.00,13.44
745392,11.37,0.13,1078,0.00,0.00,16,14.10,22.00,3.92,4.66,-1.18,0.64,30.00,13.36
745579,11.48,0.13,1002,0.00,0.00,16,14.10,22.00,4.06,4.46,-1.18,0.64,29.00,13.36
745767,11.60,0.12,967,0.00,0.00,16,14.10,22.00,4.35,3.99,-1.18,0.64,27.00,13.52
745954,11.60,0.11,928,0.00,0.00,16,14.10,22.00,4.50,3.38,-1.18,0.64,26.00,13.44
746142,11.94,0.12,868,0.00,0.00,16,14.10,22.00,4.50,3.27,-1.18,0.64,24.00,13.44
746345,12.17,0.14,768,0.00,0.00,16,14.10,22.00,4.79,3.45,-1.18,0.64,22.00,13.36
746532,12.52,0.15,756,0.00,0.00,16,14.10,22.00,5.22,3.60,-1.18,0.64,20.00,13.36
