Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Fuel Pump Duty (%),Injector Duty Cycle (%),Alternator Duty (%),Battery Voltage (V)
418313,15.62,0.13,874,0.00,0.00,16,9.88,16.50,3.73,-1.18,0.64,74.90,1.46,0.00,13.76,4.79,-9.86
418391,15.62,0.12,892,0.00,0.00,16,9.88,14.00,3.78,-1.18,0.64,74.90,1.52,0.00,13.76,4.79,-9.84
418454,15.73,0.12,888,0.00,0.00,16,9.88,11.50,3.70,-1.18,0.64,74.90,1.52,0.00,13.76,4.79,-9.88
418532,15.73,0.13,879,0.00,0.00,16,9.88,13.00,3.67,-1.18,0.64,74.90,1.50,0.00,13.76,4.79,-9.86
418595,15.73,0.14,881,0.00,0.00,16,9.88,12.50,3.67,-1.18,0.66,74.90,1.69,0.00,13.68,4.79,-9.86
418673,15.73,0.14,882,0.00,0.00,16,9.88,12.00,3.93,-1.18,0.66,74.90,1.69,0.00,13.76,4.93,-9.75
418736,15.73,0.14,888,0.00,0.00,16,9.88,11.50,4.29,-1.18,0.66,74.90,1.70,0.00,13.76,5.08,-9.61
418814,15.62,0.14,920,0.00,0.00,16,9.88,8.00,4.29,-1.18,0.66,74.90,1.77,0.00,13.68,5.08,-9.57
418876,15.73,0.14,935,0.00,0.00,16,9.88,6.50,4.35,-1.18,0.66,74.90,1.60,0.00,13.76,5.08,-9.53
418954,15.62,0.14,934,0.00,0.00,16,9.88,6.50,4.32,-1.18,0.66,74.90,1.79,0.00,13.68,5.22,-9.51
419032,15.39,0.14,923,0.00,0.00,16,9.88,8.00,4.32,-1.18,0.66,74.90,1.78,0.00,13.76,5.22,-9.49
419095,15.16,0.14,915,0.00,0.00,16,9.88,8.00,4.35,-1.18,0.66,74.90,1.77,0.00,13.68,5.22,-9.48
419173,15.16,0.14,928,0.00,0.00,16,9.88,9.50,4.37,-1.18,0.66,74.90,1.76,0.00,13.76,5.22,-9.42
419235,15.16,0.14,942,0.00,0.00,16,9.88,8.00,4.32,-1.18,0.66,74.90,1.81,0.00,13.68,5.22,-9.42
419314,15.16,0.14,943,0.00,0.00,16,9.88,6.50,4.37,-1.18,0.66,74.90,1.81,0.00,13.76,5.22,-9.38
419376,15.16,0.15,932,0.00,0.00,16,9.88,8.00,4.43,-1.18,0.68,74.90,1.79,0.00,13.68,5.37,-9.38
419454,15.04,0.15,939,0.00,0.00,16,9.88,7.50,4.57,-1.18,0.68,74.90,1.80,0.00,13.76,5.37,-9.34
419521,15.16,0.15,959,0.00,0.00,16,9.88,6.50,4.63,-1.18,0.68,74.90,1.84,0.00,13.68,5.37,-9.26
419584,15.16,0.15,974,0.00,0.00,16,9.88,4.00,4.79,-1.18,0.68,74.90,1.87,0.00,13.76,5.51,-9.24
419662,15.16,0.16,968,0.00,0.00,16,9.88,9.50,5.08,-1.18,0.70,74.90,1.86,0.00,13.76,5.51,-9.20
419726,15.16,0.17,980,0.00,0.00,16,10.59,10.00,5.36,-1.18,0.70,74.90,2.09,0.00,13.68,5.66,-9.03
419804,15.04,0.17,1003,0.00,0.00,16,11.99,11.00,5.65,-1.18,0.72,74.90,2.14,0.00,13.76,5.66,-8.91
419882,15.04,0.17,1096,0.00,0.00,16,12.70,11.50,5.87,-1.18,0.72,74.90,2.22,0.00,13.68,5.80,-8.84
419945,15.04,0.17,1135,0.00,0.00,16,14.10,13.00,6.15,-1.18,0.72,74.90,2.34,0.00,13.76,5.95,-8.78
420023,14.93,0.16,1202,0.00,0.00,16,15.51,14.00,6.33,-1.18,0.72,74.90,2.42,0.00,13.68,5.95,-8.72
420085,14.93,0.16,1225,0.00,0.00,16,17.27,15.50,6.51,-1.49,0.74,74.90,2.57,0.00,13.76,5.95,-8.78
420163,14.81,0.16,1244,0.00,0.00,16,18.32,16.50,6.66,-1.49,0.74,74.90,2.65,0.00,13.68,5.95,-8.80
420226,14.70,0.16,1282,0.00,0.00,16,20.08,18.50,6.77,-1.49,0.74,74.90,2.74,0.00,13.76,5.95,-8.84
420304,14.81,0.17,1300,0.00,0.00,16,21.84,22.50,6.99,-1.49,0.76,74.90,2.77,0.00,13.68,5.80,-8.84
420367,14.81,0.18,1333,0.00,0.00,16,23.95,23.50,7.33,-1.49,0.78,74.90,3.13,0.00,13.76,5.80,-8.78
420445,15.04,0.19,1368,0.00,0.00,16,24.65,24.50,7.98,-1.49,0.78,74.90,3.21,0.00,13.76,6.09,-8.60
420507,15.16,0.19,1419,0.00,0.00,16,25.70,25.50,8.95,-1.49,0.78,74.90,3.33,0.00,13.76,6.24,-8.45
420585,15.27,0.19,1436,0.00,0.00,16,26.41,26.00,9.22,-1.49,0.80,74.90,3.37,0.00,13.76,6.24,-8.35
420648,15.16,0.19,1460,0.00,0.00,16,26.41,26.00,9.35,-1.49,0.80,74.90,3.43,0.00,13.76,6.38,-8.24
420726,15.04,0.20,1463,0.00,0.00,16,26.76,26.50,9.48,-1.49,0.80,74.90,3.43,0.00,13.76,6.53,-8.20
420788,14.47,0.20,1448,0.00,0.00,16,26.76,26.50,9.56,-1.49,0.80,74.90,3.45,0.00,13.76,6.53,-8.14
420866,14.47,0.21,1415,0.00,0.00,16,26.41,26.00,9.75,-1.49,0.80,74.90,3.71,0.00,13.76,6.67,-8.04
420944,14.59,0.21,1397,0.00,0.00,16,26.41,26.00,9.93,-1.49,0.80,74.90,3.62,0.00,13.76,6.67,-7.95
421009,14.70,0.22,1364,0.00,0.00,16,26.05,26.00,9.97,-1.49,0.80,74.90,3.58,0.00,13.76,6.82,-7.83
421071,14.70,0.23,1348,0.00,0.00,16,26.05,26.00,10.03,-1.49,0.80,74.90,3.74,0.00,13.76,6.82,-7.73
421154,14.70,0.23,1314,0.00,0.00,16,26.41,26.00,10.13,-1.49,0.80,74.90,3.64,0.00,13.76,6.96,-7.62
421216,14.59,0.24,1300,0.00,0.00,16,26.76,26.50,10.17,-1.49,0.80,74.90,3.61,0.00,13.76,7.11,-7.50
421294,14.59,0.24,1289,0.00,0.00,16,26.76,26.50,10.28,-1.49,0.82,74.90,3.57,0.00,13.68,7.25,-7.39
421357,14.47,0.24,1264,0.00,0.00,16,26.41,26.00,10.23,-1.49,0.80,74.90,3.51,0.00,13.84,7.40,-7.23
421435,14.36,0.24,1252,0.00,0.00,16,26.76,26.50,10.03,-1.49,0.80,74.90,3.47,0.00,13.76,7.55,-7.10
421498,14.47,0.25,1222,0.00,0.00,16,26.76,26.00,9.99,-1.49,0.80,74.90,3.39,0.00,13.68,7.69,-6.94
421576,14.13,0.25,1202,0.00,0.00,16,27.46,27.00,10.08,-1.49,0.82,74.90,3.59,0.00,13.68,7.84,-6.81
421638,14.24,0.25,1198,0.00,0.00,16,27.46,27.00,10.03,-1.18,0.82,74.90,3.58,0.00,13.68,7.98,-6.61
421716,14.47,0.25,1224,0.00,0.00,16,27.81,27.00,10.13,-1.18,0.82,74.90,3.59,0.00,13.68,8.13,-6.52
421782,14.59,0.24,1279,0.00,0.00,16,26.76,27.00,10.23,-1.49,0.72,74.90,3.65,0.00,13.68,8.27,-6.57
421860,14.81,0.20,1312,0.00,0.00,16,23.24,26.00,8.25,-1.49,0.64,74.90,3.55,0.00,13.76,7.55,-8.10
421923,14.81,0.16,1358,0.00,0.00,16,19.02,15.50,4.44,-1.49,0.64,74.90,2.80,0.00,13.68,6.24,-9.01
422001,14.81,0.13,1383,0.00,0.00,16,15.86,10.00,3.58,-1.49,0.64,74.90,2.36,0.00,13.76,5.37,-9.55
422063,14.47,0.12,1382,0.00,0.00,16,12.70,3.50,3.38,-1.49,0.64,74.90,2.06,0.00,13.68,5.08,-10.02
422142,14.24,0.10,1344,0.00,0.00,16,11.29,6.00,3.47,-1.49,0.64,74.90,2.01,0.00,13.76,4.64,-10.36
422204,13.90,0.10,1309,0.00,0.00,16,10.94,10.00,3.65,-1.49,0.64,74.90,1.95,0.00,13.60,4.21,-10.64
422282,13.90,0.10,1278,0.00,0.00,16,10.94,13.00,3.91,-1.49,0.64,74.90,1.91,0.00,13.68,3.92,-10.83
422345,13.78,0.11,1232,0.00,0.00,16,10.59,17.00,4.21,-1.49,0.64,74.90,1.84,0.00,13.76,3.77,-10.87
422423,13.55,0.11,1215,0.00,0.00,16,10.59,18.00,4.40,-1.18,0.64,74.90,1.81,0.00,13.68,3.92,-10.81
422485,13.78,0.11,1188,0.00,0.00,16,10.59,18.50,4.40,-1.18,0.64,74.90,1.77,0.00,13.76,3.92,-10.81
422563,13.67,0.11,1172,0.00,0.00,16,10.59,18.50,4.37,-1.18,0.64,74.90,1.76,0.00,13.68,3.92,-10.77
422641,13.78,0.12,1160,0.00,0.00,16,10.23,18.50,4.29,-1.18,0.64,74.90,1.75,0.00,13.76,3.92,-10.79
422704,13.67,0.09,1150,0.00,0.00,16,10.23,18.00,4.21,-1.18,0.64,74.90,1.73,0.00,13.68,3.92,-10.81
422766,13.67,0.11,1120,0.00,0.00,16,10.23,18.00,4.18,-1.18,0.64,74.90,1.72,0.00,13.76,3.92,-10.77
422845,13.78,0.11,1100,0.00,0.00,16,10.23,18.00,4.18,-1.18,0.64,74.90,1.64,0.00,13.68,3.92,-10.77
422923,13.67,0.11,1084,0.00,0.00,16,9.88,18.00,4.13,-1.18,0.64,74.90,1.62,0.00,13.76,3.92,-10.71
422985,13.67,0.12,1066,0.00,0.00,16,9.88,17.50,4.10,-1.18,0.64,74.90,1.59,0.00,13.68,3.92,-10.69
423064,13.67,0.12,1058,0.00,0.00,16,9.88,17.50,4.07,-1.18,0.64,74.90,1.58,0.00,13.76,4.06,-10.67
423126,13.44,0.12,1032,0.00,0.00,16,9.88,17.50,4.07,-1.18,0.64,74.90,1.54,0.00,13.68,4.06,-10.62
423204,13.55,0.12,1022,0.00,0.00,16,9.88,17.50,4.04,-1.18,0.64,74.90,1.53,0.00,13.68,4.06,-10.62
423267,13.21,0.12,1016,0.00,0.00,16,9.88,17.50,4.04,-1.18,0.64,74.90,1.52,0.00,13.76,4.06,-10.58
423345,13.32,0.12,1010,0.00,0.00,16,9.88,17.50,4.04,-1.18,0.64,74.90,1.51,0.00,13.68,4.06,-10.58
423407,13.09,0.12,1006,0.00,0.00,16,9.88,17.50,4.02,-1.18,0.64,74.90,1.50,0.00,13.76,4.21,-10.56
423486,13.09,0.12,1002,0.00,0.00,16,9.88,17.50,4.02,-1.18,0.64,74.90,1.50,0.00,13.60,4.21,-10.52
423548,13.21,0.12,997,0.00,0.00,16,9.88,17.50,4.02,-1.18,0.64,74.90,1.50,0.00,13.76,4.21,-10.52
423626,13.09,0.12,992,0.00,0.00,16,9.88,17.50,4.02,-1.18,0.64,74.90,1.49,0.00,13.76,4.21,-10.48
423689,13.21,0.11,973,0.00,0.00,16,9.88,17.50,3.99,-1.18,0.64,74.90,1.45,0.00,13.76,4.21,-10.48
423771,13.21,0.12,968,0.00,0.00,16,9.88,17.50,4.02,-1.18,0.64,74.90,1.45,0.00,13.76,4.21,-10.42
423833,13.44,0.12,965,0.00,0.00,16,9.88,17.50,3.99,-1.18,0.64,74.90,1.44,0.00,13.76,4.21,-10.36
423911,13.44,0.12,947,0.00,0.00,16,9.88,17.50,3.96,-1.18,0.64,74.90,1.41,0.00,13.68,4.35,-10.35
423974,13.44,0.12,940,0.00,0.00,16,9.88,17.50,3.91,-1.18,0.64,74.90,1.40,0.00,13.76,4.35,-10.31
424052,13.67,0.12,930,0.00,0.00,16,9.88,17.50,3.80,-1.18,0.64,74.90,1.39,0.00,13.76,4.35,-10.31
424115,13.55,0.12,928,0.00,0.00,16,9.88,17.50,3.75,-1.18,0.64,74.90,1.39,0.00,13.76,4.50,-10.25
424193,13.78,0.12,924,0.00,0.00,16,9.88,17.50,3.70,-1.18,0.64,74.90,1.38,0.00,13.76,4.50,-10.19
424255,13.90,0.12,914,0.00,0.00,16,9.88,17.50,3.67,-1.18,0.64,74.90,1.36,0.00,13.68,4.50,-10.15
424333,13.90,0.12,894,0.00,0.00,16,9.88,17.50,3.67,-1.18,0.64,74.90,1.36,0.00,13.68,4.50,-10.13
424396,14.13,0.12,891,0.00,0.00,16,9.88,17.50,3.67,-1.18,0.64,74.90,1.33,0.00,13.76,4.64,-10.11
424474,13.90,0.12,893,0.00,0.00,16,9.88,17.50,3.67,-1.18,0.64,74.90,1.33,0.00,13.68,4.64,-10.09
424536,14.24,0.12,890,0.00,0.00,16,9.88,17.50,3.67,-1.18,0.64,74.90,1.33,0.00,13.76,4.64,-10.06
424615,14.01,0.12,886,0.00,0.00,16,9.88,17.50,3.67,-1.18,0.64,74.90,1.32,0.00,13.76,4.64,-10.04
424678,14.13,0.12,894,0.00,0.00,16,9.88,17.50,3.65,-1.18,0.64,74.90,1.34,0.00,13.76,4.64,-10.04
424759,14.36,0.13,892,0.00,0.00,16,9.88,17.50,3.63,-1.18,0.64,74.90,1.33,0.00,13.76,4.64,-10.02
424821,14.47,0.13,892,0.00,0.00,16,9.88,17.50,3.63,-1.18,0.66,74.90,1.33,0.00,13.84,4.64,-10.00
424903,14.70,0.15,895,0.00,0.00,16,9.88,17.00,3.67,-1.18,0.68,74.90,1.72,0.00,13.76,4.79,-9.84
424965,14.59,0.16,902,0.00,0.00,16,10.23,16.00,4.61,-1.18,0.70,74.90,1.73,0.00,13.68,4.93,-9.63
425043,14.81,0.18,913,0.00,0.00,16,10.94,10.50,5.23,-1.18,0.70,74.90,1.95,0.00,13.76,5.22,-9.36
425106,14.93,0.18,950,0.00,0.00,16,11.64,11.50,5.65,-1.18,0.72,74.90,2.03,0.00,13.68,5.51,-9.11
425184,15.16,0.19,1012,0.00,0.00,16,12.70,12.00,6.33,-1.18,0.74,74.90,2.16,0.00,13.68,5.80,-8.74
425246,15.39,0.20,1080,0.00,0.00,16,14.45,14.00,6.84,-1.18,0.76,74.90,2.46,0.00,13.60,6.09,-8.59
425325,15.16,0.20,1158,0.00,0.00,16,16.56,15.00,7.26,-1.18,0.76,74.90,2.53,0.00,13.76,6.24,-8.35
425387,15.39,0.20,1192,0.00,0.00,16,17.97,17.00,7.78,-1.18,0.76,74.90,2.72,0.00,13.60,6.38,-8.12
425465,15.16,0.21,1224,0.00,0.00,16,20.43,18.50,8.03,-1.49,0.78,74.90,2.87,0.00,13.76,6.53,-7.95
425528,15.04,0.21,1262,0.00,0.00,16,23.59,21.00,8.44,-1.49,0.78,74.90,2.96,0.00,13.60,6.82,-7.85
425606,14.93,0.22,1292,0.00,0.00,16,24.65,24.50,8.91,-1.49,0.80,74.90,3.31,0.00,13.76,6.82,-7.73
425673,15.16,0.20,1312,0.00,0.00,16,25.35,25.00,9.22,-1.49,0.80,74.90,3.36,0.00,13.68,6.96,-7.64
425751,15.39,0.22,1336,0.00,0.00,16,25.70,25.50,9.56,-1.49,0.82,74.90,3.42,0.00,13.76,7.11,-7.54
425813,15.73,0.22,1342,0.00,0.00,16,26.05,25.50,9.93,-1.49,0.82,74.90,3.43,0.00,13.76,7.11,-7.50
425892,15.96,0.23,1368,0.00,0.00,16,26.41,26.00,10.17,-1.49,0.82,74.90,3.79,0.00,13.68,7.25,-7.44
425954,15.85,0.23,1363,0.00,0.00,16,26.76,26.50,10.38,-1.49,0.82,74.90,3.78,0.00,13.76,7.25,-7.37
426032,15.96,0.22,1381,0.00,0.00,16,26.76,26.50,10.48,-1.49,0.82,74.90,3.83,0.00,13.68,7.40,-7.31
426095,15.85,0.23,1406,0.00,0.00,16,27.11,26.50,10.45,-1.49,0.82,74.90,3.86,0.00,13.68,7.40,-7.27
426177,15.62,0.23,1394,0.00,0.00,16,27.11,27.00,10.64,-1.49,0.82,74.90,3.90,0.00,13.68,7.40,-7.23
426240,15.39,0.22,1393,0.00,0.00,16,27.46,27.00,10.69,-1.49,0.82,74.90,3.87,0.00,13.76,7.40,-7.17
426318,15.39,0.24,1380,0.00,0.00,16,27.81,27.00,10.85,-1.49,0.82,74.90,3.86,0.00,13.68,7.55,-7.14
426380,15.16,0.24,1382,0.00,0.00,16,27.46,27.50,11.05,-1.49,0.82,74.90,3.83,0.00,13.68,7.55,-7.08
426459,15.04,0.24,1368,0.00,0.00,16,27.46,27.00,10.94,-1.49,0.82,74.90,3.79,0.00,13.60,7.69,-7.02
426521,14.93,0.24,1383,0.00,0.00,16,27.81,27.50,10.94,-1.49,0.82,74.90,4.13,0.00,13.68,7.69,-6.98
426599,14.81,0.23,1398,0.00,0.00,16,27.46,27.00,11.15,-1.49,0.82,74.90,3.88,0.00,13.68,7.69,-6.94
426662,14.81,0.23,1449,0.00,0.00,16,27.81,27.50,10.99,-1.49,0.82,74.90,4.02,0.00,13.68,7.69,-6.98
426740,14.70,0.22,1479,0.00,0.00,16,27.81,27.50,10.85,-1.49,0.82,74.90,3.79,0.00,13.76,7.69,-7.02
426802,14.81,0.22,1488,0.00,0.00,16,28.16,27.50,10.94,-1.49,0.82,74.90,3.81,0.00,13.68,7.69,-7.08
426880,14.81,0.22,1521,0.00,0.00,16,28.52,28.50,11.19,-1.49,0.82,74.90,3.89,0.00,13.68,7.55,-7.15
426943,15.04,0.22,1551,0.00,0.00,16,28.87,28.50,11.25,-1.49,0.82,74.90,3.97,0.00,13.76,7.55,-7.25
427021,15.62,0.22,1596,0.00,0.00,16,29.22,28.50,11.25,-1.49,0.82,74.90,3.99,0.00,13.76,7.40,-7.31
427099,15.62,0.21,1632,0.00,0.00,16,29.92,29.50,11.35,-1.49,0.82,74.90,4.43,0.00,13.76,7.40,-7.44
427162,15.50,0.21,1656,0.00,0.00,16,30.62,30.00,11.45,-1.49,0.82,74.90,4.18,0.00,13.76,7.25,-7.60
427240,15.39,0.21,1653,0.00,0.00,16,30.98,30.50,11.40,-1.49,0.82,74.90,4.23,0.00,13.76,7.11,-7.73
427302,15.16,0.21,1670,0.00,0.00,16,30.98,30.50,11.40,-1.49,0.82,74.90,4.27,0.00,13.68,6.96,-7.83
427380,14.93,0.21,1710,0.00,0.00,16,31.68,31.50,11.40,-1.49,0.82,74.90,4.38,0.00,13.68,6.82,-7.95
427443,14.81,0.20,1740,0.00,0.00,16,32.38,32.00,11.44,-1.49,0.82,74.90,4.46,0.00,13.76,6.82,-8.04
427521,14.81,0.19,1755,0.00,0.00,16,32.38,32.00,11.45,-1.49,0.82,74.90,4.12,0.00,13.84,6.53,-8.18
427583,14.81,0.20,1764,0.00,0.00,16,32.73,32.50,11.56,-1.49,0.82,74.90,4.52,0.00,13.76,6.53,-8.24
427662,14.81,0.19,1787,0.00,0.00,16,33.09,33.00,11.29,-1.49,0.82,74.90,4.19,0.00,13.76,6.38,-8.30
427724,14.81,0.19,1810,0.00,0.00,16,33.44,33.00,11.29,-1.49,0.82,74.90,4.25,0.00,13.76,6.38,-8.35
427802,14.81,0.19,1823,0.00,0.00,16,33.44,33.00,11.35,-1.49,0.82,74.90,4.28,0.00,13.76,6.24,-8.39
427876,14.70,0.19,1838,0.00,0.00,16,33.44,33.00,11.35,-1.49,0.82,74.90,4.28,0.00,13.76,6.24,-8.43
427938,14.70,0.18,1858,0.00,0.00,16,34.14,33.50,11.35,-1.49,0.82,74.90,4.31,0.00,13.76,6.24,-8.49
428005,14.81,0.19,1869,0.00,0.00,16,34.14,34.00,11.40,-1.49,0.82,74.90,4.36,0.00,13.76,6.24,-8.51
428084,14.81,0.18,1876,0.00,0.00,16,33.79,34.00,11.56,-1.49,0.82,74.90,4.39,0.00,13.76,6.24,-8.59
428146,14.81,0.18,1885,0.00,0.00,16,33.79,34.00,10.84,-1.49,0.82,74.90,4.02,0.00,13.76,6.09,-8.68
428224,14.81,0.17,1889,0.00,0.00,16,34.14,34.00,10.89,-1.49,0.82,74.90,4.03,0.00,13.68,5.95,-8.76
428287,14.70,0.17,1892,0.00,0.00,16,34.14,34.00,10.78,-1.49,0.82,74.90,4.04,0.00,13.68,5.95,-8.84
428365,14.70,0.17,1895,0.00,0.00,16,33.79,33.50,10.84,-1.49,0.82,74.90,4.04,0.00,13.68,5.80,-8.89
428443,14.59,0.16,1907,0.00,0.00,16,34.14,34.00,10.54,-1.49,0.82,74.90,4.07,0.00,13.76,5.80,-8.95
428506,14.70,0.16,1910,0.00,0.00,16,34.14,34.00,10.38,-1.49,0.82,74.90,4.08,0.00,13.76,5.66,-8.99
428571,14.70,0.16,1912,0.00,0.00,16,34.14,33.50,10.27,-1.49,0.82,74.90,3.67,0.00,13.68,5.66,-9.03
428653,14.70,0.16,1918,0.00,0.00,16,34.14,34.00,10.43,-1.49,0.80,74.90,4.09,0.00,13.68,5.66,-9.07
428715,14.70,0.16,1944,0.00,0.00,16,34.49,34.00,10.48,-1.49,0.80,74.90,4.15,0.00,13.68,5.66,-9.11
428794,14.81,0.15,1956,0.00,0.00,16,34.49,34.00,10.08,-1.49,0.80,74.90,3.75,0.00,13.76,5.66,-9.17
428856,14.81,0.15,1946,0.00,0.00,16,34.14,34.00,9.84,-1.49,0.80,74.90,3.75,0.00,13.68,5.51,-9.18
428934,14.81,0.16,1918,0.00,0.00,16,33.79,34.00,9.97,-1.49,0.80,74.90,3.74,0.00,13.68,5.51,-9.22
428997,14.81,0.16,1910,0.00,0.00,16,34.14,33.50,9.92,-1.49,0.80,74.90,3.67,0.00,13.68,5.51,-9.24
429075,14.81,0.15,1914,0.00,0.00,16,33.79,33.50,10.08,-1.49,0.80,74.90,3.67,0.00,13.76,5.37,-9.24
429137,14.81,0.15,1939,0.00,0.00,16,34.14,34.00,9.83,-1.49,0.80,74.90,3.72,0.00,13.68,5.51,-9.26
429215,14.93,0.15,1960,0.00,0.00,16,34.14,34.00,9.84,-1.49,0.80,74.90,3.76,0.00,13.68,5.37,-9.28
429281,14.81,0.17,1950,0.00,0.00,16,34.14,34.00,9.93,-1.49,0.80,74.90,3.74,0.00,13.68,5.37,-9.30
429359,14.93,0.16,1926,0.00,0.00,16,33.79,33.50,9.97,-1.49,0.80,74.90,3.70,0.00,13.68,5.37,-9.30
429426,14.93,0.16,1907,0.00,0.00,16,33.44,33.50,10.08,-1.49,0.80,74.90,3.66,0.00,13.76,5.37,-9.28
429491,14.93,0.16,1890,0.00,0.00,16,33.44,33.00,9.93,-1.49,0.80,74.90,3.63,0.00,13.68,5.37,-9.26
429569,14.93,0.15,1899,0.00,0.00,16,33.79,33.00,9.88,-1.49,0.80,74.90,3.65,0.00,13.68,5.37,-9.26
429631,14.81,0.15,1916,0.00,0.00,16,33.79,33.50,9.79,-1.49,0.80,74.90,3.69,0.00,13.68,5.37,-9.26
429709,14.81,0.16,1894,0.00,0.00,16,33.79,33.50,10.03,-1.49,0.80,74.90,3.68,0.00,13.76,5.37,-9.26
429772,14.81,0.16,1882,0.00,0.00,16,33.44,33.50,10.23,-1.49,0.80,74.90,3.64,0.00,13.68,5.37,-9.26
429850,14.81,0.16,1891,0.00,0.00,16,33.44,33.00,9.97,-1.49,0.80,74.90,3.63,0.00,13.76,5.37,-9.26
429929,14.93,0.16,1893,0.00,0.00,16,33.79,33.00,9.88,-1.49,0.80,74.90,3.63,0.00,13.76,5.37,-9.24
429992,15.04,0.16,1922,0.00,0.00,16,34.14,33.50,10.23,-1.49,0.82,74.90,4.10,0.00,13.68,5.51,-9.20
430070,15.16,0.16,1940,0.00,0.00,16,34.14,34.00,10.48,-1.49,0.82,74.90,3.72,0.00,13.68,5.51,-9.18
430133,15.16,0.16,1942,0.00,0.00,16,34.49,34.00,10.45,-1.49,0.82,74.90,3.73,0.00,13.76,5.66,-9.11
430211,15.16,0.16,1929,0.00,0.00,16,34.14,34.00,10.49,-1.49,0.82,74.90,3.70,0.00,13.68,5.66,-9.09
430273,15.04,0.17,1924,0.00,0.00,16,34.14,34.00,10.49,-1.49,0.82,74.90,3.69,0.00,13.68,5.66,-9.05
430351,14.93,0.17,1912,0.00,0.00,16,34.49,34.00,10.74,-1.49,0.82,74.90,4.08,0.00,13.76,5.66,-8.99
430419,14.81,0.17,1914,0.00,0.00,16,34.49,34.00,10.99,-1.49,0.82,74.90,4.08,0.00,13.76,5.80,-8.89
430481,14.81,0.19,1918,0.00,0.00,16,34.84,34.50,11.09,-1.49,0.84,74.90,4.09,0.00,13.76,5.80,-8.84
430559,15.04,0.19,1956,0.00,0.00,16,35.90,35.50,11.93,-1.49,0.86,74.90,4.53,0.00,13.76,5.95,-8.60
430622,15.16,0.20,1976,0.00,0.00,16,36.95,36.00,12.69,-1.49,0.86,74.90,4.59,0.00,13.68,6.24,-8.35
430700,15.04,0.21,1970,0.00,0.00,16,36.95,36.50,13.07,-1.49,0.88,74.90,4.64,0.00,13.76,6.38,-8.18
430762,15.04,0.20,1950,0.00,0.00,16,36.95,37.00,13.58,-1.49,0.88,74.90,4.99,0.00,13.76,6.53,-7.93
430840,14.93,0.22,1949,0.00,0.00,16,37.30,36.50,13.96,-1.49,0.88,74.90,4.99,0.00,13.76,6.82,-7.75
430918,15.04,0.23,1986,0.00,0.00,16,38.01,38.00,14.28,-1.49,0.90,74.90,5.51,0.00,13.76,6.96,-7.52
430981,15.04,0.24,2020,0.00,0.00,16,39.06,39.00,15.18,-1.80,0.92,74.90,5.60,0.00,13.76,7.11,-7.29
431059,15.27,0.25,2040,0.00,0.00,16,39.41,39.00,16.07,-1.80,0.92,74.90,5.66,0.00,13.68,7.55,-7.10
431122,15.50,0.24,2039,0.00,0.00,16,39.41,39.50,16.74,-1.80,0.92,74.90,5.65,0.00,13.68,7.69,-6.92
431200,15.50,0.24,2051,0.00,0.00,16,40.12,39.50,17.19,-1.80,0.94,74.90,6.13,0.00,13.76,7.84,-6.85
431262,15.39,0.25,2094,0.00,0.00,16,40.47,40.00,17.11,-1.80,0.94,74.90,5.81,0.00,13.68,7.98,-6.75
431329,15.16,0.27,2142,0.00,0.00,16,41.52,41.00,18.10,-2.11,0.96,74.90,6.40,0.00,13.76,7.98,-6.61
431408,15.50,0.27,2168,0.00,0.00,16,42.23,41.50,19.35,-2.11,0.96,74.90,6.86,0.00,13.68,8.27,-6.36
431470,15.50,0.28,2220,0.00,0.00,16,42.58,42.00,19.73,-2.42,0.96,74.90,6.94,0.00,13.68,8.42,-6.25
431548,15.16,0.28,2244,0.00,0.00,16,42.93,42.50,20.40,-2.42,0.96,74.90,7.10,0.00,13.68,8.42,-6.13
431626,14.93,0.29,2295,0.00,0.00,16,43.63,43.00,20.92,-2.11,0.98,74.90,7.18,0.00,13.68,8.56,-6.03
431689,14.81,0.30,2310,0.00,0.00,16,43.98,43.50,21.62,-2.11,0.98,74.90,7.89,0.00,13.68,8.71,-5.92
431767,14.81,0.31,2360,0.00,0.00,16,44.34,44.50,22.77,-1.80,1.00,74.90,8.05,0.00,13.68,8.85,-5.78
431829,14.81,0.30,2382,0.00,0.00,16,44.69,44.50,23.25,-1.80,1.00,74.90,8.64,0.00,13.68,8.85,-5.65
431907,14.81,0.31,2432,0.00,0.00,16,44.69,44.50,24.03,-2.11,1.00,74.90,8.82,0.00,13.68,9.00,-5.55
431970,14.70,0.30,2492,0.00,0.00,16,44.34,44.00,24.51,-1.80,1.02,74.90,9.04,0.00,13.68,9.14,-5.47
432048,14.81,0.32,2535,0.00,0.00,16,43.98,43.50,26.51,-1.80,1.02,74.90,9.74,0.00,13.68,9.29,-5.43
432111,14.70,0.32,2552,0.00,0.00,16,43.63,43.50,27.36,-2.11,1.02,74.90,9.80,0.00,13.68,9.29,-5.32
432189,14.70,0.32,2598,0.00,0.00,16,43.63,43.50,27.79,-2.11,1.02,74.90,10.53,0.00,13.68,9.43,-5.32
