Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Battery Voltage (V),Alternator Duty (%)
1346585,22.74,0.25,2055,0.00,0.00,16,37.30,37.00,8.71,6.17,-1.60,0.64,13.68,0.00
1346786,12.29,0.09,2125,0.00,0.00,16,15.16,15.50,4.64,3.78,-1.90,0.64,13.60,0.00
1346974,15.39,0.07,1858,0.00,0.00,16,14.10,14.00,3.77,4.12,-1.60,0.64,13.68,0.00
1347168,23.77,0.14,1571,0.00,0.00,16,14.10,14.00,3.77,6.55,-1.60,0.74,13.60,0.00
1347360,23.89,0.14,1577,0.00,0.00,16,19.02,18.00,4.79,7.50,-1.60,0.76,13.68,0.00
1347549,23.08,0.10,2131,0.00,0.00,16,17.62,21.00,4.64,7.21,-2.51,0.76,13.76,0.00
1347742,13.44,0.13,2347,0.00,0.00,16,4.26,4.00,4.50,10.04,-3.11,0.76,13.68,0.00
1347929,15.16,0.14,2338,0.00,0.00,16,12.34,12.00,4.93,11.05,-3.11,0.76,13.68,0.00
1348117,13.90,0.13,2332,0.00,0.00,16,7.42,7.50,4.93,10.23,-2.82,0.76,13.76,0.00
1348304,14.01,0.14,2296,0.00,0.00,16,9.88,11.00,4.79,10.54,-2.82,0.76,13.68,0.00
1348507,14.36,0.15,2308,0.00,0.00,16,16.21,18.00,4.79,10.85,-2.82,0.80,13.76,0.00
1348696,14.13,0.17,2282,0.00,0.00,16,27.11,28.50,5.37,12.85,-2.82,0.82,13.68,0.00
1348887,13.67,0.19,2298,0.00,0.00,16,34.14,33.00,5.95,13.95,-2.82,0.86,13.76,0.00
1349078,13.90,0.22,2309,0.00,0.00,16,42.23,42.00,6.67,16.66,-2.82,0.88,13.68,0.00
1349267,13.78,0.22,2303,0.00,0.00,16,42.23,42.50,7.25,17.35,-2.82,0.90,13.68,0.00
1349460,14.36,0.23,2328,0.00,0.00,16,42.93,42.50,7.40,17.71,-2.82,0.88,13.60,0.00
1349652,14.24,0.22,2344,0.00,0.00,16,42.58,42.50,7.25,17.11,-2.82,0.88,13.68,0.00
1349827,14.24,0.21,2325,0.00,0.00,16,42.23,42.00,7.11,16.51,-2.82,0.86,13.60,0.00
1350030,14.24,0.21,2336,0.00,0.00,16,42.23,42.00,7.11,16.44,-2.82,0.86,13.68,0.00
1350217,14.47,0.21,2377,0.00,0.00,16,42.23,42.00,6.96,16.44,-3.11,0.86,13.60,0.00
1350405,14.59,0.21,2340,0.00,0.00,16,42.58,42.00,6.96,16.58,-2.82,0.86,13.60,0.00
1350606,14.13,0.20,2353,0.00,0.00,16,41.88,41.50,6.96,15.85,-3.11,0.82,13.68,0.00
1350786,14.13,0.16,2354,0.00,0.00,16,20.78,19.00,5.95,11.99,-3.11,0.76,13.60,0.00
1350978,13.55,0.14,2350,0.00,0.00,16,13.05,9.50,5.22,10.89,-2.82,0.76,13.68,0.00
1351166,13.78,0.13,2331,0.00,0.00,16,6.02,7.00,4.79,10.13,-2.82,0.76,13.60,0.00
1351353,14.36,0.12,2309,0.00,0.00,16,8.83,10.50,4.79,10.28,-2.82,0.76,13.68,0.00
1351556,14.01,0.13,2315,0.00,0.00,16,8.83,7.00,4.64,9.79,-2.82,0.76,13.76,0.00
1351744,14.01,0.12,2282,0.00,0.00,16,7.42,9.50,4.64,9.61,-2.82,0.76,13.68,0.00
1351940,13.78,0.12,2281,0.00,0.00,16,9.18,9.00,4.50,9.39,-2.51,0.76,13.76,0.00
1352122,14.01,0.12,2270,0.00,0.00,16,9.53,9.50,4.64,9.26,-2.51,0.76,13.68,0.00
1352310,14.13,0.13,2242,0.00,0.00,16,12.70,12.50,4.64,9.35,-2.51,0.76,13.76,0.00
1352513,14.13,0.13,2236,0.00,0.00,16,16.56,14.50,4.79,9.66,-2.51,0.78,13.76,0.00
1352700,14.24,0.14,2206,0.00,0.00,16,17.97,19.00,4.93,8.82,-2.51,0.78,13.68,0.00
1352888,14.47,0.13,2209,0.00,0.00,16,16.56,16.00,4.93,10.23,-2.51,0.78,13.68,0.00
1353075,13.90,0.13,2207,0.00,0.00,16,15.16,19.00,5.08,9.97,-2.51,0.78,13.60,0.00
1353278,14.13,0.14,2202,0.00,0.00,16,20.08,20.50,5.08,10.28,-2.51,0.80,13.68,0.00
1353466,14.01,0.15,2218,0.00,0.00,16,22.54,22.00,5.22,10.89,-2.51,0.82,13.60,0.00
1353653,14.13,0.17,2206,0.00,0.00,16,29.22,28.50,5.66,12.15,-2.51,0.84,13.68,0.00
1353841,13.67,0.19,2200,0.00,0.00,16,38.01,37.50,6.24,14.15,-2.51,0.88,13.60,0.00
1354028,13.67,0.22,2205,0.00,0.00,16,41.17,40.50,6.96,16.14,-2.51,0.90,13.68,0.00
1354231,13.90,0.22,2223,0.00,0.00,16,40.47,40.00,7.40,15.55,-2.51,0.90,13.60,0.00
1354419,14.59,0.23,2230,0.00,0.00,16,41.52,41.50,7.40,17.03,-2.51,0.90,13.68,0.00
1354606,14.47,0.22,2233,0.00,0.00,16,41.52,41.50,7.40,16.74,-2.51,0.88,13.68,0.00
1354794,14.24,0.20,2259,0.00,0.00,16,40.82,40.50,7.25,14.73,-2.51,0.86,13.68,0.00
1354997,14.13,0.19,2255,0.00,0.00,16,35.55,36.00,6.82,14.92,-2.51,0.84,13.68,0.00
1355184,14.81,0.19,2241,0.00,0.00,16,36.60,36.50,6.53,14.22,-2.51,0.84,13.68,0.00
1355372,14.24,0.18,2250,0.00,0.00,16,32.38,32.00,6.24,13.32,-2.51,0.84,13.68,0.00
1355557,14.24,0.18,2278,0.00,0.00,16,32.73,31.00,6.24,13.45,-2.82,0.84,13.76,0.00
1355760,14.01,0.17,2252,0.00,0.00,16,29.57,32.00,6.24,13.32,-2.51,0.84,13.68,0.00
1355947,14.13,0.18,2283,0.00,0.00,16,30.98,30.50,6.24,13.32,-2.82,0.84,13.68,0.00
1356135,14.47,0.18,2276,0.00,0.00,16,35.55,35.50,6.24,14.22,-2.82,0.84,13.60,0.00
1356322,13.90,0.17,2328,0.00,0.00,16,30.98,31.50,6.24,13.45,-2.82,0.84,13.68,0.00
1356510,14.01,0.18,2266,0.00,0.00,16,34.14,34.00,6.24,13.84,-2.82,0.84,13.60,0.00
1356716,13.78,0.18,2290,0.00,0.00,16,34.84,34.50,6.24,13.95,-2.82,0.84,13.68,0.00
1356906,13.90,0.16,2284,0.00,0.00,16,22.89,22.50,6.09,10.07,-2.82,0.72,13.60,0.00
1357095,13.55,0.10,2226,0.00,0.00,16,7.07,8.00,4.35,5.84,-2.82,0.64,13.60,0.00
1357290,13.32,0.10,2252,0.00,0.00,16,15.16,15.50,3.34,7.65,-2.51,0.64,13.68,0.00
1357477,15.39,0.09,2238,0.00,0.00,16,15.16,15.00,3.48,7.29,-2.51,0.64,13.68,0.00
1357669,20.56,0.09,2215,0.00,0.00,16,15.16,15.00,3.48,6.95,-2.51,0.64,13.76,0.00
1357850,25.50,0.09,2205,0.00,0.00,16,15.16,15.00,3.48,6.33,-2.51,0.64,13.68,0.00
1358050,23.77,0.08,2190,0.00,0.00,16,14.80,15.00,3.48,6.15,-2.51,0.64,13.68,0.00
1358238,24.12,0.09,2156,0.00,0.00,16,14.80,14.50,3.48,6.15,-2.20,0.64,13.76,0.00
1358425,23.66,0.08,2132,0.00,0.00,16,14.45,14.50,3.48,5.52,-2.20,0.64,13.68,0.00
1358613,24.23,0.08,2103,0.00,0.00,16,14.45,14.00,3.34,5.36,-2.20,0.64,13.76,0.00
1358816,23.89,0.08,2068,0.00,0.00,16,14.45,14.00,3.34,5.17,-1.90,0.64,13.68,0.00
1359008,24.35,0.07,2035,0.00,0.00,16,14.10,14.00,3.19,4.91,-1.90,0.64,13.68,0.00
1359196,24.12,0.07,2016,0.00,0.00,16,14.10,14.00,3.19,4.55,-1.90,0.64,13.68,0.00
1359383,23.89,0.07,1971,0.00,0.00,16,14.10,14.00,3.19,4.79,-1.60,0.64,13.68,0.00
1359571,24.00,0.08,1762,0.00,0.00,16,14.10,14.00,3.19,4.79,-1.60,0.64,13.68,0.00
1359774,23.89,0.10,1462,0.00,0.00,16,14.10,14.00,3.19,5.08,-1.60,0.64,13.60,0.00
1359961,24.00,0.12,1216,0.00,0.00,16,14.10,22.00,3.48,4.79,-1.60,0.64,13.68,0.00
1360149,24.00,0.11,1242,0.00,0.00,16,14.10,22.00,3.63,4.63,-1.60,0.64,13.60,0.00
1360336,23.66,0.11,1216,0.00,0.00,16,14.10,22.00,3.48,4.29,-1.60,0.64,13.68,0.00
1360531,23.66,0.11,1133,0.00,0.00,16,14.10,22.00,3.48,4.26,-1.30,0.64,13.60,0.00
1360719,23.08,0.12,1044,0.00,0.00,16,14.10,22.00,3.63,4.15,-1.30,0.64,13.68,0.00
1360907,17.92,0.10,1029,0.00,0.00,16,14.10,22.00,3.77,3.62,-1.30,0.64,13.68,0.00
1361110,13.09,0.10,1028,0.00,0.00,16,14.10,22.00,3.77,3.45,-1.30,0.64,13.68,0.00
1361297,12.17,0.10,1002,0.00,0.00,16,14.10,22.00,3.77,3.53,-1.30,0.64,13.68,0.00
1361485,11.60,0.10,966,0.00,0.00,16,14.10,22.00,3.77,3.47,-1.30,0.64,13.68,0.00
1361672,11.60,0.12,933,0.00,0.00,16,14.10,22.00,3.92,3.62,-1.30,0.64,13.68,0.00
1361860,12.06,0.11,909,0.00,0.00,16,14.10,22.00,4.06,3.34,-1.30,0.64,13.68,0.00
1362063,12.63,0.10,896,0.00,0.00,16,14.10,22.00,4.06,2.94,-1.30,0.64,13.68,0.00
1362250,12.86,0.10,876,0.00,0.00,16,14.10,22.00,4.21,2.91,-1.30,0.64,13.68,0.00
1362438,12.98,0.11,844,0.00,0.00,16,14.10,22.00,4.21,2.97,-1.30,0.64,13.68,0.00
1362625,13.09,0.11,807,0.00,0.00,16,14.10,22.00,4.35,2.95,-1.30,0.64,13.68,0.00
1362828,12.98,0.11,790,0.00,0.00,16,14.10,22.00,4.64,3.06,-1.30,0.64,13.60,0.00
1363016,13.55,0.11,789,0.00,0.00,16,14.10,22.00,4.79,2.91,-1.30,0.64,13.68,0.00
1363204,14.47,0.12,789,0.00,0.00,16,14.10,22.00,4.93,3.16,-1.30,0.64,13.60,0.00
1363391,15.16,0.12,829,0.00,0.00,16,14.10,17.50,5.08,3.29,-1.30,0.64,13.68,0.00
1363594,15.50,0.11,849,0.00,0.00,16,14.10,15.00,4.93,3.17,-1.30,0.64,13.60,0.00
1363782,15.96,0.12,823,0.00,0.00,16,14.10,17.00,4.93,3.29,-1.30,0.64,13.68,0.00
1363976,16.19,0.12,850,0.00,0.00,16,14.10,14.00,4.93,3.38,-1.30,0.64,13.68,0.00
1364167,16.31,0.12,869,0.00,0.00,16,14.10,12.00,4.93,3.27,-1.30,0.64,13.60,0.00
1364356,16.42,0.11,851,0.00,0.00,16,14.10,14.00,4.79,3.22,-1.30,0.64,13.68,0.00
1364549,16.31,0.12,850,0.00,0.00,16,14.10,14.00,4.79,3.34,-1.30,0.64,13.68,0.00
1364737,16.19,0.12,857,0.00,0.00,16,14.10,13.00,4.93,3.36,-1.30,0.64,13.68,0.00
1364930,16.08,0.12,868,0.00,0.00,16,14.10,12.50,4.79,3.36,-1.30,0.64,13.68,0.00
1365120,15.85,0.11,868,0.00,0.00,16,14.10,12.50,4.79,3.31,-1.30,0.64,13.68,0.00
1365310,15.85,0.12,857,0.00,0.00,16,14.10,14.00,4.79,3.38,-1.30,0.64,13.68,0.00
1365500,15.50,0.12,872,0.00,0.00,16,14.10,12.50,4.79,3.36,-1.30,0.64,13.68,0.00
1365693,15.50,0.12,880,0.00,0.00,16,14.10,12.00,4.79,3.36,-1.30,0.64,13.68,0.00
1365883,15.50,0.11,880,0.00,0.00,16,14.10,12.00,4.79,3.34,-1.30,0.64,13.68,0.00
1366071,15.39,0.11,889,0.00,0.00,16,14.10,11.50,4.64,3.31,-1.30,0.64,13.60,0.00
1366258,15.39,0.11,883,0.00,0.00,16,14.10,12.50,4.64,3.31,-1.30,0.64,13.68,0.00
1366446,15.39,0.12,864,0.00,0.00,16,14.10,14.50,4.64,3.31,-1.30,0.64,13.60,0.00
1366634,15.16,0.11,882,0.00,0.00,16,14.10,13.00,4.64,3.36,-1.30,0.64,13.68,0.00
1366836,15.16,0.11,877,0.00,0.00,16,14.10,13.50,4.64,3.27,-1.30,0.64,13.60,0.00
1367024,15.04,0.11,870,0.00,0.00,16,14.10,14.00,4.64,3.31,-1.30,0.64,13.68,0.00
1367211,14.93,0.11,879,0.00,0.00,16,14.10,13.00,4.64,3.27,-1.30,0.64,13.60,0.00
1367399,14.93,0.11,876,0.00,0.00,16,14.10,13.50,4.50,3.22,-1.30,0.64,13.68,0.00
1367588,14.81,0.11,880,0.00,0.00,16,14.10,13.00,4.64,3.22,-1.30,0.64,13.60,0.00
1367791,14.81,0.11,876,0.00,0.00,16,14.10,13.50,4.50,3.22,-1.30,0.64,13.68,0.00
1367978,14.81,0.11,866,0.00,0.00,16,14.10,14.50,4.50,3.17,-1.30,0.64,13.68,0.00
1368166,14.81,0.11,871,0.00,0.00,16,14.10,14.00,4.50,3.17,-1.30,0.64,13.68,0.00
1368354,14.81,0.11,858,0.00,0.00,16,14.10,15.50,4.50,3.19,-1.30,0.64,13.68,0.00
1368542,14.81,0.11,878,0.00,0.00,16,14.10,13.00,4.64,3.17,-1.30,0.64,13.76,0.00
1368745,14.81,0.11,856,0.00,0.00,16,14.10,15.00,4.50,3.16,-1.30,0.64,13.68,0.00
1368932,14.93,0.11,854,0.00,0.00,16,14.10,15.00,4.50,3.17,-1.30,0.64,13.68,0.00
1369120,14.81,0.11,855,0.00,0.00,16,14.10,15.00,4.64,3.16,-1.30,0.64,13.68,0.00
1369307,14.81,0.11,852,0.00,0.00,16,14.10,15.00,4.50,3.11,-1.30,0.64,13.68,0.00
1369510,14.70,0.11,842,0.00,0.00,16,14.10,16.00,4.64,3.13,-1.30,0.64,13.52,0.00
1369698,14.70,0.11,859,0.00,0.00,16,14.10,13.50,4.50,3.13,-1.30,0.64,13.68,0.00
1369885,14.81,0.11,856,0.00,0.00,16,14.10,14.00,4.50,3.08,-1.30,0.64,13.52,0.00
1370089,14.81,0.11,844,0.00,0.00,16,14.10,15.00,4.50,3.11,-1.30,0.64,13.68,0.00
1370276,14.81,0.11,834,0.00,0.00,16,14.10,16.00,4.50,3.11,-1.30,0.64,13.44,0.00
1370473,14.93,0.11,840,0.00,0.00,16,14.10,15.00,4.64,3.11,-1.30,0.64,13.68,0.00
1370663,14.70,0.11,862,0.00,0.00,16,14.10,12.50,4.64,3.06,-1.30,0.64,13.60,0.00
1370851,14.70,0.11,846,0.00,0.00,16,14.10,14.50,4.50,3.03,-1.30,0.64,13.60,0.00
1371038,14.70,0.11,832,0.00,0.00,16,14.10,15.50,4.50,3.06,-1.30,0.64,13.68,0.00
1371226,14.59,0.11,842,0.00,0.00,16,14.10,14.00,4.64,3.08,-1.30,0.64,13.68,0.00
1371413,14.70,0.11,850,0.00,0.00,16,14.10,13.00,4.50,3.03,-1.30,0.64,13.68,0.00
1371616,14.81,0.11,823,0.00,0.00,16,14.10,16.00,4.50,3.06,-1.30,0.64,13.68,0.00
1371804,14.81,0.11,817,0.00,0.00,16,14.10,16.50,4.64,3.11,-1.30,0.64,13.68,0.00
1371991,14.81,0.11,834,0.00,0.00,16,14.10,13.00,4.64,3.11,-1.30,0.64,13.60,0.00
1372179,14.70,0.11,841,0.00,0.00,16,14.10,13.50,4.64,3.08,-1.30,0.64,13.68,0.00
1372382,14.70,0.11,844,0.00,0.00,16,14.10,14.00,4.64,3.11,-1.30,0.64,13.60,0.00
1372569,14.70,0.11,837,0.00,0.00,16,14.10,14.00,4.64,3.11,-1.30,0.64,13.60,0.00
1372761,14.70,0.11,843,0.00,0.00,16,14.10,13.00,4.64,3.13,-1.30,0.64,13.68,0.00
1372955,14.70,0.11,852,0.00,0.00,16,14.10,12.50,4.64,3.11,-1.30,0.64,13.52,0.00
1373147,14.81,0.11,846,0.00,0.00,16,14.10,13.00,4.64,3.13,-1.30,0.64,13.52,0.00
1373339,14.81,0.11,842,0.00,0.00,16,14.10,13.50,4.64,3.11,-1.30,0.64,13.68,0.00
1373530,14.70,0.11,834,0.00,0.00,16,14.10,14.50,4.64,3.11,-1.30,0.64,13.52,0.00
1373719,14.59,0.11,846,0.00,0.00,16,14.10,13.00,4.64,3.13,-1.30,0.64,13.68,0.00
1373911,14.70,0.11,832,0.00,0.00,16,14.10,14.50,4.64,3.11,-1.30,0.64,13.52,0.00
1374104,14.59,0.11,838,0.00,0.00,16,14.10,14.00,4.64,3.11,-1.30,0.64,13.68,0.00
1374295,14.59,0.11,844,0.00,0.00,16,14.10,13.00,4.64,3.08,-1.30,0.64,13.60,0.00
1374485,14.47,0.11,834,0.00,0.00,16,14.10,14.50,4.64,3.11,-1.30,0.64,13.68,0.00
1374675,14.47,0.11,846,0.00,0.00,16,14.10,13.00,4.64,3.11,-1.30,0.64,13.68,0.00
1374869,14.47,0.11,834,0.00,0.00,16,14.10,14.50,4.64,3.11,-1.30,0.64,13.68,0.00
1375057,14.47,0.11,830,0.00,0.00,16,14.10,14.50,4.64,3.11,-1.30,0.64,13.68,0.00
1375244,14.59,0.11,848,0.00,0.00,16,14.10,13.00,4.64,3.11,-1.30,0.64,13.68,0.00
1375432,14.81,0.11,836,0.00,0.00,16,14.10,14.00,4.64,3.11,-1.30,0.64,13.60,0.00
1375620,14.93,0.11,831,0.00,0.00,16,14.10,14.00,4.64,3.11,-1.30,0.64,13.68,0.00
1375823,14.81,0.11,832,0.00,0.00,16,14.10,14.00,4.64,3.11,-1.30,0.64,13.60,0.00
1376010,14.70,0.11,838,0.00,0.00,16,14.10,13.50,4.64,3.11,-1.30,0.64,13.68,0.00
1376198,14.70,0.11,838,0.00,0.00,16,14.10,13.50,4.64,3.11,-1.30,0.64,13.52,0.00
1376401,14.70,0.11,841,0.00,0.00,16,14.10,13.50,4.64,3.11,-1.30,0.64,13.68,0.00
1376578,14.81,0.11,822,0.00,0.00,16,14.10,15.50,4.64,3.11,-1.30,0.64,13.60,0.00
1376784,14.70,0.11,830,0.00,0.00,16,14.10,14.00,4.64,3.13,-1.30,0.64,13.68,0.00
1376975,14.70,0.11,818,0.00,0.00,16,14.10,15.50,4.64,3.11,-1.30,0.64,13.52,0.00
1377170,14.59,0.12,804,0.00,0.00,16,14.10,16.50,4.79,3.13,-1.30,0.64,13.68,0.00
1377353,14.47,0.12,800,0.00,0.00,16,14.10,16.50,4.79,3.16,-1.30,0.66,13.52,0.00
1377547,14.47,0.18,790,0.00,0.00,16,14.10,14.00,4.93,4.49,-1.30,0.72,13.68,0.00
1380394,15.50,0.14,1230,0.00,0.00,16,14.10,22.00,3.63,5.52,-1.60,0.64,13.68,0.00
1380581,18.03,0.12,1256,0.00,0.00,16,14.10,22.00,3.48,5.10,-1.60,0.64,13.60,0.00
1380769,21.59,0.12,1187,0.00,0.00,16,14.10,22.00,3.48,4.91,-1.60,0.64,13.68,0.00
1380957,19.18,0.13,1081,0.00,0.00,16,14.10,22.00,3.63,4.73,-1.30,0.66,13.68,0.00
1381144,14.36,0.16,1020,0.00,0.00,16,14.10,14.00,4.21,5.49,-1.30,0.68,13.68,0.00
1381347,12.06,0.15,1008,0.00,0.00,16,15.16,15.00,4.64,5.10,-1.30,0.72,13.68,0.00
1381535,11.02,0.16,1126,0.00,0.00,16,17.27,17.00,5.22,5.91,-1.30,0.74,13.68,0.00
1381727,11.14,0.17,1244,0.00,0.00,16,20.43,20.50,5.66,6.95,-1.30,0.76,13.68,0.00
1381914,12.06,0.17,1273,0.00,0.00,16,22.89,22.50,5.80,7.37,-1.60,0.78,13.68,0.00
1382105,14.81,0.18,1325,0.00,0.00,16,23.59,23.50,5.95,7.86,-1.60,0.78,13.68,0.00
1382293,16.19,0.17,1360,0.00,0.00,16,24.30,24.00,6.09,7.94,-1.60,0.78,13.68,0.00
1382496,15.50,0.17,1382,0.00,0.00,16,25.00,24.50,6.09,7.90,-1.60,0.78,13.60,0.00
1382683,15.27,0.12,1479,0.00,0.00,16,20.78,22.50,4.64,3.50,-1.60,0.64,13.68,0.00
1382876,15.04,0.08,1489,0.00,0.00,16,14.10,14.00,3.63,3.50,-1.60,0.64,13.60,0.00
1383071,14.36,0.10,1300,0.00,0.00,16,14.10,20.50,3.34,4.43,-1.60,0.64,13.68,0.00
1383261,14.36,0.11,1232,0.00,0.00,16,14.10,22.00,3.48,4.43,-1.60,0.64,13.60,0.00
1383451,14.24,0.11,1166,0.00,0.00,16,14.10,22.00,3.48,4.29,-1.30,0.64,13.68,0.00
1383643,13.78,0.11,1099,0.00,0.00,16,14.10,22.00,3.63,4.15,-1.30,0.64,13.60,0.00
1383832,13.21,0.12,1029,0.00,0.00,16,14.10,22.00,3.63,4.15,-1.30,0.64,13.68,0.00
1384020,12.06,0.12,996,0.00,0.00,16,14.10,22.00,3.77,4.02,-1.30,0.64,13.68,0.00
1384212,11.71,0.12,976,0.00,0.00,16,14.10,22.00,3.92,3.88,-1.30,0.64,13.68,0.00
1384400,11.48,0.11,959,0.00,0.00,16,14.10,22.00,3.92,3.67,-1.30,0.64,13.60,0.00
1384587,11.48,0.11,951,0.00,0.00,16,14.10,22.00,3.92,3.59,-1.30,0.64,13.68,0.00
1384775,11.60,0.11,943,0.00,0.00,16,14.10,22.00,3.92,3.53,-1.30,0.64,13.68,0.00
1384978,11.71,0.11,918,0.00,0.00,16,14.10,22.00,4.06,3.38,-1.30,0.64,13.68,0.00
1385165,12.06,0.11,886,0.00,0.00,16,14.10,22.00,4.06,3.34,-1.30,0.64,13.68,0.00
1385353,12.52,0.12,849,0.00,0.00,16,14.10,22.00,4.21,3.27,-1.30,0.64,13.68,0.00
1385549,12.98,0.12,830,0.00,0.00,16,14.10,22.00,4.35,3.17,-1.30,0.64,13.60,0.00
1385737,13.55,0.12,802,0.00,0.00,16,14.10,22.00,4.50,3.16,-1.30,0.64,13.60,0.00
1385924,13.67,0.12,800,0.00,0.00,16,14.10,22.00,4.64,3.16,-1.30,0.64,13.52,0.00
1386112,14.24,0.12,802,0.00,0.00,16,14.10,22.00,4.79,3.19,-1.30,0.64,13.68,0.00
1386302,14.70,0.12,795,0.00,0.00,16,14.10,21.50,4.79,3.31,-1.30,0.64,13.60,0.00
1386489,15.16,0.12,816,0.00,0.00,16,14.10,18.50,4.93,3.34,-1.30,0.64,13.60,0.00
1386691,15.85,0.12,828,0.00,0.00,16,14.10,16.50,4.93,3.38,-1.30,0.64,13.68,0.00
1386885,16.19,0.12,852,0.00,0.00,16,14.10,14.50,4.93,3.38,-1.30,0.64,13.52,0.00
1387076,16.42,0.12,839,0.00,0.00,16,14.10,14.50,4.93,3.36,-1.30,0.64,13.68,0.00
1387264,16.31,0.12,828,0.00,0.00,16,14.10,15.50,4.93,3.40,-1.30,0.64,13.60,0.00
1387454,16.31,0.12,855,0.00,0.00,16,14.10,12.50,4.93,3.40,-1.30,0.64,13.68,0.00
1387646,16.19,0.12,852,0.00,0.00,16,14.10,13.00,4.79,3.36,-1.30,0.64,13.60,0.00
1387835,16.08,0.12,854,0.00,0.00,16,14.10,13.00,4.79,3.36,-1.30,0.64,13.68,0.00
1388023,15.96,0.12,846,0.00,0.00,16,14.10,14.00,4.79,3.40,-1.30,0.64,13.68,0.00
1388210,15.85,0.12,873,0.00,0.00,16,14.10,12.00,4.79,3.36,-1.30,0.64,13.68,0.00
1388398,15.73,0.11,888,0.00,0.00,16,14.10,10.50,4.79,3.31,-1.30,0.66,13.68,0.00
1388601,15.85,0.14,878,0.00,0.00,16,14.10,11.50,4.79,3.86,-1.30,0.68,13.68,0.00
1388788,15.50,0.13,964,0.00,0.00,16,14.10,6.00,5.08,4.32,-1.30,0.68,13.60,0.00
1388976,15.39,0.15,989,0.00,0.00,16,14.80,14.50,5.22,4.52,-1.30,0.72,13.68,0.00
1389179,14.70,0.17,1036,0.00,0.00,16,16.56,16.00,5.66,5.68,-1.30,0.74,13.60,0.00
1389367,14.24,0.18,1115,0.00,0.00,16,19.02,18.50,5.95,6.55,-1.30,0.76,13.68,0.00
1389554,14.24,0.19,1175,0.00,0.00,16,21.48,21.00,6.53,7.54,-1.30,0.78,13.52,0.00
1389742,14.59,0.20,1248,0.00,0.00,16,22.54,22.50,6.82,8.36,-1.60,0.80,13.68,0.00
1389944,14.81,0.22,1335,0.00,0.00,16,25.70,25.00,7.11,9.56,-1.60,0.82,13.60,0.00
1390132,14.93,0.21,1425,0.00,0.00,16,27.11,26.50,7.11,10.28,-1.60,0.82,13.68,0.00
1390324,15.04,0.21,1503,0.00,0.00,16,27.81,27.50,7.11,10.59,-1.60,0.82,13.60,0.00
1390515,14.93,0.20,1529,0.00,0.00,16,28.16,28.00,7.11,10.48,-1.60,0.82,13.68,0.00
1390693,15.16,0.21,1529,0.00,0.00,16,28.52,28.50,7.11,10.69,-1.60,0.84,13.68,0.00
1390896,15.16,0.22,1540,0.00,0.00,16,28.87,28.50,7.11,11.15,-1.60,0.84,13.68,0.00
1391083,14.93,0.21,1552,0.00,0.00,16,28.87,28.50,7.11,10.99,-1.60,0.84,13.68,0.00
1391271,14.81,0.16,1581,0.00,0.00,16,26.05,28.50,6.09,6.71,-1.60,0.64,13.68,0.00
1391458,14.36,0.09,1625,0.00,0.00,16,16.56,17.00,3.92,3.40,-1.60,0.64,13.68,0.00
1391646,13.32,0.10,1458,0.00,0.00,16,14.10,14.00,3.48,4.75,-1.60,0.64,13.68,0.00
1391849,14.59,0.11,1249,0.00,0.00,16,14.10,22.00,3.63,4.79,-1.60,0.66,13.60,0.00
1392036,15.62,0.14,1240,0.00,0.00,16,14.10,14.00,3.77,5.78,-1.60,0.70,13.68,0.00
1392224,16.77,0.15,1195,0.00,0.00,16,15.86,15.50,4.35,5.94,-1.30,0.72,13.60,0.00
1392411,13.78,0.16,1174,0.00,0.00,16,17.62,17.50,5.08,6.26,-1.30,0.74,13.68,0.00
1392614,11.71,0.17,1195,0.00,0.00,16,20.43,20.00,5.51,6.59,-1.60,0.74,13.60,0.00
1392802,11.71,0.17,1176,0.00,0.00,16,21.48,21.00,5.80,6.66,-1.30,0.76,13.68,0.00
1392989,13.21,0.14,1207,0.00,0.00,16,20.43,21.00,5.95,3.47,-1.30,0.64,13.60,0.00
1393180,15.16,0.10,1188,0.00,0.00,16,14.80,17.50,4.35,3.02,-1.30,0.64,13.60,0.00
1393368,16.42,0.09,1108,0.00,0.00,16,14.10,22.00,3.77,3.27,-1.30,0.64,13.68,0.00
1393557,16.31,0.10,1031,0.00,0.00,16,14.10,22.00,3.77,3.55,-1.30,0.64,13.60,0.00
1393760,16.08,0.11,996,0.00,0.00,16,14.10,22.00,3.92,3.62,-1.30,0.64,13.68,0.00
1393951,15.73,0.14,988,0.00,0.00,16,14.10,22.00,4.21,4.37,-1.30,0.70,13.68,0.00
1394144,15.39,0.15,1035,0.00,0.00,16,15.16,14.50,4.79,5.08,-1.30,0.72,13.68,0.00
1394335,14.93,0.17,1082,0.00,0.00,16,17.27,16.50,5.22,5.91,-1.30,0.74,13.68,0.00
1394523,13.90,0.19,1152,0.00,0.00,16,20.08,20.00,5.95,7.41,-1.30,0.78,13.68,0.00
1394714,14.36,0.23,1191,0.00,0.00,16,25.35,24.00,6.96,9.40,-1.60,0.82,13.68,0.00
