Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Fuel Pump Duty (%),Injector Duty Cycle (%),Alternator Duty (%),Battery Voltage (V),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level)
215556,14.93,0.13,2279,0.00,0.00,16,36.60,35.50,9.97,-2.42,0.78,74.90,3.89,0.00,13.60,4.93,-14.70
215618,14.81,0.14,2246,0.00,0.00,16,35.55,35.50,10.03,-2.42,0.78,74.90,3.89,0.00,13.68,4.93,-9.73
215697,14.81,0.14,2262,0.00,0.00,16,36.60,36.00,10.38,-2.42,0.78,74.90,4.31,0.00,13.60,4.93,-9.73
215759,15.04,0.14,2278,0.00,0.00,16,36.60,36.00,10.49,-2.42,0.78,74.90,4.37,0.00,13.60,4.93,-9.75
215837,15.27,0.15,2282,0.00,0.00,16,36.95,36.50,10.43,-2.42,0.80,74.90,4.87,0.00,13.60,4.93,-9.67
215915,15.04,0.16,2247,0.00,0.00,16,37.66,37.00,11.29,-2.42,0.82,74.90,4.79,0.00,13.68,5.08,-9.42
215978,14.81,0.16,2273,0.00,0.00,16,38.01,37.50,11.82,-2.42,0.82,74.90,4.85,0.00,13.60,5.51,-9.17
216056,14.59,0.17,2270,0.00,0.00,16,38.36,38.00,12.10,-2.73,0.84,74.90,4.84,0.00,13.68,5.66,-8.95
216118,14.47,0.18,2280,0.00,0.00,16,39.41,38.50,13.09,-2.73,0.84,74.90,4.86,0.00,13.68,5.95,-8.74
216196,14.36,0.19,2268,0.00,0.00,16,40.47,39.50,14.40,-2.73,0.86,74.90,5.32,0.00,13.60,6.09,-8.53
216259,14.70,0.20,2294,0.00,0.00,16,41.17,40.00,14.98,-2.73,0.86,74.90,5.38,0.00,13.60,6.24,-8.31
216337,15.04,0.21,2294,0.00,0.00,16,41.52,40.00,15.05,-2.73,0.88,74.90,5.36,0.00,13.60,6.53,-8.14
216400,14.70,0.21,2294,0.00,0.00,16,41.52,41.00,15.63,-2.73,0.88,74.90,5.87,0.00,13.68,6.53,-8.02
216478,14.59,0.21,2314,0.00,0.00,16,41.88,41.50,16.14,-2.73,0.88,74.90,5.87,0.00,13.60,6.82,-7.89
216540,14.47,0.21,2317,0.00,0.00,16,42.23,41.50,16.51,-2.73,0.88,74.90,5.93,0.00,13.60,6.82,-7.81
216619,14.59,0.20,2333,0.00,0.00,16,41.88,41.50,16.74,-2.73,0.88,74.90,6.47,0.00,13.60,6.96,-7.72
216681,14.59,0.21,2310,0.00,0.00,16,42.58,42.00,16.82,-2.73,0.88,74.90,6.41,0.00,13.60,6.96,-7.66
216760,14.70,0.22,2355,0.00,0.00,16,42.93,42.50,17.33,-2.73,0.88,74.90,6.53,0.00,13.52,7.11,-7.56
216827,14.81,0.23,2355,0.00,0.00,16,43.28,42.50,17.26,-2.73,0.90,74.90,6.53,0.00,13.60,7.11,-7.48
216905,14.59,0.23,2341,0.00,0.00,16,43.28,42.50,18.10,-2.73,0.90,74.90,6.99,0.00,13.52,7.40,-7.35
216967,14.81,0.23,2375,0.00,0.00,16,43.98,43.50,18.64,-2.73,0.90,74.90,6.59,0.00,13.52,7.40,-7.25
217045,14.81,0.24,2376,0.00,0.00,16,44.34,43.50,19.04,-3.04,0.90,74.90,7.09,0.00,13.60,7.40,-7.21
217108,14.81,0.24,2382,0.00,0.00,16,44.34,43.50,18.95,-3.04,0.90,74.90,7.11,0.00,13.52,7.55,-7.10
217186,14.70,0.24,2382,0.00,0.00,16,44.34,43.50,18.96,-3.04,0.90,74.90,6.60,0.00,13.60,7.55,-7.08
217249,14.36,0.24,2421,0.00,0.00,16,44.34,43.50,19.11,-3.04,0.90,74.90,7.19,0.00,13.52,7.69,-7.06
217327,14.47,0.24,2410,0.00,0.00,16,44.69,43.50,19.42,-3.04,0.90,74.90,7.23,0.00,13.60,7.69,-7.04
217389,14.47,0.23,2426,0.00,0.00,16,44.34,43.50,19.27,-3.04,0.88,74.90,7.20,0.00,13.52,7.69,-7.10
217467,14.36,0.20,2441,0.00,0.00,16,43.98,43.50,18.80,-3.04,0.88,74.90,6.73,0.00,13.60,7.55,-7.23
217530,14.24,0.22,2428,0.00,0.00,16,43.63,43.00,17.79,-3.04,0.84,74.90,6.74,0.00,13.52,7.40,-7.50
217608,14.36,0.19,2451,0.00,0.00,16,42.93,43.00,16.81,-3.35,0.78,74.90,5.75,0.00,13.60,7.25,-8.18
217670,14.47,0.16,2464,0.00,0.00,16,40.82,40.00,13.10,-3.35,0.72,74.90,5.26,0.00,13.52,6.53,-8.93
217749,14.01,0.13,2429,0.00,0.00,16,37.66,37.50,11.35,-3.35,0.68,74.90,0.00,0.00,13.60,5.08,-9.73
217811,13.44,0.12,2432,0.00,0.00,16,31.68,33.00,9.30,-3.04,0.66,74.90,0.00,0.00,13.52,4.50,-10.29
217889,13.32,0.11,2408,0.00,0.00,16,24.65,26.00,8.40,-3.04,0.66,74.90,0.00,0.00,13.52,4.21,-10.62
217952,13.55,0.11,2393,0.00,0.00,16,20.78,20.50,8.87,-3.35,0.66,74.90,0.00,0.00,13.60,3.92,-10.79
218030,14.24,0.11,2472,0.00,0.00,16,13.40,16.50,9.13,-3.35,0.64,74.90,0.00,0.00,13.52,3.77,-10.91
218108,15.04,0.11,2388,0.00,0.00,16,11.99,11.50,9.09,-3.04,0.64,74.90,0.00,0.00,13.60,3.77,-10.87
218186,18.26,0.11,2421,0.00,0.00,16,11.99,11.50,9.13,-3.04,0.64,74.90,0.00,0.00,13.52,3.92,-10.81
218248,20.56,0.10,2400,0.00,0.00,16,11.99,11.50,8.91,-3.04,0.64,74.90,0.00,0.00,13.68,3.92,-10.81
218311,22.85,0.11,2353,0.00,0.00,16,11.99,11.50,8.31,-3.04,0.64,74.90,0.00,0.00,13.60,3.92,-10.79
218388,25.04,0.10,2371,0.00,0.00,16,11.99,11.50,8.69,-2.73,0.64,74.90,0.00,0.00,13.60,3.92,-10.79
218453,25.61,0.10,2356,0.00,0.00,16,11.99,11.50,8.23,-2.73,0.64,74.90,0.00,0.00,13.60,3.92,-10.85
218531,25.61,0.10,2341,0.00,0.00,16,11.99,11.50,8.14,-2.73,0.64,74.90,0.00,0.00,13.60,3.92,-10.83
218593,25.15,0.10,2318,0.00,0.00,16,11.99,11.50,8.06,-2.73,0.64,74.90,0.00,0.00,13.52,3.92,-10.87
218671,23.54,0.10,2333,0.00,0.00,16,11.99,11.50,8.02,-2.73,0.64,74.90,0.00,0.00,13.68,3.77,-10.89
218734,23.77,0.10,2302,0.00,0.00,16,11.99,11.50,7.50,-2.73,0.64,74.90,0.00,0.00,13.60,3.77,-10.91
218815,23.77,0.11,2295,0.00,0.00,16,11.99,11.50,7.46,-2.73,0.64,74.90,0.00,0.00,13.60,3.77,-10.94
218878,23.89,0.09,2281,0.00,0.00,16,11.99,11.50,7.06,-2.73,0.64,74.90,0.00,0.00,13.60,3.77,-11.00
218956,24.00,0.09,2280,0.00,0.00,16,11.99,11.50,6.70,-2.73,0.64,74.90,0.00,0.00,13.52,3.63,-11.00
219018,23.77,0.09,2260,0.00,0.00,16,11.99,11.50,6.40,-2.42,0.64,74.90,0.00,0.00,13.60,3.77,-10.96
219097,24.00,0.09,2236,0.00,0.00,16,11.99,11.50,6.48,-2.42,0.64,74.90,0.00,0.00,13.60,3.77,-10.98
219159,24.00,0.09,2225,0.00,0.00,16,11.99,11.50,6.59,-2.42,0.64,74.90,0.00,0.00,13.60,3.77,-10.98
219237,24.12,0.09,2208,0.00,0.00,16,11.99,11.50,6.59,-2.42,0.64,74.90,0.00,0.00,13.68,3.77,-10.98
219300,23.77,0.08,2208,0.00,0.00,16,11.99,11.50,6.37,-2.42,0.64,74.90,0.00,0.00,13.60,3.63,-11.04
219378,23.77,0.08,2190,0.00,0.00,16,11.99,11.50,6.15,-2.42,0.64,74.90,0.00,0.00,13.68,3.63,-11.08
219440,23.89,0.08,2161,0.00,0.00,16,11.99,11.50,6.00,-2.11,0.64,74.90,0.00,0.00,13.60,3.63,-11.08
219518,24.12,0.07,2165,0.00,0.00,16,11.99,11.50,5.87,-2.11,0.64,74.90,0.00,0.00,13.68,3.63,-11.12
219581,23.89,0.08,2129,0.00,0.00,16,11.99,11.50,4.97,-2.11,0.64,74.90,0.00,0.00,13.60,3.48,-11.18
219659,23.54,0.08,2109,0.00,0.00,16,11.99,11.50,5.55,-2.11,0.64,74.90,0.00,0.00,13.60,3.48,-11.18
219737,23.66,0.08,2106,0.00,0.00,16,11.99,11.50,5.62,-2.11,0.64,74.90,0.00,0.00,13.60,3.48,-11.18
219800,23.66,0.08,2093,0.00,0.00,16,11.99,11.50,5.62,-1.80,0.64,74.90,0.00,0.00,13.60,3.48,-11.22
219878,24.12,0.08,2034,0.00,0.00,16,11.99,11.50,5.62,-1.80,0.64,74.90,0.00,0.00,13.60,3.48,-11.20
219940,23.77,0.08,2030,0.00,0.00,16,11.99,11.50,5.49,-1.80,0.64,74.90,0.00,0.00,13.60,3.48,-11.22
220018,24.12,0.08,2004,0.00,0.00,16,11.99,11.50,5.49,-1.80,0.64,74.90,0.00,0.00,13.60,3.48,-11.18
220085,24.12,0.08,1981,0.00,0.00,16,11.99,11.50,5.62,-1.49,0.64,74.90,0.00,0.00,13.60,3.48,-11.18
220147,23.89,0.08,1950,0.00,0.00,16,11.99,11.50,5.43,-1.49,0.64,74.90,0.00,0.00,13.60,3.48,-11.18
220225,24.12,0.08,1923,0.00,0.00,16,11.99,11.50,5.40,-1.49,0.64,74.90,0.00,0.00,13.52,3.48,-11.18
220303,23.89,0.09,1898,0.00,0.00,16,11.99,11.50,5.40,-1.49,0.64,74.90,0.00,0.00,13.60,3.48,-11.22
220366,23.89,0.09,1823,0.00,0.00,16,11.99,11.50,5.43,-1.49,0.64,74.90,0.00,0.00,13.52,3.48,-11.23
220431,23.77,0.10,1720,0.00,0.00,16,11.99,11.50,5.40,-1.49,0.64,74.90,0.00,0.00,13.60,3.48,-11.25
220513,23.89,0.11,1610,0.00,0.00,16,11.99,11.50,5.55,-1.49,0.64,74.90,0.00,0.00,13.60,3.48,-11.20
220576,23.89,0.12,1535,0.00,0.00,16,11.64,11.50,5.49,-1.49,0.64,74.90,0.00,0.00,13.52,3.48,-11.14
220654,23.77,0.12,1435,0.00,0.00,16,11.29,11.50,5.74,-1.49,0.64,74.90,0.00,0.00,13.60,3.63,-10.98
220717,24.12,0.13,1348,0.00,0.00,16,10.94,19.00,5.49,-1.49,0.64,74.90,2.30,0.00,13.52,3.77,-10.93
220795,23.89,0.13,1242,0.00,0.00,16,10.59,18.50,5.40,-1.49,0.64,74.90,2.37,0.00,13.60,3.77,-10.77
220858,24.12,0.13,1252,0.00,0.00,16,10.59,18.50,5.52,-1.49,0.64,74.90,2.38,0.00,13.52,3.92,-10.71
220925,23.77,0.13,1255,0.00,0.00,16,10.94,19.00,5.40,-1.49,0.64,74.90,2.40,0.00,13.60,3.92,-10.79
221003,23.66,0.13,1254,0.00,0.00,16,10.59,19.00,5.14,-1.49,0.64,74.90,2.14,0.00,13.52,3.92,-10.89
221081,23.77,0.12,1246,0.00,0.00,16,10.59,18.00,5.10,-1.49,0.64,74.90,2.13,0.00,13.60,3.77,-10.96
221145,23.77,0.12,1223,0.00,0.00,16,10.59,18.50,4.95,-1.49,0.64,74.90,2.09,0.00,13.52,3.77,-10.98
221223,23.43,0.12,1214,0.00,0.00,16,10.59,18.50,4.79,-1.49,0.64,74.90,2.07,0.00,13.60,3.77,-11.00
221286,23.89,0.12,1196,0.00,0.00,16,10.59,18.50,4.64,-1.18,0.64,74.90,2.04,0.00,13.52,3.63,-10.98
221364,23.66,0.12,1169,0.00,0.00,16,10.59,18.50,4.64,-1.18,0.64,74.90,2.00,0.00,13.52,3.77,-10.94
221427,23.08,0.12,1150,0.00,0.00,16,10.23,18.00,4.64,-1.18,0.64,74.90,1.96,0.00,13.60,3.77,-10.91
221505,22.97,0.14,1124,0.00,0.00,16,10.23,18.00,4.64,-1.18,0.64,74.90,1.92,0.00,13.60,3.77,-10.83
221567,20.90,0.13,1107,0.00,0.00,16,10.23,18.00,4.60,-1.18,0.64,74.90,1.89,0.00,13.60,3.92,-10.79
221633,15.85,0.13,1056,0.00,0.00,16,9.88,17.50,4.57,-1.18,0.64,74.90,1.83,0.00,13.52,3.92,-10.73
221711,14.24,0.13,1042,0.00,0.00,16,9.88,17.50,4.60,-1.18,0.64,74.90,1.80,0.00,13.60,3.92,-10.69
221774,12.75,0.13,1034,0.00,0.00,16,9.88,17.50,4.60,-1.18,0.64,74.90,2.00,0.00,13.60,4.06,-10.67
221852,12.40,0.13,1026,0.00,0.00,16,9.88,17.50,4.48,-1.18,0.64,74.90,1.76,0.00,13.60,4.06,-10.64
221914,12.06,0.12,1018,0.00,0.00,16,9.88,17.50,4.32,-1.18,0.64,74.90,1.74,0.00,13.60,4.06,-10.62
221993,11.94,0.12,1015,0.00,0.00,16,9.88,17.50,4.15,-1.18,0.64,74.90,1.73,0.00,13.60,4.06,-10.60
222056,11.83,0.12,1010,0.00,0.00,16,9.88,17.50,4.13,-1.18,0.64,74.90,1.72,0.00,13.60,4.06,-10.60
222134,11.71,0.12,992,0.00,0.00,16,9.88,17.50,4.04,-1.18,0.64,74.90,1.69,0.00,13.52,4.06,-10.62
222212,11.48,0.12,980,0.00,0.00,16,9.88,17.50,3.96,-1.18,0.64,74.90,1.67,0.00,13.60,4.06,-10.60
222275,11.48,0.12,965,0.00,0.00,16,9.88,17.50,3.80,-1.18,0.64,74.90,1.65,0.00,13.60,4.06,-10.58
222353,11.48,0.12,948,0.00,0.00,16,9.88,17.50,3.85,-1.18,0.64,74.90,1.62,0.00,13.60,4.06,-10.54
222415,11.48,0.12,928,0.00,0.00,16,9.88,17.50,3.85,-1.18,0.64,74.90,1.58,0.00,13.60,4.21,-10.50
222482,11.48,0.12,910,0.00,0.00,16,9.88,17.50,3.78,-1.18,0.64,74.90,1.55,0.00,13.60,4.21,-10.46
222560,11.48,0.12,890,0.00,0.00,16,9.88,17.50,3.70,-1.18,0.64,74.90,1.53,0.00,13.60,4.21,-10.40
222638,11.60,0.12,878,0.00,0.00,16,9.88,17.50,3.65,-1.18,0.64,74.90,1.52,0.00,13.60,4.35,-10.36
222701,11.71,0.12,874,0.00,0.00,16,9.88,17.50,3.58,-1.18,0.64,74.90,1.50,0.00,13.60,4.35,-10.35
222764,11.83,0.12,860,0.00,0.00,16,9.88,17.50,3.52,-1.18,0.64,74.90,1.28,0.00,13.60,4.35,-10.31
222842,11.83,0.12,848,0.00,0.00,16,9.88,17.50,3.47,-1.18,0.64,74.90,1.27,0.00,13.60,4.35,-10.27
222920,11.94,0.12,848,0.00,0.00,16,9.88,17.50,3.45,-1.18,0.64,74.90,1.27,0.00,13.60,4.50,-10.23
222983,12.06,0.12,826,0.00,0.00,16,9.88,17.50,3.42,-1.18,0.64,74.90,1.23,0.00,13.60,4.50,-10.19
223061,12.17,0.12,813,0.00,0.00,16,9.88,17.50,3.40,-1.18,0.64,74.90,1.21,0.00,13.60,4.64,-10.11
223123,12.29,0.13,803,0.00,0.00,16,9.88,17.50,3.36,-1.18,0.64,74.90,1.20,0.00,13.60,4.64,-10.04
223201,12.29,0.12,797,0.00,0.00,16,9.88,17.50,3.33,-1.18,0.64,74.90,1.36,0.00,13.60,4.64,-9.96
223264,12.52,0.13,789,0.00,0.00,16,9.88,17.50,3.33,-1.18,0.64,74.90,1.35,0.00,13.60,4.79,-9.92
223342,12.52,0.12,780,0.00,0.00,16,9.88,17.50,3.28,-1.18,0.64,74.90,1.33,0.00,13.60,4.79,-9.86
223404,12.98,0.12,785,0.00,0.00,16,9.88,17.50,3.25,-1.18,0.64,74.90,1.33,0.00,13.52,4.79,-9.84
223483,13.21,0.12,784,0.00,0.00,16,9.88,17.50,3.25,-1.18,0.64,74.90,1.17,0.00,13.60,4.79,-9.80
223545,13.55,0.13,759,0.00,0.00,16,9.88,17.50,3.25,-1.18,0.64,74.90,1.17,0.00,13.52,4.93,-9.78
223623,13.55,0.13,754,0.00,0.00,16,9.88,17.50,3.23,-1.18,0.64,74.90,1.29,0.00,13.52,4.93,-9.73
223686,13.90,0.14,731,0.00,0.00,16,9.88,17.50,3.25,-1.18,0.64,74.90,1.25,0.00,13.52,4.93,-9.69
223764,14.01,0.14,732,0.00,0.00,16,9.88,17.50,3.33,-1.18,0.64,74.90,1.25,0.00,13.60,5.08,-9.65
223826,14.24,0.13,740,0.00,0.00,16,9.88,17.50,3.38,-1.18,0.64,74.90,1.26,0.00,13.44,5.08,-9.55
223904,14.47,0.14,756,0.00,0.00,16,9.88,17.50,3.42,-1.18,0.64,74.90,1.29,0.00,13.60,5.22,-9.46
223972,14.47,0.13,766,0.00,0.00,16,9.88,17.00,3.49,-1.18,0.64,74.90,1.31,0.00,13.52,5.22,-9.44
224050,14.70,0.13,796,0.00,0.00,16,9.88,14.00,3.49,-1.18,0.64,74.90,1.36,0.00,13.52,5.22,-9.44
224112,14.81,0.13,813,0.00,0.00,16,9.88,11.50,3.45,-1.18,0.64,74.90,1.39,0.00,13.60,5.22,-9.49
224190,14.93,0.13,809,0.00,0.00,16,9.88,11.50,3.40,-1.18,0.64,74.90,1.38,0.00,13.52,5.22,-9.53
224253,15.04,0.13,800,0.00,0.00,16,9.88,13.00,3.40,-1.18,0.64,74.90,1.37,0.00,13.60,5.22,-9.53
224331,15.39,0.13,789,0.00,0.00,16,9.88,13.00,3.38,-1.18,0.64,74.90,1.36,0.00,13.52,5.08,-9.55
224393,15.50,0.13,793,0.00,0.00,16,9.88,13.50,3.40,-1.18,0.64,74.90,1.35,0.00,13.60,5.22,-9.51
224461,15.62,0.13,788,0.00,0.00,16,9.88,13.00,3.45,-1.18,0.64,74.90,1.35,0.00,13.52,5.22,-9.53
224539,15.73,0.13,802,0.00,0.00,16,9.88,13.00,3.45,-1.18,0.64,74.90,1.37,0.00,13.60,5.22,-9.48
224617,15.85,0.13,807,0.00,0.00,16,9.88,11.50,3.49,-1.18,0.64,74.90,1.38,0.00,13.52,5.22,-9.51
224679,15.85,0.13,811,0.00,0.00,16,9.88,10.50,3.47,-1.18,0.64,74.90,1.38,0.00,13.60,5.22,-9.53
224757,15.85,0.13,822,0.00,0.00,16,9.88,9.00,3.47,-1.18,0.64,74.90,1.40,0.00,13.52,5.22,-9.55
224820,15.96,0.13,812,0.00,0.00,16,9.88,10.50,3.45,-1.18,0.64,74.90,1.38,0.00,13.60,5.08,-9.55
224898,15.96,0.13,817,0.00,0.00,16,9.88,9.50,3.45,-1.18,0.64,74.90,1.39,0.00,13.60,5.08,-9.55
224961,15.96,0.13,819,0.00,0.00,16,9.88,9.50,3.42,-1.18,0.64,74.90,1.40,0.00,13.52,5.08,-9.57
225039,16.08,0.13,820,0.00,0.00,16,9.88,9.50,3.42,-1.18,0.64,74.90,1.40,0.00,13.60,5.08,-9.57
225101,16.08,0.13,811,0.00,0.00,16,9.88,10.00,3.42,-1.18,0.64,74.90,1.38,0.00,13.68,5.08,-9.57
225179,15.96,0.13,798,0.00,0.00,16,9.88,10.50,3.42,-1.18,0.64,74.90,1.38,0.00,13.60,5.08,-9.57
225242,15.85,0.13,807,0.00,0.00,16,9.88,11.50,3.42,-1.18,0.64,74.90,1.36,0.00,13.68,5.08,-9.57
225325,15.96,0.13,821,0.00,0.00,16,9.88,10.50,3.47,-1.18,0.64,74.90,1.38,0.00,13.60,5.08,-9.57
225391,15.85,0.12,834,0.00,0.00,16,9.88,9.00,3.47,-1.18,0.64,74.90,1.40,0.00,13.60,5.08,-9.57
225453,15.85,0.12,840,0.00,0.00,16,9.88,7.50,3.47,-1.18,0.64,74.90,1.43,0.00,13.60,5.08,-9.63
225531,15.62,0.12,820,0.00,0.00,16,9.88,7.00,3.42,-1.18,0.64,74.90,1.40,0.00,13.68,5.08,-9.67
225594,15.73,0.12,826,0.00,0.00,16,9.88,8.50,3.42,-1.18,0.64,74.90,1.41,0.00,13.60,5.08,-9.65
225672,15.62,0.13,814,0.00,0.00,16,9.88,10.00,3.42,-1.18,0.64,74.90,1.39,0.00,13.68,5.08,-9.65
225734,15.50,0.13,824,0.00,0.00,16,9.88,9.00,3.42,-1.18,0.64,74.90,1.41,0.00,13.60,5.08,-9.67
225815,15.50,0.13,823,0.00,0.00,16,9.88,9.00,3.42,-1.18,0.64,74.90,1.41,0.00,13.60,5.08,-9.67
225878,15.50,0.13,826,0.00,0.00,16,9.88,9.00,3.49,-1.18,0.64,74.90,1.41,0.00,13.60,5.08,-9.65
225959,15.50,0.13,830,0.00,0.00,16,9.88,8.50,3.56,-1.18,0.64,74.90,1.42,0.00,13.60,5.08,-9.65
226022,15.39,0.13,827,0.00,0.00,16,9.88,8.00,3.58,-1.18,0.64,74.90,1.41,0.00,13.60,5.08,-9.63
226100,15.39,0.13,843,0.00,0.00,16,9.88,8.00,3.58,-1.18,0.64,74.90,1.42,0.00,13.60,5.08,-9.63
226162,15.27,0.13,858,0.00,0.00,16,9.88,7.00,3.60,-1.18,0.66,74.90,1.44,0.00,13.60,5.08,-9.63
226241,15.16,0.15,858,0.00,0.00,16,9.88,6.00,3.63,-1.18,0.68,74.90,1.46,0.00,13.60,5.08,-9.55
226303,15.27,0.17,850,0.00,0.00,16,9.88,6.00,4.21,-1.18,0.68,74.90,1.81,0.00,13.60,5.08,-9.34
226381,15.16,0.19,851,0.00,0.00,16,10.23,7.00,4.73,-1.18,0.70,74.90,2.18,0.00,13.60,5.37,-9.09
226444,15.16,0.19,901,0.00,0.00,16,10.94,10.00,5.27,-1.18,0.72,74.90,2.11,0.00,13.68,5.66,-8.76
226522,15.04,0.20,969,0.00,0.00,16,11.99,12.50,5.81,-1.18,0.76,74.90,2.48,0.00,13.52,5.95,-8.33
226589,14.93,0.23,1042,0.00,0.00,16,14.45,14.00,6.55,-1.18,0.80,74.90,2.89,0.00,13.60,6.53,-8.10
226667,14.47,0.24,1124,0.00,0.00,16,19.73,17.50,7.42,-1.18,0.82,74.90,3.60,0.00,13.60,7.11,-7.37
226729,13.78,0.23,1273,0.00,0.00,16,24.30,22.00,10.28,-1.49,0.82,74.90,3.53,0.00,13.52,7.55,-7.12
226808,13.44,0.21,1435,0.00,0.00,16,27.11,25.50,10.48,-1.49,0.82,74.90,3.37,0.00,13.60,7.55,-7.15
226870,12.98,0.20,1590,0.00,0.00,16,29.92,28.00,10.48,-1.49,0.82,74.90,3.73,0.00,13.52,7.40,-7.31
226948,13.21,0.20,1633,0.00,0.00,16,30.62,29.50,10.69,-1.49,0.82,74.90,3.83,0.00,13.60,7.25,-7.58
227011,15.04,0.20,1728,0.00,0.00,16,31.68,30.50,10.79,-1.49,0.82,74.90,3.97,0.00,13.52,6.96,-7.85
227089,15.96,0.19,1744,0.00,0.00,16,32.03,31.50,11.09,-1.49,0.82,74.90,4.06,0.00,13.60,6.67,-8.06
227151,16.77,0.19,1704,0.00,0.00,16,31.33,32.00,10.99,-1.49,0.82,74.90,4.47,0.00,13.52,6.53,-8.18
227229,16.77,0.20,1648,0.00,0.00,16,30.62,30.50,11.15,-1.49,0.84,74.90,4.22,0.00,13.60,6.53,-8.18
227292,16.42,0.22,1595,0.00,0.00,16,29.57,30.00,11.09,-1.49,0.84,74.90,4.76,0.00,13.52,6.53,-8.01
227370,15.96,0.23,1527,0.00,0.00,16,28.87,28.00,11.51,-1.49,0.84,74.90,4.56,0.00,13.60,6.67,-7.77
227433,15.27,0.25,1476,0.00,0.00,16,28.87,28.50,11.66,-1.49,0.86,74.90,4.72,0.00,13.52,6.96,-7.46
227511,14.70,0.27,1414,0.00,0.00,16,29.22,28.50,12.10,-1.49,0.88,74.90,4.83,0.00,13.60,7.69,-6.90
227589,14.13,0.30,1380,0.00,0.00,16,29.57,29.00,13.65,-1.49,0.88,74.90,5.00,0.00,13.60,8.13,-6.44
227656,13.67,0.32,1344,0.00,0.00,16,29.57,28.50,14.28,-1.49,0.92,74.90,4.87,0.00,13.52,8.56,-5.82
227718,13.32,0.37,1339,0.00,0.00,16,28.16,28.50,15.55,-1.49,0.94,74.90,5.43,0.00,13.60,9.29,-5.14
227797,13.09,0.38,1341,0.00,0.00,16,27.81,27.00,16.82,-1.49,0.96,74.90,5.72,0.00,13.52,10.01,-4.62
227859,13.09,0.37,1420,0.00,0.00,16,28.87,27.50,17.33,-1.49,0.98,74.90,5.60,0.00,13.60,10.45,-4.06
227937,13.32,0.37,1474,0.00,0.00,16,29.92,28.50,17.71,-0.89,1.00,74.90,5.75,0.00,13.52,10.74,-3.81
228000,13.67,0.36,1503,0.00,0.00,16,31.68,30.50,18.18,-0.89,1.00,74.90,5.66,0.00,13.60,10.88,-3.60
228078,14.59,0.35,1560,0.00,0.00,16,34.14,31.00,18.41,-0.89,1.00,74.90,5.77,0.00,13.52,11.17,-3.56
228140,14.81,0.35,1609,0.00,0.00,16,34.84,33.50,18.41,-0.89,1.00,74.90,6.18,0.00,13.60,11.17,-3.60
228220,15.27,0.33,1664,0.00,0.00,16,34.84,33.50,18.72,-1.49,0.68,74.90,5.68,0.00,13.52,11.17,-5.53
228282,15.50,0.23,1689,0.00,0.00,16,27.81,27.50,10.74,-1.49,0.64,74.90,0.00,0.00,13.60,9.14,-7.81
228360,15.39,0.16,1699,0.00,0.00,16,23.24,23.00,5.27,-1.49,0.64,74.90,0.00,0.00,13.52,5.80,-9.11
228423,14.93,0.14,1700,0.00,0.00,16,16.91,16.50,4.46,-1.49,0.64,74.90,0.00,0.00,13.60,4.93,-14.66
228501,14.24,0.10,1701,0.00,0.00,16,12.70,12.50,4.26,-1.49,0.64,74.90,0.00,0.00,13.60,4.50,-10.31
228579,13.78,0.10,1648,0.00,0.00,16,11.99,11.50,4.51,-1.49,0.64,74.90,0.00,0.00,13.60,4.21,-10.67
228646,14.59,0.11,1540,0.00,0.00,16,11.99,11.50,5.27,-1.49,0.64,74.90,0.00,0.00,13.60,3.92,-10.75
228709,15.16,0.12,1444,0.00,0.00,16,11.64,11.50,5.68,-1.49,0.64,74.90,0.00,0.00,13.60,3.92,-10.69
228787,15.96,0.13,1259,0.00,0.00,16,10.94,19.00,5.55,-1.49,0.64,74.90,2.33,0.00,13.60,4.06,-10.65
228849,16.65,0.13,1267,0.00,0.00,16,10.94,19.00,5.40,-1.49,0.68,74.90,2.42,0.00,13.60,4.06,-10.56
228927,18.03,0.23,1304,0.00,0.00,16,12.34,19.00,5.55,-1.49,1.00,74.90,2.43,0.00,13.60,4.21,-14.06
228994,18.26,0.36,1342,0.00,0.00,16,29.22,14.00,10.79,2.49,1.44,74.90,6.87,0.00,13.68,5.66,-8.10
229072,19.75,0.52,1530,0.00,0.00,16,19.38,7.00,34.06,2.49,1.58,74.90,10.12,0.00,13.60,11.61,-0.91
229135,18.60,0.43,1755,0.00,0.00,16,27.81,7.00,28.41,5.57,0.88,74.90,8.61,0.00,13.60,13.93,-1.97
229213,14.59,0.28,2089,0.00,0.00,16,38.36,38.00,22.63,5.57,0.64,74.90,0.00,0.00,13.60,12.77,-6.44
229275,13.21,0.18,2271,0.00,0.00,16,30.62,32.50,7.29,-2.42,0.64,74.90,0.00,0.00,13.60,6.53,-8.59
229353,11.94,0.12,2309,0.00,0.00,16,22.19,23.50,5.21,-2.73,0.64,74.90,0.00,0.00,13.60,5.08,-9.75
229416,11.71,0.10,2317,0.00,0.00,16,14.45,17.00,6.07,-2.73,0.64,74.90,0.00,0.00,13.60,4.35,-10.38
