Time (msec),A/F Sensor #1 (Direct)* (AFR),Atmospheric Pressure (psi),CL/OL Fueling* (status),Coolant Temperature (F),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Pump Duty (%),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%)
1384283,15.30,14.36,8,203,2276,0.00,0.00,74.90,9.71,0.00,11.75,13.73
1384455,14.89,14.36,8,203,2422,0.00,0.00,74.90,9.30,0.00,10.88,11.76
1384627,14.90,14.36,8,203,2527,0.00,0.00,74.90,9.16,0.00,9.87,7.45
1384799,13.89,14.36,8,203,2620,0.00,0.00,74.90,6.71,0.00,7.25,6.67
1384971,14.49,14.36,8,203,2684,0.00,0.00,74.90,6.30,0.00,6.38,6.67
1385143,15.03,14.36,8,203,2683,0.00,0.00,74.90,6.30,0.00,6.24,6.67
1385319,15.05,14.36,8,205,2708,0.00,0.00,74.90,6.36,0.00,6.09,6.67
1385491,14.84,14.36,8,205,2770,0.00,0.00,74.90,6.50,0.00,6.09,6.67
1385667,14.81,14.36,8,205,2721,0.00,0.00,74.90,6.39,0.00,6.09,6.67
1385839,14.60,14.36,8,205,2780,0.00,0.00,74.90,5.93,0.00,5.80,3.92
1386011,13.83,14.36,8,205,2747,0.00,0.00,74.90,5.27,0.00,4.93,3.92
1386198,14.61,14.36,8,205,2790,0.00,0.00,74.90,5.36,0.00,4.79,3.92
1386370,14.19,14.36,8,205,2774,0.00,0.00,74.90,5.33,0.00,4.79,3.92
1386542,14.05,14.36,8,205,2771,0.00,0.00,74.90,5.32,0.00,4.79,3.92
1386714,14.44,14.36,8,205,2750,0.00,0.00,74.90,5.28,0.00,4.64,4.31
1386886,14.12,14.36,8,205,2763,0.00,0.00,74.90,5.31,0.00,4.79,4.31
1387058,14.21,14.36,8,205,2726,0.00,0.00,74.90,5.27,0.00,4.79,4.31
1387230,14.28,14.36,8,205,2738,0.00,0.00,74.90,5.26,0.00,4.79,4.71
1387406,14.32,14.36,8,205,2749,0.00,0.00,74.90,5.28,0.00,4.93,4.71
1390400,14.35,14.36,8,205,3020,0.00,0.00,74.90,9.67,0.00,7.98,12.55
1390588,14.56,14.36,8,205,3100,0.00,0.00,74.90,11.90,0.00,9.14,17.25
1390751,14.27,14.36,8,205,3228,0.00,0.00,74.90,15.15,0.00,11.61,20.00
1390922,14.37,14.36,8,205,3417,0.00,0.00,74.90,16.76,0.00,13.06,23.92
1391099,14.30,14.36,8,205,3542,0.00,0.00,74.90,19.65,0.00,14.07,27.06
1391274,13.49,14.36,10,205,3816,0.00,0.00,100.00,26.05,0.00,15.53,31.76
1391446,12.34,14.36,10,205,4041,0.00,0.00,100.00,29.52,0.00,17.41,32.94
1391618,12.30,14.36,10,205,4300,0.00,0.00,100.00,35.78,0.00,18.43,34.12
1391794,12.33,14.36,10,205,4629,0.00,0.00,100.00,40.49,0.00,19.01,34.90
1391966,12.45,14.36,10,205,4902,0.00,0.00,100.00,43.92,0.00,18.72,34.90
1392138,11.01,14.36,10,205,5060,0.00,0.00,74.90,26.99,0.00,8.85,0.00
1392310,21.16,14.36,10,205,4534,0.00,0.00,74.90,0.00,0.00,4.79,0.00
1392497,23.63,14.36,10,205,4199,0.00,0.00,74.90,0.00,0.00,4.35,0.00
1392658,23.90,14.36,10,205,3770,0.00,0.00,74.90,11.26,0.00,3.92,2.75
1392846,19.55,14.36,10,205,3295,0.00,0.00,74.90,10.55,0.00,5.37,7.06
1393017,11.33,14.36,8,205,3078,0.00,0.00,74.90,7.88,0.00,6.53,10.20
1393189,14.84,14.36,8,205,3068,0.00,0.00,74.90,10.47,0.00,8.56,13.33
1393361,14.95,14.36,8,205,3086,0.00,0.00,74.90,11.48,0.00,10.59,16.86
1393533,15.00,14.36,8,207,3056,0.00,0.00,74.90,13.69,0.00,11.75,18.82
1393705,14.98,14.36,8,207,3147,0.00,0.00,74.90,15.44,0.00,12.91,19.61
1393877,15.03,14.36,8,207,3206,0.00,0.00,74.90,16.07,0.00,13.49,19.61
1394049,14.75,14.36,8,207,3237,0.00,0.00,74.90,16.57,0.00,13.49,16.47
1394236,13.45,14.36,8,207,3279,0.00,0.00,74.90,11.89,0.00,10.30,10.98
1394408,15.11,14.36,8,207,3308,0.00,0.00,74.90,10.60,0.00,9.14,10.98
1394580,15.54,14.36,8,207,3346,0.00,0.00,74.90,10.71,0.00,8.85,10.98
1394752,15.21,14.36,8,207,3372,0.00,0.00,74.90,10.79,0.00,8.56,10.98
1394924,15.42,14.36,8,207,3396,0.00,0.00,74.90,10.09,0.00,8.13,9.80
1395111,14.65,14.36,8,207,3389,0.00,0.00,74.90,8.68,0.00,7.25,7.84
1395283,14.42,14.36,8,207,3404,0.00,0.00,74.90,7.26,0.00,6.38,7.45
1395455,14.18,14.36,8,207,3429,0.00,0.00,74.90,7.30,0.00,6.09,7.06
1395627,14.32,14.36,8,207,3418,0.00,0.00,74.90,7.29,0.00,5.95,7.06
1395799,14.41,14.36,8,207,3417,0.00,0.00,74.90,6.56,0.00,5.80,7.06
1395970,14.72,14.36,8,207,3418,0.00,0.00,74.90,6.58,0.00,5.66,6.67
1396142,14.58,14.36,8,207,3436,0.00,0.00,74.90,6.60,0.00,5.51,5.88
1396330,14.11,14.36,8,207,3388,0.00,0.00,74.90,5.06,0.00,4.64,2.75
1396502,14.01,14.36,8,207,3372,0.00,0.00,74.90,5.04,0.00,4.21,1.96
1396674,12.95,14.36,10,207,3390,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1396845,20.38,14.36,10,207,3396,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1397022,23.92,14.36,10,207,3335,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1397194,23.72,14.36,10,207,3298,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1397366,24.07,14.36,10,207,3254,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1397537,23.77,14.36,10,207,3249,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1397709,24.11,14.36,10,207,3198,0.00,0.00,74.90,0.00,0.00,4.21,0.00
1397881,23.63,14.36,10,207,3179,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1398069,23.66,14.36,10,205,3160,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1398240,23.75,14.36,10,205,3117,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1398412,23.97,14.36,10,205,3074,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1398584,23.97,14.36,10,205,3080,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1398756,23.90,14.36,10,205,3026,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1398928,23.66,14.36,10,205,2986,0.00,0.00,74.90,0.00,0.00,3.77,0.39
1399100,23.81,14.36,10,205,2986,0.00,0.00,74.90,0.00,0.00,3.92,0.78
1399272,24.21,14.36,10,205,2954,0.00,0.00,74.90,5.04,0.00,4.06,1.96
1399444,23.49,14.36,10,205,2904,0.00,0.00,74.90,5.00,0.00,3.92,1.96
1399631,13.14,14.36,8,205,2894,0.00,0.00,74.90,5.56,0.00,4.21,6.27
1399803,13.01,14.36,8,205,2938,0.00,0.00,74.90,6.27,0.00,5.66,7.45
1399975,15.24,14.36,8,205,2993,0.00,0.00,74.90,7.46,0.00,7.40,12.55
1400147,14.94,14.36,8,205,2894,0.00,0.00,74.90,9.88,0.00,8.71,14.12
1400319,15.41,14.36,8,205,2970,0.00,0.00,74.90,12.67,0.00,10.59,17.65
1400490,15.41,14.36,8,205,3035,0.00,0.00,74.90,13.39,0.00,12.19,20.00
1400662,14.95,14.36,8,205,3050,0.00,0.00,74.90,15.62,0.00,12.91,21.96
1400850,14.90,14.36,8,205,3175,0.00,0.00,74.90,17.61,0.00,14.07,23.14
1401022,14.84,14.36,8,205,3190,0.00,0.00,74.90,18.37,0.00,14.65,24.71
1401194,13.54,14.36,10,205,3278,0.00,0.00,100.00,21.68,0.00,15.82,28.63
1401365,12.44,14.36,10,205,3369,0.00,0.00,100.00,24.44,0.00,17.85,35.29
1401537,12.02,14.36,10,205,3454,0.00,0.00,100.00,29.48,0.00,19.30,44.71
1401709,11.18,14.36,10,205,3566,0.00,0.00,100.00,34.99,0.00,20.89,52.94
1401886,11.29,14.36,10,205,3702,0.00,0.00,100.00,38.70,0.00,21.76,61.57
1402057,11.22,14.36,10,205,3801,0.00,0.00,100.00,40.54,0.00,22.05,67.45
1402229,11.28,14.36,10,205,3954,0.00,0.00,100.00,42.17,0.00,22.05,75.29
1402401,11.34,14.36,10,203,4110,0.00,0.00,100.00,43.83,0.00,22.05,79.61
1402588,11.23,14.36,10,203,4223,0.00,0.00,100.00,45.94,0.00,22.20,57.65
1402760,11.26,14.36,10,203,4383,0.00,0.00,100.00,43.01,0.00,21.18,36.47
1402932,11.15,14.36,10,203,4383,0.00,0.00,100.00,36.47,0.00,12.48,9.80
1403104,11.25,14.36,10,203,4532,0.00,0.00,74.90,16.43,0.00,7.40,0.00
1403276,14.95,14.36,10,203,4559,0.00,0.00,74.90,0.00,0.00,4.21,0.00
1403448,22.77,14.36,10,203,4435,0.00,0.00,74.90,0.00,0.00,4.06,0.00
1403620,23.52,14.36,10,203,4373,0.00,0.00,74.90,0.00,0.00,4.06,0.00
1403807,23.66,14.36,10,203,4318,0.00,0.00,74.90,0.00,0.00,3.92,0.00
1403979,23.90,14.36,10,203,4296,0.00,0.00,74.90,0.00,0.00,3.92,0.00
1404151,23.63,14.36,10,203,4290,0.00,0.00,74.90,0.00,0.00,3.92,0.00
1404323,23.88,14.36,10,203,4176,0.00,0.00,74.90,0.00,0.00,3.92,0.00
1404495,23.66,14.36,10,203,4112,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1404671,23.89,14.36,10,203,4056,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1404848,23.70,14.36,10,203,3954,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1405019,23.70,14.36,10,203,3910,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1405191,24.01,14.36,10,203,3826,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1405363,23.95,14.36,10,201,3757,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1405535,24.04,14.36,10,201,3691,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1405707,23.80,14.36,10,201,3607,0.00,0.00,74.90,0.00,0.00,3.34,0.00
1405879,23.83,14.36,10,201,3506,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1406051,23.56,14.36,10,201,3438,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1406238,23.70,14.36,10,201,3363,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1406410,23.63,14.36,10,201,3246,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1406582,23.60,14.36,10,201,3206,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1406754,23.95,14.36,10,201,3116,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1406926,23.57,14.36,10,201,3050,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1407097,23.63,14.36,10,201,2981,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1407269,23.86,14.36,10,201,2908,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1407441,23.57,14.36,10,201,2816,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1407629,23.96,14.36,10,201,2756,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1407801,24.07,14.36,10,201,2676,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1407972,23.80,14.36,10,201,2610,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1408144,24.02,14.36,10,201,2538,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1408316,23.98,14.36,10,201,2488,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1408488,24.01,14.36,10,201,2435,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1408675,24.04,14.36,10,201,2397,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1408847,24.01,14.36,10,199,2345,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1409019,24.11,14.36,10,199,2279,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1409191,23.97,14.36,10,199,2252,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1409363,24.01,14.36,10,199,2214,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1409535,23.95,14.36,10,199,2176,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1409722,23.95,14.36,10,199,2151,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1409894,23.84,14.36,10,199,2106,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1410066,23.90,14.36,10,199,2068,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1410238,23.63,14.36,10,199,2041,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1410410,23.97,14.36,10,199,2002,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1410582,23.84,14.36,10,199,1984,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1410754,23.72,14.36,10,199,1951,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1410941,23.63,14.36,10,199,1911,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1411113,23.84,14.36,10,199,1888,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1411285,23.57,14.36,10,199,1866,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1411457,23.50,14.36,10,199,1836,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1411628,24.11,14.36,10,199,1804,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1411800,23.87,14.36,10,199,1793,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1411972,23.79,14.36,10,198,1746,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1412144,24.04,14.36,10,198,1715,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1412331,23.70,14.36,10,198,1701,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1412503,23.73,14.36,10,198,1660,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1412675,23.86,14.36,10,198,1648,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1412847,23.57,14.36,10,198,1608,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1413019,23.72,14.36,10,198,1590,0.00,0.00,74.90,0.00,0.00,3.92,0.00
1413191,23.63,14.36,10,198,1570,0.00,0.00,74.90,0.00,0.00,3.92,0.00
1413363,23.78,14.36,10,198,1539,0.00,0.00,74.90,0.00,0.00,4.06,0.00
1413535,23.63,14.36,10,198,1510,0.00,0.00,74.90,0.00,0.00,4.06,0.00
1413722,23.65,14.36,10,198,1488,0.00,0.00,74.90,0.00,0.00,4.06,0.00
1413894,23.65,14.36,10,198,1461,0.00,0.00,74.90,0.00,0.00,3.92,0.00
1414066,23.89,14.36,10,198,1443,0.00,0.00,74.90,0.00,0.00,3.92,0.00
1414238,23.56,14.36,10,198,1410,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1414410,23.90,14.36,10,198,1411,0.00,0.00,74.90,2.71,0.00,3.92,0.78
1414581,23.68,14.36,10,198,1359,0.00,0.00,74.90,2.75,0.00,4.21,1.18
1414753,21.19,14.36,10,198,1330,0.00,0.00,74.90,2.84,0.00,4.35,2.35
1414941,14.33,14.36,10,198,1437,0.00,0.00,74.90,3.07,0.00,4.93,3.92
1415112,13.49,14.36,8,198,1400,0.00,0.00,74.90,3.12,0.00,6.38,6.67
1415285,13.41,14.36,8,198,1336,0.00,0.00,74.90,4.85,0.00,7.69,7.84
1415462,13.10,14.36,8,196,1377,0.00,0.00,74.90,5.29,0.00,9.29,9.41
1415634,14.83,14.36,8,196,1451,0.00,0.00,74.90,6.68,0.00,11.03,12.16
1415806,14.74,14.36,8,196,1468,0.00,0.00,74.90,6.89,0.00,11.75,14.51
1415977,15.16,14.36,8,196,1510,0.00,0.00,74.90,7.09,0.00,12.91,16.08
1416149,15.89,14.36,8,196,1591,0.00,0.00,74.90,7.81,0.00,13.06,16.47
1416321,15.81,14.36,8,196,1639,0.00,0.00,74.90,8.04,0.00,13.20,16.47
1416494,15.24,14.36,8,196,1696,0.00,0.00,74.90,8.32,0.00,13.20,16.86
1416665,15.33,14.36,8,196,1791,0.00,0.00,74.90,8.79,0.00,13.20,16.86
1416837,15.08,14.36,8,196,1851,0.00,0.00,74.90,9.48,0.00,13.35,17.25
1417009,14.86,14.36,8,196,1907,0.00,0.00,74.90,9.77,0.00,13.49,17.25
1417197,14.82,14.36,8,196,1973,0.00,0.00,74.90,10.10,0.00,13.64,17.25
1417368,15.03,14.36,8,196,2056,0.00,0.00,74.90,10.53,0.00,13.64,17.25
1417540,14.69,14.36,8,196,2113,0.00,0.00,74.90,10.82,0.00,13.49,15.69
1417712,14.72,14.36,8,196,2145,0.00,0.00,74.90,10.07,0.00,12.62,13.73
1417889,14.25,14.36,8,196,2211,0.00,0.00,74.90,8.49,0.00,10.30,6.67
1418061,12.73,14.36,8,196,2241,0.00,0.00,74.90,6.12,0.00,7.40,5.88
1418233,13.74,14.36,8,196,2243,0.00,0.00,74.90,4.78,0.00,6.09,3.14
1418404,13.30,14.36,8,196,2237,0.00,0.00,74.90,3.82,0.00,4.64,0.00
1418576,13.71,14.36,10,196,2159,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1418748,13.98,14.36,10,194,2261,0.00,0.00,74.90,0.00,0.00,3.34,0.00
1418924,17.44,14.36,10,194,2246,0.00,0.00,74.90,0.00,0.00,3.48,0.39
1419096,24.51,14.36,10,194,2100,0.00,0.00,74.90,0.00,0.00,3.77,1.18
1419272,23.44,14.36,10,194,2174,0.00,0.00,74.90,4.17,0.00,3.92,1.57
1419444,15.41,14.36,10,194,2096,0.00,0.00,74.90,4.02,0.00,3.77,1.96
1419616,11.17,14.36,8,194,2161,0.00,0.00,74.90,3.69,0.00,3.77,1.96
1419788,11.17,14.36,8,194,2086,0.00,0.00,74.90,3.56,0.00,3.92,1.96
1419960,11.21,14.36,8,194,2113,0.00,0.00,74.90,3.61,0.00,3.92,1.96
1420134,11.24,14.36,8,194,2070,0.00,0.00,74.90,3.53,0.00,3.92,1.96
1420306,11.51,14.36,8,194,2081,0.00,0.00,74.90,3.11,0.00,3.77,1.96
1420478,12.03,14.36,8,194,2070,0.00,0.00,74.90,3.09,0.00,3.77,1.96
1420665,12.47,14.36,8,194,2061,0.00,0.00,74.90,3.08,0.00,3.77,0.78
1420837,13.54,14.36,10,194,2025,0.00,0.00,74.90,0.00,0.00,3.34,0.00
1421009,14.84,14.36,10,194,2002,0.00,0.00,74.90,0.00,0.00,3.34,0.00
1421181,20.50,14.36,10,194,1991,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1421358,23.46,14.36,10,192,1980,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1421530,23.76,14.36,10,192,1949,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1421701,23.88,14.36,10,192,1910,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1421873,23.42,14.36,10,192,1878,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1422045,23.63,14.36,10,192,1877,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1422222,23.94,14.36,10,192,1855,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1422396,23.79,14.36,10,192,1821,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1422573,23.83,14.36,10,192,1793,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1422745,23.83,14.36,10,192,1755,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1422916,23.65,14.36,10,192,1720,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1423088,23.88,14.36,10,192,1700,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1423265,23.56,14.36,10,192,1660,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1423437,23.82,14.36,10,192,1634,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1423609,23.53,14.36,10,192,1601,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1423780,23.63,14.36,10,192,1566,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1423968,23.95,14.36,10,192,1546,0.00,0.00,74.90,0.00,0.00,3.92,0.00
1424140,23.70,14.36,10,192,1524,0.00,0.00,74.90,0.00,0.00,3.92,0.00
1424311,23.65,14.36,10,192,1496,0.00,0.00,74.90,0.00,0.00,4.06,0.00
1424483,23.73,14.36,10,192,1464,0.00,0.00,74.90,0.00,0.00,3.92,0.00
1424655,23.72,14.36,10,190,1448,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1424827,23.70,14.36,10,190,1412,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1424999,24.03,14.36,10,190,1388,0.00,0.00,74.90,2.06,0.00,3.77,0.00
1425171,23.62,14.36,10,190,1370,0.00,0.00,74.90,2.05,0.00,3.77,0.00
1425343,22.68,14.36,10,190,1362,0.00,0.00,74.90,2.32,0.00,3.63,0.00
1425515,15.87,14.36,10,190,1350,0.00,0.00,74.90,2.23,0.00,3.63,0.00
1425702,13.15,14.36,8,190,1334,0.00,0.00,74.90,2.28,0.00,3.63,0.00
1425874,12.23,14.36,8,190,1332,0.00,0.00,74.90,2.27,0.00,3.63,0.00
1426046,12.25,14.36,8,190,1318,0.00,0.00,74.90,2.25,0.00,3.63,0.00
1426221,12.06,14.36,8,190,1310,0.00,0.00,74.90,2.24,0.00,3.63,0.00
1426393,11.95,14.36,8,190,1308,0.00,0.00,74.90,1.95,0.00,3.77,0.78
1426565,12.32,14.36,8,190,1287,0.00,0.00,74.90,2.47,0.00,4.06,1.57
1426737,13.42,14.36,8,190,1279,0.00,0.00,74.90,2.46,0.00,4.50,1.96
1426909,14.14,14.36,8,190,1273,0.00,0.00,74.90,2.44,0.00,4.93,2.75
1427080,14.37,14.36,8,190,1302,0.00,0.00,74.90,2.78,0.00,5.37,3.53
1427252,14.39,14.36,8,190,1297,0.00,0.00,74.90,3.32,0.00,6.09,4.71
1427424,14.25,14.36,8,190,1280,0.00,0.00,74.90,3.55,0.00,6.82,5.88
1427601,14.21,14.36,8,190,1318,0.00,0.00,74.90,4.22,0.00,7.55,6.67
1427772,14.39,14.36,8,190,1322,0.00,0.00,74.90,4.51,0.00,8.71,7.45
1427944,15.14,14.36,8,190,1350,0.00,0.00,74.90,4.68,0.00,9.58,8.63
1428132,15.36,14.36,8,190,1423,0.00,0.00,74.90,5.46,0.00,10.16,9.80
1428304,15.19,14.36,8,190,1462,0.00,0.00,74.90,5.93,0.00,10.88,10.98
1428478,15.36,14.36,8,190,1467,0.00,0.00,74.90,5.59,0.00,11.46,11.37
1428650,15.48,14.36,8,190,1547,0.00,0.00,74.90,6.27,0.00,11.46,11.37
1428822,15.57,14.36,8,190,1595,0.00,0.00,74.90,6.47,0.00,11.46,11.37
1428993,15.64,14.36,8,190,1648,0.00,0.00,74.90,6.44,0.00,11.32,11.37
1429165,15.19,14.36,8,190,1667,0.00,0.00,74.90,6.76,0.00,11.32,11.37
1429342,15.51,14.36,8,189,1737,0.00,0.00,74.90,7.04,0.00,11.03,10.98
1429514,15.13,14.36,8,189,1681,0.00,0.00,74.90,6.81,0.00,10.74,9.02
1429686,14.72,14.36,8,189,1741,0.00,0.00,74.90,6.31,0.00,9.43,8.63
1429857,14.84,14.36,8,189,1786,0.00,0.00,74.90,6.09,0.00,9.00,8.63
1430045,14.74,14.36,8,189,1834,0.00,0.00,74.90,5.87,0.00,8.71,8.24
1430201,14.70,14.36,8,189,1838,0.00,0.00,74.90,5.88,0.00,8.27,6.67
1430388,14.49,14.36,8,189,1866,0.00,0.00,74.90,5.18,0.00,7.11,5.49
1430560,13.64,14.36,8,189,1914,0.00,0.00,74.90,4.49,0.00,6.38,4.31
1430736,13.93,14.36,8,189,1927,0.00,0.00,74.90,3.70,0.00,5.37,3.53
1430908,13.89,14.36,8,189,1924,0.00,0.00,74.90,3.69,0.00,4.79,2.75
1431080,13.81,14.36,8,189,1906,0.00,0.00,74.90,3.25,0.00,4.50,2.75
1431252,14.08,14.36,8,189,1907,0.00,0.00,74.90,3.26,0.00,4.21,2.75
1431424,14.49,14.36,8,189,1913,0.00,0.00,74.90,3.23,0.00,4.21,2.75
1431596,14.65,14.36,8,189,1908,0.00,0.00,74.90,3.26,0.00,4.21,2.75
1431772,13.64,14.36,8,189,1902,0.00,0.00,74.90,3.25,0.00,4.21,2.75
1431944,13.64,14.36,8,189,1884,0.00,0.00,74.90,2.81,0.00,4.06,2.75
1432121,14.56,14.36,8,189,1882,0.00,0.00,74.90,3.21,0.00,4.06,2.75
1432293,14.92,14.36,8,189,1879,0.00,0.00,74.90,3.21,0.00,4.06,2.35
1432465,14.79,14.36,8,189,1877,0.00,0.00,74.90,3.20,0.00,4.06,2.35
1432636,14.47,14.36,8,189,1877,0.00,0.00,74.90,2.80,0.00,4.06,2.75
1432808,14.73,14.36,8,189,1836,0.00,0.00,74.90,3.13,0.00,4.06,2.35
1432985,15.45,14.36,8,189,1870,0.00,0.00,74.90,3.19,0.00,4.06,2.35
1433160,15.00,14.36,8,189,1858,0.00,0.00,74.90,3.17,0.00,4.06,2.35
1433332,14.70,14.36,8,189,1856,0.00,0.00,74.90,2.77,0.00,4.06,2.75
1433504,15.32,14.36,8,189,1827,0.00,0.00,74.90,3.12,0.00,4.06,2.75
1433676,15.51,14.36,8,189,1834,0.00,0.00,74.90,3.13,0.00,4.06,2.75
1433848,14.74,14.36,8,189,1837,0.00,0.00,74.90,3.14,0.00,4.06,2.35
1434035,14.01,14.36,8,189,1825,0.00,0.00,74.90,3.11,0.00,4.06,2.75
1434196,14.28,14.36,8,189,1832,0.00,0.00,74.90,3.13,0.00,4.06,2.35
1434368,14.49,14.36,8,189,1816,0.00,0.00,74.90,3.10,0.00,4.06,2.75
1434555,14.43,14.36,8,189,1822,0.00,0.00,74.90,2.72,0.00,4.06,2.35
1434727,14.84,14.36,8,189,1798,0.00,0.00,74.90,3.07,0.00,4.06,2.75
1434899,15.42,14.36,8,189,1816,0.00,0.00,74.90,3.14,0.00,4.06,2.35
1435071,14.82,14.36,8,189,1804,0.00,0.00,74.90,3.08,0.00,4.06,2.35
1435247,14.47,14.36,8,189,1796,0.00,0.00,74.90,3.06,0.00,4.06,2.75
1435408,14.78,14.36,8,189,1809,0.00,0.00,74.90,3.09,0.00,4.06,2.35
1435595,14.79,14.36,8,189,1797,0.00,0.00,74.90,3.07,0.00,4.06,2.75
1435767,14.47,14.36,8,189,1806,0.00,0.00,74.90,3.08,0.00,4.06,2.35
1435942,14.31,14.36,8,189,1787,0.00,0.00,74.90,3.04,0.00,3.92,0.78
1436114,14.21,14.36,10,189,1776,0.00,0.00,74.90,0.00,0.00,3.77,0.39
1436286,14.67,14.36,10,189,1763,0.00,0.00,74.90,0.00,0.00,3.63,0.39
1436458,22.37,14.36,10,189,1759,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1436630,24.67,14.36,10,189,1731,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1436802,23.94,14.36,10,189,1696,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1436973,23.62,14.36,10,189,1690,0.00,0.00,74.90,0.00,0.00,3.48,0.00
1437145,23.84,14.36,10,189,1652,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1437317,23.94,14.36,10,189,1631,0.00,0.00,74.90,0.00,0.00,3.63,0.00
1437504,24.01,14.36,10,189,1602,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1437676,23.98,14.36,10,189,1581,0.00,0.00,74.90,0.00,0.00,3.77,0.00
1437848,23.79,14.36,10,189,1568,0.00,0.00,74.90,0.00,0.00,3.92,0.00
1438020,23.59,14.36,10,189,1540,0.00,0.00,74.90,0.00,0.00,3.92,0.00
