Time (msec),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),A/F Correction #1 (%),A/F Learning #1 (%),CL/OL Fueling* (status),Intake Air Temperature (F)
749126,0.00,0.00,16,33.20,2.42,0.00,-1.56,8,136
749166,0.00,0.00,16,33.20,2.42,0.78,-1.56,8,136
749202,0.00,0.00,16,32.03,2.40,1.56,-1.56,8,136
749242,0.00,0.00,16,32.03,2.40,1.56,-1.56,8,136
749284,0.00,0.00,16,31.59,2.38,1.56,-1.56,8,136
749323,0.00,0.00,16,31.59,2.38,1.56,-1.56,8,136
749362,0.00,0.00,16,29.69,2.34,1.56,-1.56,8,136
749395,0.00,0.00,16,26.20,2.26,2.34,-2.34,8,136
749439,0.00,0.00,16,26.20,2.26,2.34,-2.34,8,136
749479,0.00,0.00,16,24.42,2.20,1.56,-2.34,8,136
749519,0.00,0.00,16,24.42,2.20,0.00,-2.34,8,136
749551,0.00,0.00,16,21.36,2.14,-1.56,-2.34,8,136
749595,0.00,0.00,16,20.17,2.08,-2.34,-3.91,8,136
749627,0.00,0.00,16,20.17,2.08,-2.34,-3.91,8,136
749667,0.00,0.00,16,18.18,2.02,-2.34,-3.91,8,136
749707,0.00,0.00,16,18.18,2.02,-1.56,-3.91,8,136
749743,0.00,0.00,16,14.15,1.88,-0.78,-3.91,8,136
749788,0.00,0.00,16,11.93,1.82,-1.56,-3.91,8,136
749828,0.00,0.00,16,11.93,1.82,-2.34,-3.91,8,136
749860,0.00,0.00,16,11.71,1.80,-3.91,-3.91,8,136
749904,0.00,0.00,16,11.71,1.80,-5.47,-3.91,8,136
749936,0.00,0.00,16,11.57,1.80,-6.25,-3.91,8,136
749980,0.00,0.00,16,11.99,1.84,-6.25,-3.91,8,136
750020,0.00,0.00,16,11.99,1.84,-6.25,-3.91,8,136
750060,0.00,0.00,16,12.04,1.82,0.00,-3.91,10,136
750092,0.00,0.00,16,12.04,1.82,0.00,-3.91,10,136
750134,0.00,0.00,16,12.04,1.82,0.00,-3.91,10,136
750170,0.00,0.00,16,11.93,1.82,0.00,-3.91,10,136
750212,0.00,0.00,16,11.93,1.82,0.00,-3.91,10,136
750246,0.00,0.00,16,12.36,1.84,0.00,-3.91,10,136
750286,0.00,0.00,16,12.36,1.84,0.00,-3.91,10,136
750330,0.00,0.00,16,12.26,1.82,0.00,-3.91,10,136
750370,0.00,0.00,16,12.26,1.82,0.00,-3.91,10,136
750408,0.00,0.00,16,11.99,1.82,0.00,-3.91,10,136
750447,0.00,0.00,16,11.71,1.80,0.00,-3.91,10,136
750479,0.00,0.00,16,11.71,1.80,0.00,-3.91,10,136
750519,0.00,0.00,16,10.99,1.80,0.00,-3.91,10,136
750559,0.00,0.00,16,10.99,1.80,0.00,-3.91,10,136
750599,0.00,0.00,16,11.04,1.76,0.00,-3.91,10,136
750637,0.00,0.00,16,10.79,1.76,0.00,-3.91,10,136
750677,0.00,0.00,16,10.79,1.76,0.00,-3.91,10,136
750717,0.00,0.00,16,10.99,1.76,0.00,-3.91,10,136
750757,0.00,0.00,16,10.99,1.76,0.00,-3.91,10,136
750789,0.00,0.00,16,10.89,1.76,0.00,-3.91,10,136
750837,0.00,0.00,16,10.84,1.76,0.00,-3.91,10,136
750869,0.00,0.00,16,10.84,1.76,0.00,-3.91,10,136
750909,0.00,0.00,16,10.58,1.74,0.00,-3.91,10,136
750949,0.00,0.00,16,10.58,1.74,0.00,-3.91,10,136
750989,0.00,0.00,16,10.49,1.74,0.00,-3.91,10,136
751021,0.00,0.00,16,10.48,1.74,0.00,-3.91,10,136
751061,0.00,0.00,16,10.48,1.74,0.00,-3.91,10,136
751101,0.00,0.00,16,10.17,1.72,0.00,-3.91,10,136
751149,0.00,0.00,16,10.17,1.72,0.00,-3.91,10,136
751181,0.00,0.00,16,10.23,1.72,0.00,-3.91,10,136
751221,0.00,0.00,16,10.23,1.72,0.00,-3.91,10,136
751257,0.00,0.00,16,9.84,1.70,0.00,-3.91,10,136
751297,0.00,0.00,16,9.61,1.68,0.00,-3.91,10,136
751337,0.00,0.00,16,9.61,1.68,0.00,-3.91,10,136
751370,0.00,0.00,16,9.74,1.66,0.00,-3.91,10,136
751410,0.00,0.00,16,9.74,1.66,0.00,-3.91,10,136
751450,0.00,0.00,16,9.26,1.68,0.00,-3.91,10,136
751494,0.00,0.00,16,9.09,1.68,0.00,-3.91,10,136
751526,0.00,0.00,16,9.09,1.68,0.00,-3.91,10,136
751570,0.00,0.00,16,9.08,1.66,0.00,-3.91,10,136
751606,0.00,0.00,16,9.08,1.66,0.00,-3.91,10,136
751642,0.00,0.00,16,9.30,1.66,0.00,-3.91,10,136
751682,0.00,0.00,16,9.40,1.68,0.00,-3.91,10,136
751722,0.00,0.00,16,9.40,1.68,0.00,-3.91,10,136
751761,0.00,0.00,16,9.00,1.64,0.00,-3.91,10,136
751800,0.00,0.00,16,9.00,1.64,0.00,-3.91,10,136
751841,0.00,0.00,16,8.61,1.60,0.00,-3.91,10,136
751876,0.00,0.00,16,8.36,1.60,0.00,-3.91,10,136
751916,0.00,0.00,16,8.36,1.60,0.00,-3.91,10,136
751956,0.00,0.00,16,8.44,1.62,0.00,-3.91,10,136
751988,0.00,0.00,16,8.44,1.62,0.00,-3.91,10,136
752028,0.00,0.00,16,8.69,1.66,0.00,-3.91,10,136
752068,0.00,0.00,16,8.69,1.66,0.00,-3.91,10,136
752110,0.00,0.00,16,8.31,1.62,0.00,-3.91,10,136
752150,0.00,0.00,16,8.11,1.60,0.00,-3.91,10,136
752187,0.00,0.00,16,8.11,1.60,0.00,-3.91,10,136
752226,0.00,0.00,16,7.34,1.54,0.00,-3.91,10,136
752265,0.00,0.00,16,7.34,1.54,0.00,-3.91,10,136
752305,0.00,0.00,16,7.17,1.56,0.00,-3.91,10,136
752337,0.00,0.00,16,6.70,1.52,0.00,-3.91,10,136
752377,0.00,0.00,16,6.70,1.52,0.00,-3.91,10,136
752417,0.00,0.00,16,7.03,1.52,0.00,-3.91,10,136
752457,0.00,0.00,16,7.03,1.52,0.00,-3.91,10,136
752497,0.00,0.00,16,6.51,1.48,0.00,-3.91,10,138
752537,0.00,0.00,16,6.07,1.50,0.00,-3.91,10,138
752569,0.00,0.00,16,6.07,1.50,0.00,-3.91,10,138
752609,0.00,0.00,16,5.62,1.44,0.00,-3.91,10,138
752652,0.00,0.00,16,5.62,1.44,0.00,-3.91,10,138
752692,0.00,0.00,16,5.85,1.46,0.00,-3.91,10,138
752724,0.00,0.00,16,5.85,1.46,0.00,-3.91,10,138
752768,0.00,0.00,16,5.68,1.46,0.00,-3.91,10,138
752808,0.00,0.00,16,5.07,1.38,0.00,-3.91,10,138
752848,0.00,0.00,16,5.07,1.38,0.00,-3.91,10,138
752880,0.00,0.00,16,4.73,1.38,0.00,-3.91,10,138
752920,0.00,0.00,16,4.73,1.38,0.00,-3.91,10,138
752960,0.00,0.00,16,4.91,1.40,0.00,-3.91,10,138
753003,0.00,0.00,16,5.30,1.42,0.00,-3.91,10,138
753035,0.00,0.00,16,5.30,1.42,0.00,-3.91,10,138
753075,0.00,0.00,16,5.01,1.40,0.00,-3.91,10,138
753115,0.00,0.00,16,5.01,1.40,0.00,-3.91,10,138
753155,0.00,0.00,16,4.56,1.36,0.00,-3.91,10,138
753197,0.00,0.00,16,4.66,1.38,0.00,-3.91,10,138
753233,0.00,0.00,16,4.66,1.38,0.00,-3.91,10,138
753274,0.00,0.00,16,4.82,1.38,0.00,-3.91,10,138
753311,0.00,0.00,16,4.82,1.38,0.00,-3.91,10,138
753351,0.00,0.00,16,4.79,1.38,0.00,-3.91,10,138
753386,0.00,0.00,16,4.73,1.38,0.00,-3.91,10,138
753428,0.00,0.00,16,4.73,1.38,0.00,-3.91,10,138
753468,0.00,0.00,16,4.60,1.38,0.00,-3.91,10,138
753504,0.00,0.00,16,4.60,1.38,0.00,-3.91,10,138
753545,0.00,0.00,16,4.56,1.36,0.00,-3.91,10,138
753585,0.00,0.00,16,4.40,1.36,0.00,-3.91,10,138
753620,0.00,0.00,16,4.40,1.36,0.00,-3.91,10,138
753660,0.00,0.00,16,4.95,1.38,0.00,-3.91,10,138
753700,0.00,0.00,16,4.95,1.38,0.00,-3.91,10,138
753732,0.00,0.00,16,5.33,1.42,0.00,-3.91,10,138
753778,0.00,0.00,16,5.33,1.42,0.00,-3.91,10,138
753810,0.00,0.00,16,5.40,1.40,0.00,-3.91,10,138
753851,0.00,0.00,16,4.43,1.34,0.00,-3.91,10,138
753891,0.00,0.00,16,4.43,1.34,0.00,-3.91,10,138
753931,0.00,0.00,16,4.53,1.36,0.00,-3.91,10,138
753971,0.00,0.00,16,4.53,1.36,0.00,-3.91,10,138
754009,0.00,0.00,16,4.46,1.36,0.00,-3.91,10,138
754042,0.00,0.00,16,4.75,1.38,0.00,-3.91,10,138
754082,0.00,0.00,16,4.75,1.38,0.00,-3.91,10,138
754122,0.00,0.00,16,4.95,1.40,0.00,-3.91,10,138
754162,0.00,0.00,16,4.95,1.40,0.00,-3.91,10,138
754203,0.00,0.00,16,5.01,1.42,0.00,-3.91,10,138
754241,0.00,0.00,16,4.88,1.38,0.00,-3.91,10,138
754277,0.00,0.00,16,4.88,1.38,0.00,-3.91,10,138
754317,0.00,0.00,16,4.57,1.40,0.00,-3.91,10,138
754351,0.00,0.00,16,4.57,1.40,0.00,-3.91,10,138
754397,0.00,0.00,16,4.85,1.38,0.00,-3.91,10,138
754437,0.00,0.00,16,4.46,1.36,0.00,-3.91,10,138
754469,0.00,0.00,16,4.46,1.36,0.00,-3.91,10,138
754517,0.00,0.00,16,4.29,1.36,0.00,-3.91,10,138
754549,0.00,0.00,16,4.29,1.36,0.00,-3.91,10,138
754589,0.00,0.00,16,4.32,1.34,0.00,-3.91,10,138
754629,0.00,0.00,16,4.32,1.34,0.00,-3.91,10,138
754669,0.00,0.00,16,4.18,1.34,0.00,-3.91,10,138
754702,0.00,0.00,16,4.26,1.32,0.00,-3.91,10,138
754742,0.00,0.00,16,4.26,1.32,0.00,-3.91,10,138
754782,0.00,0.00,16,4.21,1.32,0.00,-3.91,10,138
754822,0.00,0.00,16,4.21,1.32,0.00,-3.91,10,138
754858,0.00,0.00,16,3.99,1.30,0.00,-3.91,10,138
754898,0.00,0.00,16,3.58,1.26,0.00,-3.91,10,138
754938,0.00,0.00,16,3.58,1.26,0.00,-3.91,10,138
754971,0.00,0.00,16,3.33,1.22,0.00,-3.91,10,138
755014,0.00,0.00,16,3.33,1.22,0.00,-3.91,10,138
755053,0.00,0.00,16,2.99,1.20,0.00,-3.91,10,138
755093,0.00,0.00,16,2.81,1.20,0.00,-3.91,10,138
755125,0.00,0.00,16,2.81,1.20,0.00,-3.91,10,138
755169,0.00,0.00,16,2.91,1.24,0.00,-3.91,10,138
755203,0.00,0.00,16,2.91,1.24,0.00,-3.91,10,138
755249,0.00,0.00,16,3.36,1.26,0.00,-3.91,10,138
755285,0.00,0.00,16,3.56,1.26,0.00,-3.91,10,138
755325,0.00,0.00,16,3.56,1.26,0.00,-3.91,10,138
755357,0.00,0.00,16,3.49,1.28,0.00,-3.91,10,138
755400,0.00,0.00,16,3.49,1.28,0.00,-3.91,10,138
755440,0.00,0.00,16,3.63,1.26,0.00,-3.91,10,138
755477,0.00,0.00,16,3.63,1.26,0.00,-3.91,10,138
755517,0.00,0.00,16,3.38,1.26,0.00,-3.91,10,138
755556,0.00,0.00,16,3.45,1.24,0.00,-3.91,8,138
755591,0.00,0.00,16,3.45,1.24,0.00,-3.91,8,138
755639,0.00,0.00,16,3.17,1.24,-0.78,-3.91,8,138
755667,0.00,0.00,16,3.17,1.24,-0.78,-3.91,8,138
755708,0.00,0.00,16,3.08,1.22,-0.78,-3.91,8,138
755752,0.00,0.00,16,3.02,1.22,-0.78,-3.91,8,138
755788,0.00,0.00,16,3.02,1.22,-0.78,-3.91,8,138
755827,0.00,0.00,16,3.10,1.24,-0.78,-3.91,8,138
755862,0.00,0.00,16,3.10,1.24,-0.78,-3.91,8,138
755902,0.00,0.00,16,3.29,1.26,-0.78,-3.91,8,138
755944,0.00,0.00,16,3.50,1.26,-0.78,-3.91,8,138
755976,0.00,0.00,16,3.50,1.26,-0.78,-3.91,8,138
756016,0.00,0.00,16,3.38,1.26,0.00,-3.91,8,138
756060,0.00,0.00,16,3.38,1.26,0.00,-3.91,8,138
756092,0.00,0.00,16,3.49,1.30,0.78,-3.91,8,138
756136,0.00,0.00,16,3.78,1.28,0.78,-3.91,8,138
756176,0.00,0.00,16,3.78,1.28,0.78,-3.91,8,138
756212,0.00,0.00,16,3.19,1.22,0.78,-3.91,8,138
756252,0.00,0.00,16,3.19,1.22,0.78,-3.91,8,138
756292,0.00,0.00,16,3.19,1.22,0.78,-3.91,8,138
756328,0.00,0.00,16,3.19,1.22,1.56,-3.91,8,138
756368,0.00,0.00,16,3.05,1.22,1.56,-3.91,8,138
756408,0.00,0.00,16,3.08,1.26,1.56,-3.91,8,138
756440,0.00,0.00,16,3.08,1.26,2.34,-3.91,8,138
756485,0.00,0.00,16,3.49,1.28,3.12,-3.91,8,138
756525,0.00,0.00,16,3.49,1.28,3.12,-3.91,8,138
756557,0.00,0.00,16,3.78,1.30,3.12,-3.91,8,138
756600,0.00,0.00,16,3.91,1.32,3.12,-3.91,8,138
756641,0.00,0.00,16,3.91,1.32,3.12,-3.91,8,138
756679,0.00,0.00,16,3.96,1.32,3.12,-3.91,8,138
756717,0.00,0.00,16,3.96,1.32,3.91,-3.91,8,138
756757,0.00,0.00,16,3.75,1.26,3.91,-3.91,8,138
756792,0.00,0.00,16,3.58,1.28,3.12,-3.91,8,138
756834,0.00,0.00,16,3.58,1.28,3.12,-3.91,8,138
756875,0.00,0.00,16,3.67,1.26,3.91,-3.91,8,138
756915,0.00,0.00,16,3.67,1.26,3.91,-3.91,8,138
756949,0.00,0.00,16,3.36,1.30,3.91,-3.91,8,138
756987,0.00,0.00,16,3.78,1.30,3.91,-3.91,8,138
757027,0.00,0.00,16,3.78,1.30,3.91,-3.91,8,138
757064,0.00,0.00,16,3.88,1.30,4.69,-3.91,8,138
757104,0.00,0.00,16,3.88,1.30,4.69,-3.91,8,138
757143,0.00,0.00,16,3.91,1.32,4.69,-3.91,8,138
757183,0.00,0.00,16,3.91,1.32,4.69,-3.91,8,138
757220,0.00,0.00,16,3.88,1.30,4.69,-3.91,8,138
757260,0.00,0.00,16,3.83,1.30,4.69,-3.91,8,138
757300,0.00,0.00,16,3.83,1.30,4.69,-3.91,8,138
757338,0.00,0.00,16,3.78,1.30,4.69,-3.91,8,138
757370,0.00,0.00,16,3.78,1.30,4.69,-3.91,8,138
757410,0.00,0.00,16,3.60,1.28,4.69,-3.91,8,138
757454,0.00,0.00,16,3.56,1.26,4.69,-3.91,8,138
757486,0.00,0.00,16,3.56,1.26,4.69,-3.91,8,138
757525,0.00,0.00,16,3.60,1.28,4.69,-3.91,8,138
757565,0.00,0.00,16,3.60,1.28,4.69,-3.91,8,138
757605,0.00,0.00,16,3.78,1.30,4.69,-3.91,8,138
757645,0.00,0.00,16,3.83,1.32,4.69,-3.91,8,138
757685,0.00,0.00,16,3.83,1.32,4.69,-3.91,8,138
757725,0.00,0.00,16,3.85,1.32,4.69,-3.91,8,138
757757,0.00,0.00,16,3.85,1.32,4.69,-3.91,8,138
757800,0.00,0.00,16,3.91,1.28,4.69,-3.91,8,138
757840,0.00,0.00,16,3.91,1.28,4.69,-3.91,8,138
757880,0.00,0.00,16,3.78,1.28,4.69,-3.91,8,138
757912,0.00,0.00,16,3.73,1.30,4.69,-3.91,8,138
757952,0.00,0.00,16,3.73,1.30,4.69,-3.91,8,138
757988,0.00,0.00,16,3.80,1.30,4.69,-3.91,8,138
758032,0.00,0.00,16,3.80,1.30,4.69,-3.91,8,138
758073,0.00,0.00,16,3.75,1.30,4.69,-3.91,8,138
758112,0.00,0.00,16,3.65,1.28,4.69,-3.91,8,138
758144,0.00,0.00,16,3.65,1.28,4.69,-3.91,8,138
758187,0.00,0.00,16,3.75,1.30,4.69,-3.91,8,138
758226,0.00,0.00,16,3.75,1.30,4.69,-3.91,8,138
758265,0.00,0.00,16,3.83,1.28,4.69,-3.91,8,138
758301,0.00,0.00,16,3.76,1.30,4.69,-3.91,8,138
758341,0.00,0.00,16,3.76,1.30,4.69,-3.91,8,138
758381,0.00,0.00,16,3.93,1.30,4.69,-3.91,8,138
758421,0.00,0.00,16,3.93,1.30,4.69,-3.91,8,138
758455,0.00,0.00,16,3.85,1.30,4.69,-3.91,8,138
758495,0.00,0.00,16,3.80,1.30,4.69,-3.91,8,138
758535,0.00,0.00,16,3.80,1.30,4.69,-3.91,8,138
758575,0.00,0.00,16,3.78,1.34,4.69,-3.91,8,138
758611,0.00,0.00,16,3.78,1.34,4.69,-3.91,8,138
758651,0.00,0.00,16,4.24,1.36,4.69,-3.91,8,138
758691,0.00,0.00,16,4.35,1.36,5.47,-3.91,8,138
758723,0.00,0.00,16,4.35,1.36,5.47,-3.91,8,138
758768,0.00,0.00,16,4.75,1.40,5.47,-3.91,8,138
758809,0.00,0.00,16,4.75,1.40,4.69,-3.91,8,138
758841,0.00,0.00,16,4.70,1.40,5.47,-3.91,8,138
758881,0.00,0.00,16,4.70,1.40,5.47,-3.91,8,138
758923,0.00,0.00,16,5.52,1.44,4.69,-3.91,8,138
758963,0.00,0.00,16,5.81,1.48,3.91,-3.91,8,138
758995,0.00,0.00,16,5.81,1.48,3.12,-3.91,8,138
759039,0.00,0.00,16,6.26,1.48,3.12,-3.91,8,138
759076,0.00,0.00,16,6.26,1.48,2.34,-3.91,8,138
759115,0.00,0.00,16,6.40,1.52,1.56,-3.91,8,138
759152,0.00,0.00,16,7.22,1.58,1.56,-3.91,8,138
759192,0.00,0.00,16,7.22,1.58,0.00,-3.91,8,138
759236,0.00,0.00,16,8.19,1.66,-0.78,-3.91,8,138
759271,0.00,0.00,16,8.19,1.66,0.00,-3.91,8,138
759311,0.00,0.00,16,9.00,1.68,-0.78,-3.91,8,138
759350,0.00,0.00,16,9.61,1.70,0.00,-3.91,8,138
759382,0.00,0.00,16,9.61,1.70,1.56,-3.91,8,138
759422,0.00,0.00,16,10.17,1.76,2.34,-3.91,8,138
759462,0.00,0.00,16,10.17,1.76,2.34,-3.91,8,138
759503,0.00,0.00,16,10.94,1.78,1.56,-3.91,8,138
759543,0.00,0.00,16,11.99,1.84,1.56,-3.91,8,138
759581,0.00,0.00,16,11.99,1.84,1.56,-3.91,8,138
759619,0.00,0.00,16,12.64,1.86,1.56,-3.91,8,138
759659,0.00,0.00,16,12.64,1.86,2.34,-3.91,8,138
759699,0.00,0.00,16,12.48,1.82,2.34,-3.91,8,138
759732,0.00,0.00,16,12.48,1.82,2.34,-3.91,8,138
759775,0.00,0.00,16,12.70,1.86,2.34,-3.91,8,138
759815,0.00,0.00,16,13.39,1.86,2.34,-3.91,8,138
759848,0.00,0.00,16,13.39,1.86,2.34,-3.91,8,138
759888,0.00,0.00,16,13.71,1.88,2.34,-3.91,8,138
759928,0.00,0.00,16,13.71,1.88,3.12,-3.91,8,138
759967,0.00,0.00,16,13.45,1.88,4.69,-3.91,8,138
760006,0.00,0.00,16,13.96,1.88,5.47,-3.91,8,138
760045,0.00,0.00,16,13.96,1.88,6.25,-3.91,8,138
760084,0.00,0.00,16,13.78,1.90,6.25,-3.91,8,138
760116,0.00,0.00,16,13.78,1.90,5.47,-3.91,8,138
760161,0.00,0.00,16,14.02,1.90,5.47,-3.91,8,138
760202,0.00,0.00,16,14.59,1.92,5.47,-3.91,8,138
760234,0.00,0.00,16,14.59,1.92,5.47,-3.91,8,138
760274,0.00,0.00,16,14.53,1.92,4.69,-3.91,8,138
760314,0.00,0.00,16,14.53,1.92,5.47,-3.91,8,138
760354,0.00,0.00,16,14.53,1.92,4.69,-3.91,8,138
760391,0.00,0.00,16,14.73,1.94,4.69,-3.91,8,138
760431,0.00,0.00,16,14.73,1.94,3.91,-3.91,8,138
760466,0.00,0.00,16,14.98,1.94,3.12,-3.91,8,138
760504,0.00,0.00,16,14.98,1.94,3.12,-3.91,8,138
760544,0.00,0.00,16,14.92,1.92,2.34,-5.47,8,138
760584,0.00,0.00,16,14.92,1.92,2.34,-5.47,8,138
760626,0.00,0.00,16,14.47,1.92,2.34,-5.47,8,138
760668,0.00,0.00,16,14.66,1.92,2.34,-5.47,8,138
760700,0.00,0.00,16,14.66,1.92,2.34,-5.47,8,138
760737,0.00,0.00,16,14.53,1.90,3.12,-5.47,8,138
760780,0.00,0.00,16,14.53,1.90,3.12,-5.47,8,138
760816,0.00,0.00,16,14.28,1.92,3.91,-5.47,8,138
760858,0.00,0.00,16,14.73,1.92,3.12,-5.47,8,138
760898,0.00,0.00,16,14.73,1.92,3.91,-5.47,8,138
760930,0.00,0.00,16,14.53,1.92,3.91,-5.47,8,138
760970,0.00,0.00,16,14.53,1.92,3.91,-5.47,8,138
761010,0.00,0.00,16,14.40,1.90,3.91,-5.47,8,138
761048,0.00,0.00,16,14.73,1.94,3.91,-5.47,8,138
761088,0.00,0.00,16,14.73,1.94,3.91,-5.47,8,138
761128,0.00,0.00,16,15.19,1.94,3.12,-5.47,8,138
761163,0.00,0.00,16,15.19,1.94,3.12,-5.47,8,138
761203,0.00,0.00,16,14.86,1.94,3.12,-5.47,8,138
761244,0.00,0.00,16,14.86,1.92,3.12,-5.47,8,138
761284,0.00,0.00,16,14.73,1.92,2.34,-5.47,8,138
761317,0.00,0.00,16,14.28,1.92,2.34,-5.47,8,138
761363,0.00,0.00,16,14.28,1.92,0.78,-5.47,8,138
761395,0.00,0.00,16,14.73,1.92,1.56,-5.47,8,138
761439,0.00,0.00,16,14.73,1.92,0.78,-5.47,8,138
761474,0.00,0.00,16,14.53,1.92,1.56,-5.47,8,138
761514,0.00,0.00,16,14.34,1.92,2.34,-5.47,8,138
761554,0.00,0.00,16,14.34,1.92,2.34,-5.47,8,138
761590,0.00,0.00,16,14.47,1.92,3.12,-5.47,8,138
761627,0.00,0.00,16,14.47,1.92,3.12,-5.47,8,138
761670,0.00,0.00,16,14.66,1.92,3.91,-5.47,8,138
761706,0.00,0.00,16,14.92,1.94,3.12,-5.47,8,138
761746,0.00,0.00,16,14.92,1.94,3.91,-5.47,8,138
761786,0.00,0.00,16,14.98,1.94,3.91,-5.47,8,138
761826,0.00,0.00,16,14.98,1.94,3.91,-5.47,8,138
761863,0.00,0.00,16,15.11,1.94,3.91,-5.47,8,138
761903,0.00,0.00,16,14.40,1.90,4.69,-5.47,8,138
761942,0.00,0.00,16,14.40,1.90,4.69,-5.47,8,138
761980,0.00,0.00,16,14.15,1.90,5.47,-5.47,8,138
762018,0.00,0.00,16,14.15,1.90,5.47,-5.47,8,138
762054,0.00,0.00,16,14.73,1.92,5.47,-5.47,8,138
762098,0.00,0.00,16,14.73,1.92,6.25,-5.47,8,138
762130,0.00,0.00,16,13.78,1.90,6.25,-5.47,8,138
762173,0.00,0.00,16,14.73,1.94,5.47,-3.91,8,138
762213,0.00,0.00,16,14.73,1.94,5.47,-3.91,8,138
762253,0.00,0.00,16,14.86,1.92,6.25,-3.91,8,138
762285,0.00,0.00,16,14.86,1.92,6.25,-3.91,8,138
762327,0.00,0.00,16,14.86,1.94,6.25,-3.91,8,138
762367,0.00,0.00,16,14.53,1.92,6.25,-3.91,8,138
762407,0.00,0.00,16,14.53,1.92,5.47,-3.91,8,138
762447,0.00,0.00,16,14.53,1.90,5.47,-3.91,8,138
762483,0.00,0.00,16,14.53,1.90,4.69,-3.91,8,138
762524,0.00,0.00,16,14.02,1.90,4.69,-3.91,8,138
762556,0.00,0.00,16,13.71,1.90,3.91,-3.91,8,138
762596,0.00,0.00,16,13.71,1.90,3.12,-3.91,8,138
762640,0.00,0.00,16,13.78,1.90,3.12,-3.91,8,138
762672,0.00,0.00,16,13.78,1.90,2.34,-3.91,8,138
762717,0.00,0.00,16,13.39,1.86,2.34,-3.91,8,138
762757,0.00,0.00,16,12.96,1.84,1.56,-3.91,8,138
762789,0.00,0.00,16,12.96,1.84,1.56,-3.91,8,138
762829,0.00,0.00,16,13.26,1.88,1.56,-3.91,8,138
762865,0.00,0.00,16,13.26,1.88,1.56,-3.91,8,138
762913,0.00,0.00,16,12.70,1.84,2.34,-3.91,8,138
762947,0.00,0.00,16,12.70,1.84,3.12,-3.91,8,138
762981,0.00,0.00,16,13.03,1.84,3.91,-3.91,8,138
763023,0.00,0.00,16,12.70,1.86,3.91,-3.91,8,138
763060,0.00,0.00,16,12.70,1.86,4.69,-3.91,8,138
763098,0.00,0.00,16,13.20,1.88,3.91,-3.91,8,138
763139,0.00,0.00,16,13.20,1.88,4.69,-3.91,8,138
763179,0.00,0.00,16,13.07,1.86,5.47,-3.91,8,138
763219,0.00,0.00,16,12.90,1.86,5.47,-3.91,8,138
763259,0.00,0.00,16,12.90,1.86,5.47,-3.91,8,138
763296,0.00,0.00,16,13.45,1.88,5.47,-3.91,8,138
763335,0.00,0.00,16,13.45,1.88,5.47,-3.91,8,138
763376,0.00,0.00,16,13.20,1.88,5.47,-3.91,8,138
763416,0.00,0.00,16,13.51,1.88,5.47,-3.91,8,138
763448,0.00,0.00,16,13.51,1.88,5.47,-3.91,8,138
763488,0.00,0.00,16,13.52,1.88,5.47,-3.91,8,138
763528,0.00,0.00,16,13.52,1.88,5.47,-3.91,8,138
763568,0.00,0.00,16,13.45,1.86,4.69,-3.91,8,138
763608,0.00,0.00,16,13.77,1.88,4.69,-3.91,8,138
763640,0.00,0.00,16,13.77,1.88,4.69,-3.91,8,138
763680,0.00,0.00,16,13.96,1.90,4.69,-3.91,8,138
763720,0.00,0.00,16,13.96,1.90,3.12,-3.91,8,138
763761,0.00,0.00,16,13.65,1.86,3.91,-3.91,8,138
763796,0.00,0.00,16,13.84,1.88,3.12,-3.91,8,138
763839,0.00,0.00,16,13.84,1.88,3.12,-3.91,8,138
763879,0.00,0.00,16,13.84,1.90,3.91,-3.91,8,138
763911,0.00,0.00,16,13.84,1.90,3.91,-3.91,8,138
763954,0.00,0.00,16,14.22,1.92,3.91,-3.91,8,138
763989,0.00,0.00,16,14.22,1.92,4.69,-3.91,8,138
764029,0.00,0.00,16,14.40,1.90,4.69,-3.91,8,138
764073,0.00,0.00,16,14.47,1.92,4.69,-3.91,8,138
764105,0.00,0.00,16,14.47,1.92,4.69,-3.91,8,138
764151,0.00,0.00,16,14.98,1.94,4.69,-3.91,8,138
764185,0.00,0.00,16,14.98,1.94,4.69,-3.91,8,138
764233,0.00,0.00,16,14.60,1.92,4.69,-3.91,8,138
764264,0.00,0.00,16,14.92,1.94,4.69,-3.91,8,138
764305,0.00,0.00,16,14.92,1.94,4.69,-3.91,8,138
764337,0.00,0.00,16,15.70,1.98,4.69,-3.91,8,138
764381,0.00,0.00,16,15.70,1.98,4.69,-3.91,8,138
764422,0.00,0.00,16,15.78,1.96,5.47,-3.91,8,138
764460,0.00,0.00,16,15.92,1.96,5.47,-3.91,8,138
764492,0.00,0.00,16,15.92,1.96,5.47,-3.91,8,138
764533,0.00,0.00,16,15.78,1.96,4.69,-3.91,8,138
764573,0.00,0.00,16,15.78,1.96,3.91,-3.91,8,138
764613,0.00,0.00,16,14.47,1.92,3.91,-3.91,8,138
764652,0.00,0.00,16,14.47,1.92,3.91,-3.91,8,138
764688,0.00,0.00,16,14.92,1.92,3.91,-3.91,8,138
764728,0.00,0.00,16,14.86,1.94,3.91,-3.91,8,138
764768,0.00,0.00,16,14.86,1.94,4.69,-3.91,8,138
764808,0.00,0.00,16,14.86,1.92,5.47,-3.91,8,138
764848,0.00,0.00,16,14.86,1.92,5.47,-3.91,8,138
